date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,total_doses_1d,total_doses_2d,new_doses,total_doses,perc_1d,perc_2d,cvac_cum_tot_ade_p,per_quo_1_n,per_quo_2_n,per_cum_1_n,per_cum_2_n,vac_quo_tot_m
2020-12-14,Région,RSS99,Ensemble du Québec,294,0,294,0,294,294,0.0030378627000000004,0.0,0.0005630016,259.0,0.0,259.0,0.0,
2020-12-15,Région,RSS99,Ensemble du Québec,1172,0,1466,0,1172,1466,0.0163270457,0.0,0.0017711091000000001,1133.0,0.0,1392.0,0.0,
2020-12-16,Région,RSS99,Ensemble du Québec,950,0,2416,0,950,2416,0.0276926401,0.0,0.0025686947,969.0,0.0,2361.0,0.0,
2020-12-17,Région,RSS99,Ensemble du Québec,911,0,3327,0,911,3327,0.038624254,0.0,0.0032489883,932.0,0.0,3293.0,0.0,698.0
2020-12-18,Région,RSS99,Ensemble du Québec,727,0,4054,0,727,4054,0.047514987300000006,0.0,0.004234241,758.0,0.0,4051.0,0.0,729.0
2020-12-19,Région,RSS99,Ensemble du Québec,720,0,4774,0,720,4774,0.056018656900000005,0.0,0.0049614514000000005,725.0,0.0,4776.0,0.0,851.0
2020-12-20,Région,RSS99,Ensemble du Québec,115,0,4889,0,115,4889,0.057484806900000004,0.0,0.0051373894,125.0,0.0,4901.0,0.0,1253.0
2020-12-21,Région,RSS99,Ensemble du Québec,510,0,5399,0,510,5399,0.0635018862,0.0,0.0061812881000000005,513.0,0.0,5414.0,0.0,1555.0
2020-12-22,Région,RSS99,Ensemble du Québec,2025,0,7424,0,2025,7424,0.0862799917,0.0,0.0100167364,1942.0,0.0,7356.0,0.0,1451.0
2020-12-23,Région,RSS99,Ensemble du Québec,3760,0,11184,0,3760,11184,0.1302527607,0.0,0.0147670622,3749.0,0.0,11105.0,0.0,1796.0
2020-12-24,Région,RSS99,Ensemble du Québec,3027,0,14211,0,3027,14211,0.1650767541,0.0,0.0175820701,2969.0,0.0,14074.0,0.0,2106.0
2020-12-25,Région,RSS99,Ensemble du Québec,0,0,14211,0,0,14211,0.1652057753,0.0,0.0175820701,11.0,0.0,14085.0,0.0,2393.0
2020-12-26,Région,RSS99,Ensemble du Québec,3133,0,17344,0,3133,17344,0.20161321059999998,0.0,0.020983538,3104.0,0.0,17189.0,0.0,2442.0
2020-12-27,Région,RSS99,Ensemble du Québec,2286,0,19630,0,2286,19630,0.2286020988,0.0,0.0236108786,2301.0,0.0,19490.0,0.0,2344.0
2020-12-28,Région,RSS99,Ensemble du Québec,2521,1,22151,1,2522,22152,0.25854674510000003,0.0,0.027047534100000003,2553.0,0.0,22043.0,0.0,1961.0
2020-12-29,Région,RSS99,Ensemble du Québec,2364,0,24515,1,2364,24516,0.2871542628,0.0,0.0298273544,2439.0,0.0,24482.0,0.0,1962.0
2020-12-30,Région,RSS99,Ensemble du Québec,3074,0,27589,1,3074,27590,0.32400740769999997,0.0,0.033627615,3142.0,0.0,27624.0,0.0,1605.0
2020-12-31,Région,RSS99,Ensemble du Québec,345,0,27934,1,345,27935,0.3285817955,0.0,0.0337800946,390.0,0.0,28014.0,0.0,1498.0
2021-01-01,Région,RSS99,Ensemble du Québec,7,0,27941,1,7,27942,0.3292855475,0.0,0.033803553,60.0,0.0,28074.0,0.0,1532.0
2021-01-02,Région,RSS99,Ensemble du Québec,635,0,28576,1,635,28577,0.3373786952,0.0,0.0345894094,690.0,0.0,28764.0,0.0,2049.0
2021-01-03,Région,RSS99,Ensemble du Québec,1540,0,30116,1,1540,30117,0.3561923312,0.0,0.0360790177,1604.0,0.0,30368.0,0.0,3145.0
2021-01-04,Région,RSS99,Ensemble du Québec,2762,0,32878,1,2762,32879,0.3890106315,1.1729200000000001e-05,0.040266342000000004,2798.0,1.0,33166.0,1.0,5066.0
2021-01-05,Région,RSS99,Ensemble du Québec,5977,1,38855,2,5978,38857,0.45815426270000004,0.0001055628,0.0505411208,5895.0,8.0,39061.0,9.0,6981.0
2021-01-06,Région,RSS99,Ensemble du Québec,10749,2,49604,4,10751,49608,0.5816510045000001,0.0003284176,0.06387722059999999,10529.0,19.0,49590.0,28.0,8145.0
2021-01-07,Région,RSS99,Ensemble du Québec,13788,1,63392,5,13789,63397,0.7365820009999999,0.00058646,0.0856935317,13209.0,22.0,62799.0,50.0,8935.0
2021-01-08,Région,RSS99,Ensemble du Québec,13408,2,76800,7,13410,76807,0.8897888051999999,0.0009031483999999999,0.10370958220000001,13062.0,27.0,75861.0,77.0,9591.0
2021-01-09,Région,RSS99,Ensemble du Québec,8787,1,85587,8,8788,85595,0.9913167562999999,0.0009852527999999999,0.11405473619999999,8656.0,7.0,84517.0,84.0,9880.0
2021-01-10,Région,RSS99,Ensemble du Québec,7065,1,92652,9,7066,92661,1.0739020502,0.0010438988,0.1207755675,7041.0,5.0,91558.0,89.0,9654.0
2021-01-11,Région,RSS99,Ensemble du Québec,7354,1,100006,10,7355,100016,1.1589739343,0.0012315660000000001,0.12943171679999999,7253.0,16.0,98811.0,105.0,9379.0
2021-01-12,Région,RSS99,Ensemble du Québec,7995,4,108001,14,7999,108015,1.2523500917000001,0.0014075039000000001,0.1363050277,7961.0,15.0,106772.0,120.0,9063.0
2021-01-13,Région,RSS99,Ensemble du Québec,9164,5,117165,19,9169,117184,1.3600241434,0.0016069003,0.1445975718,9180.0,17.0,115952.0,137.0,9020.0
2021-01-14,Région,RSS99,Ensemble du Québec,11865,2,129030,21,11867,129051,1.4993201168999999,0.0017711091000000001,0.1543914534,11876.0,14.0,127828.0,151.0,9032.0
2021-01-15,Région,RSS99,Ensemble du Québec,11193,6,140223,27,11199,140250,1.6322940519999998,0.0023692983,0.16293031060000002,11337.0,51.0,139165.0,202.0,9501.0
2021-01-16,Région,RSS99,Ensemble du Québec,8481,5,148704,32,8486,148736,1.7321564566999998,0.0030965087,0.1699795595,8514.0,62.0,147679.0,264.0,9838.0
2021-01-17,Région,RSS99,Ensemble du Québec,7147,0,155851,32,7147,155883,1.8139207066,0.0032020715,0.17634851489999998,6971.0,9.0,154650.0,273.0,10170.0
2021-01-18,Région,RSS99,Ensemble du Québec,10633,10,166484,42,10643,166526,1.9360099444999999,0.0036712395,0.18603683370000001,10409.0,40.0,165059.0,313.0,10445.0
2021-01-19,Région,RSS99,Ensemble du Québec,10354,1,176838,43,10355,176881,2.0580522655,0.0039761986,0.1947750873,10405.0,26.0,175464.0,339.0,10552.0
2021-01-20,Région,RSS99,Ensemble du Québec,11487,3,188325,46,11490,188371,2.196280882,0.0041873242,0.20368927899999997,11785.0,18.0,187249.0,357.0,10557.0
2021-01-21,Région,RSS99,Ensemble du Québec,13785,13,202110,59,13798,202169,2.3630466408,0.0049849097999999994,0.2133541394,14218.0,68.0,201467.0,425.0,9834.0
2021-01-22,Région,RSS99,Ensemble du Québec,11937,6,214047,65,11943,214112,2.5040433483,0.0056065574,0.22156457899999998,12021.0,53.0,213488.0,478.0,8957.0
2021-01-23,Région,RSS99,Ensemble du Québec,8521,4,222568,69,8525,222637,2.6044804837999997,0.0057355786,0.22737053280000002,8563.0,11.0,222051.0,489.0,8067.0
2021-01-24,Région,RSS99,Ensemble du Québec,2081,3,224649,72,2084,224721,2.6292173656,0.0059232458,0.2288132243,2109.0,16.0,224160.0,505.0,6966.0
2021-01-25,Région,RSS99,Ensemble du Québec,4499,5,229148,77,4504,229225,2.6827846199,0.0063454969,0.2326369434,4567.0,36.0,228727.0,541.0,5480.0
2021-01-26,Région,RSS99,Ensemble du Québec,4091,32,233239,109,4123,233348,2.7324577799000003,0.0079993141,0.23682426760000003,4235.0,141.0,232962.0,682.0,4102.0
2021-01-27,Région,RSS99,Ensemble du Québec,3768,17,237007,126,3785,237133,2.7779788032,0.009641402,0.24130482179999999,3881.0,140.0,236843.0,822.0,2970.0
