group,1d,2d,pop 2021
0-11,464.0,46.0,1079338
12-17,402101.0,7556.0,529446
18-29,817697.0,147192.0,1216440
30-39,806959.0,193378.0,1118629
40-49,882173.0,302335.0,1115327
50-59,979290.0,475445.0,1155183
60-69,1061343.0,748491.0,1168854
70-79,730909.0,599856.0,783129
80 plus,390936.0,334040.0,425520
Total 12+,6071408.0,2808293.0,7512528
Total,6071872.0,2808339.0,8591866
