Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;5;113;84,2;11726;8734,8;< 5;n.p.;491;365,7
Anjou;< 5;47;109,8;3919;9157,4;0;;78;182,3
Baie D'urfé;0;< 5;n.p.;110;2877,3;0;;< 5;n.p.
Beaconsfield;< 5;22;* 113,8;587;3037,7;0;;21;* 108,7
Côte-des-Neiges–Notre-Dame-de-Grâce;12;167;100,3;12974;7791,3;< 5;n.p.;372;223,4
Côte-Saint-Luc;< 5;68;209,6;3136;9664,7;0;;119;366,7
Dollard-des-Ormeaux;12;103;210,6;3180;6503,2;0;;125;255,6
Dorval;0;6;n.p.;895;4715,5;0;;68;358,3
Hampstead;-1;20;* 286,8;478;6855;0;;6;n.p.
Kirkland;< 5;26;* 129;866;4297,6;0;;35;* 173,7
Lachine;< 5;46;103,4;3246;7296,2;0;;170;382,1
LaSalle;< 5;69;89,8;6265;8151,9;0;;244;317,5
L'Île-Bizard–Sainte-Geneviève;< 5;7;n.p.;1155;6272,7;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;12;127;93,4;9839;7233,3;0;;450;330,8
Montréal Est;0;< 5;n.p.;310;8051,9;0;;9;* 233,8
Montréal-Nord;7;105;124,7;10130;12026;0;;336;398,9
Montréal-Ouest;0;< 5;n.p.;236;4673,3;0;;< 5;n.p.
Mont-Royal;< 5;< 5;n.p.;1197;5903,5;0;;93;458,7
Outremont;< 5;28;* 116,9;1382;5769,4;0;;29;* 121,1
Pierrefonds–Roxboro;< 5;73;105,3;4741;6841,6;< 5;n.p.;87;125,5
Plateau Mont-Royal;< 5;70;67,3;5277;5074;0;;172;165,4
Pointe-Claire;0;20;* 63,7;1181;3763,5;0;;54;172,1
Rivière-des-Prairies–Pointe-aux-Trembles;16;194;181,7;10208;9563,2;< 5;n.p.;321;300,7
Rosemont–La Petite Patrie;9;96;68,8;7907;5664,4;0;;325;232,8
Sainte-Anne-de-Bellevue;0;0;;183;3691;0;;13;* 262,2
Saint-Laurent;8;97;98,2;9214;9323,3;< 5;n.p.;159;160,9
Saint-Léonard;9;73;93,2;8755;11180,6;< 5;n.p.;148;189
Senneville;0;< 5;n.p.;33;* 3583,1;0;;0;
Sud-Ouest;< 5;37;47,3;4542;5811,8;< 5;n.p.;207;264,9
Verdun;< 5;25;* 36,1;3458;4995;< 5;n.p.;200;288,9
Ville-Marie;< 5;76;85,2;5555;6229,7;< 5;n.p.;128;143,5
Villeray–Saint-Michel–Parc-Extension;11;110;76,5;12417;8631,7;< 5;n.p.;205;142,5
Westmount;< 5;16;* 78,8;846;4165;0;;57;280,6
Territoire à confirmer;< 5;48;;2101;;0;;25;
Total à Montréal;137;1902;92,1;148049;7167,2;14;*0,7;4829;233,8
