No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,1312,121,20859.333333,6289.75,581.12
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,2785,208,35045.666667,7946.77,590.79
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,1084,130,19215,5641.43,678.57
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,463,52,8566.3333333,5404.88,609.61
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,2699,321,57767,4672.22,554.37
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,822,70,17995,4567.94,390.69
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,837,72,20715.666667,4040.42,349.04
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,964,66,17574.333333,5485.27,377.21
01,01 - Bas-Saint-Laurent,,Total (incluant inconnus),10970,1043,197738.33333,5547.74,527.67
02,02 - Saguenay-Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,1639,159,31025.333333,5282.78,514.00
02,02 - Saguenay-Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,1796,96,25032.333333,7174.72,385.05
02,02 - Saguenay-Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,4206,218,52510,8009.90,414.91
02,02 - Saguenay-Lac-Saint-Jean,0214,0214 - RLS de Jonquière,4696,417,67904,6915.65,614.52
02,02 - Saguenay-Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,5620,435,79539,7065.72,545.54
02,02 - Saguenay-Lac-Saint-Jean,0216,0216 - RLS de La Baie,1443,123,22589.333333,6387.97,544.44
02,02 - Saguenay-Lac-Saint-Jean,,Total (incluant inconnus),19707,1515,278600,7073.58,543.80
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,3694,339,55481.666667,6658.06,606.54
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,26084,2125,323240,8069.55,652.09
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,27956,2121,354000,7897.18,595.09
03,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,1710,150,28382,6024.95,528.19
03,03 - Capitale-Nationale,,Total (incluant inconnus),60107,4806,761103.66667,7897.35,626.94
04,04 - Mauricie et Centre-du-Québec,0411,0411 - RLS du Haut-Saint-Maurice,1197,151,15084,7935.56,1000.99
04,04 - Mauricie et Centre-du-Québec,0412,0412 - RLS de la Vallée de la Batiscan,1216,162,25787,4715.55,627.08
04,04 - Mauricie et Centre-du-Québec,0413,0413 - RLS de Maskinongé,1576,210,22901,6881.80,917.39
04,04 - Mauricie et Centre-du-Québec,0414,0414 - RLS du Centre-de-la-Mauricie,3611,407,65575.666667,5506.62,617.21
04,04 - Mauricie et Centre-du-Québec,0415,0415 - RLS de Trois-Rivières,10859,1048,145489,7463.79,716.24
04,04 - Mauricie et Centre-du-Québec,0416,0416 - RLS de Bécancour - Nicolet-Yamaska,3308,432,45106,7333.84,952.93
04,04 - Mauricie et Centre-du-Québec,0417,0417 - RLS de Drummond,7851,736,108908.66667,7208.79,671.40
04,04 - Mauricie et Centre-du-Québec,0418,0418 - RLS d'Arthabaska - de l'Érable,10235,988,98815.333333,10357.70,995.40
04,04 - Mauricie et Centre-du-Québec,,Total (incluant inconnus),40057,4147,527666.66667,7591.35,782.03
05,05 - Estrie,0511,0511 - RLS de la Pommeraie,2547,219,57842,4403.37,373.71
05,05 - Estrie,0512,0512 - RLS de la Haute-Yamaska,6630,407,108135.33333,6131.21,371.41
05,05 - Estrie,0513,0513 - RLS de Memphrémagog,3320,250,53546.333333,6200.24,462.12
05,05 - Estrie,0514,0514 - RLS de Coaticook,1385,114,18951.333333,7308.19,598.33
05,05 - Estrie,0515,0515 - RLS de Sherbrooke,13256,989,172853,7668.94,564.78
05,05 - Estrie,0516,0516 - RLS de Val Saint-François,1976,170,31930.333333,6188.47,528.95
05,05 - Estrie,0517,0517 - RLS d'Asbestos,1809,76,14436.666667,12530.59,525.08
05,05 - Estrie,0518,0518 - RLS du Haut-Saint-François,1547,109,23079,6703.06,469.06
05,05 - Estrie,0519,0519 - RLS du Granit,3530,124,21632,16318.42,571.96
05,05 - Estrie,,Total (incluant inconnus),36046,2467,502406,7174.68,485.65
06,06 - Montréal,0611,0611 - RLS de Pierrefonds - Lac Saint-Louis,21351,1264,225064.66667,9486.61,561.26
06,06 - Montréal,0612,0612 - RLS de Dorval - Lachine - Lasalle,17814,1121,148454,11999.68,752.90
06,06 - Montréal,0621,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,13670,907,130942.66667,10439.68,688.89
06,06 - Montréal,0622,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,28815,1858,245354.66667,11744.22,750.20
06,06 - Montréal,0631,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,16547,990,166358.66667,9946.58,593.46
06,06 - Montréal,0632,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,16789,898,160840.33333,10438.30,551.95
06,06 - Montréal,0641,0641 - RLS du Nord de l'Île - Saint-Laurent,21500,900,162591,13223.36,547.25
06,06 - Montréal,0642,0642 - RLS d'Ahuntsic - Montréal-Nord,24972,1286,171685.66667,14545.19,747.98
06,06 - Montréal,0643,0643 - RLS de la Petite Patrie - Villeray,13296,628,114860.33333,11575.80,545.58
06,06 - Montréal,0651,0651 - RLS de Saint-Léonard - Saint-Michel,22336,1096,138146.33333,16168.36,791.27
06,06 - Montréal,0652,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,29504,1720,209253,14099.68,818.40
06,06 - Montréal,0653,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,22081,1364,188116,11737.97,724.10
06,06 - Montréal,,Total (incluant inconnus),257382,14860,2061667.3333,12484.17,717.36
07,07 - Outaouais,0711,0711 - RLS du Pontiac,904,84,20219.666667,4470.89,413.51
07,07 - Outaouais,0712,0712 - RLS de la Vallée-de-la-Gatineau,1182,181,20714.333333,5706.19,871.66
07,07 - Outaouais,0713,0713 - RLS des Collines-de-l'Outaouais,2391,94,39670.333333,6027.17,234.27
07,07 - Outaouais,0714,0714 - RLS de Grande-Rivière - Hull - Gatineau,22525,1053,266422,8454.63,390.61
07,07 - Outaouais,0715,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,3966,213,58352.333333,6796.64,361.28
07,07 - Outaouais,,Total (incluant inconnus),31099,1662,405378.66667,7671.59,405.63
08,08 - Abitibi-Témiscamingue,0811,0811 - RLS de l'Abitibi-Ouest,433,67,20550.666667,2106.99,325.78
08,08 - Abitibi-Témiscamingue,0812,0812 - RLS de l'Abitibi,743,149,24771.666667,2999.39,602.07
08,08 - Abitibi-Témiscamingue,0813,0813 - RLS de Rouyn-Noranda,1177,112,43076,2732.38,259.87
08,08 - Abitibi-Témiscamingue,0814,0814 - RLS de la Vallée-de-l'Or,1733,341,43711,3964.68,778.79
08,08 - Abitibi-Témiscamingue,0815,0815 - RLS du Témiscaming,633,66,15767,4014.71,419.23
08,08 - Abitibi-Témiscamingue,,Total (incluant inconnus),4741,741,147876.33333,3206.06,500.88
09,09 - Côte-Nord,0911,0911 - RLS de Caniapiscau,98,18,3274.3333333,2992.98,546.28
09,09 - Côte-Nord,0912,0912 - RLS de la Haute-Côte-Nord - Manicouagan,1441,238,40371,3569.39,593.62
09,09 - Côte-Nord,0913,0913 - RLS de Port-Cartier,214,22,7338.3333333,2916.19,301.16
09,09 - Côte-Nord,0914,0914 - RLS de Sept-Îles,831,250,27446.333333,3027.73,913.48
09,09 - Côte-Nord,0915,0915 - RLS de la Minganie,111,18,6413,1730.86,281.69
09,09 - Côte-Nord,0916,0916 - RLS de la Basse-Côte-Nord,199,15,4587,4338.35,329.45
09,09 - Côte-Nord,0917,0917 - RLS de Kawawachikamach,27,n.d.,652.33333333,4138.99,n.d.
09,09 - Côte-Nord,,Total (incluant inconnus),2960,576,90082.333333,3285.88,642.37
10,10 - Nord-du-Québec,1001,1001 - Nord-du-Québec,566,83,13383.666667,4229.04,623.87
10,10 - Nord-du-Québec,,Total (incluant inconnus),566,83,13383.666667,4229.04,623.87
11,11 - Gaspésie-Îles-de-la-Madeleine,1111,1111 - RLS de la Baie-des-Chaleurs,1702,91,32540,5230.49,278.86
11,11 - Gaspésie-Îles-de-la-Madeleine,1112,1112 - RLS de la Haute-Gaspésie,404,31,10632.666667,3799.61,293.03
11,11 - Gaspésie-Îles-de-la-Madeleine,1113,1113 - RLS de La Côte-de-Gaspé,770,20,18772,4101.85,106.17
11,11 - Gaspésie-Îles-de-la-Madeleine,1114,1114 - RLS du Rocher-Percé,1017,60,15978,6365.00,377.33
11,11 - Gaspésie-Îles-de-la-Madeleine,1121,1121 - RLS des Îles-de-la-Madeleine,224,11,12860.666667,1741.74,84.97
11,11 - Gaspésie-Îles-de-la-Madeleine,,Total (incluant inconnus),4173,219,90783.333333,4596.66,240.93
12,12 - Chaudière-Appalaches,1211,1211 - RLS Alphonse-Desjardins,21741,1856,261353,8318.63,705.13
12,12 - Chaudière-Appalaches,1212,1212 - RLS de la région de Thetford,6023,638,43101.333333,13974.05,1476.75
12,12 - Chaudière-Appalaches,1213,1213 - RLS de Beauce,12217,760,73396,16645.32,1033.00
