group,1d,2d,3d,pop 2021
0-4,248,55,8,428991
5-11,430527,318021,306,650347
12-17,530327,503684,79520,529446
18-29,1110822,1050573,415967,1216440
30-39,1018836,978023,485597,1118629
40-49,1026098,1000541,623511,1115327
50-59,1079440,1053441,776992,1155183
60-69,1115089,1103811,979881,1168854
70-79,753674,752734,713089,783129
80 plus,400551,400893,384571,425520
Total 5+,7465364,7161721,4459434,8162875
Total,7465612,7161776,4459442,8591866
