date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,new_doses_3d,total_doses_1d,total_doses_2d,total_doses_3d,new_doses,total_doses,perc_1d,perc_2d,cvac_cum_tot_ade_p,per_quo_1_n,per_quo_2_n,per_cum_1_n,per_cum_2_n,vac_quo_tot_m
2020-12-14,Région,RSS06,06 - Montréal,143,0,0,143,0,0,143,143,0.0065747266000000006,0.0,0.0023627924,128.0,0.0,128.0,0.0,
2020-12-15,Région,RSS06,06 - Montréal,360,0,0,503,0,0,360,503,0.0250661453,0.0,0.0057528857999999995,360.0,0.0,488.0,0.0,
2020-12-16,Région,RSS06,06 - Montréal,287,0,0,790,0,0,287,790,0.0402702007,0.0,0.007139742199999999,296.0,0.0,784.0,0.0,
2020-12-17,Région,RSS06,06 - Montréal,283,0,0,1073,0,0,283,1073,0.0554742561,0.0,0.0080643132,296.0,0.0,1080.0,0.0,
2020-12-18,Région,RSS06,06 - Montréal,139,0,0,1212,0,0,139,1212,0.0634872042,0.0,0.0091429792,156.0,0.0,1236.0,0.0,
2020-12-19,Région,RSS06,06 - Montréal,79,0,0,1291,0,0,79,1291,0.0679045987,0.0,0.0097079948,86.0,0.0,1322.0,0.0,
2020-12-20,Région,RSS06,06 - Montréal,80,0,0,1371,0,0,80,1371,0.0724247232,0.0,0.0103243754,88.0,0.0,1410.0,0.0,
2020-12-21,Région,RSS06,06 - Montréal,321,0,0,1692,0,0,321,1692,0.08875880970000001,0.0,0.0139712941,318.0,0.0,1728.0,0.0,
2020-12-22,Région,RSS06,06 - Montréal,571,0,0,2263,0,0,571,2263,0.1162391125,0.0,0.022754717999999997,535.0,0.0,2263.0,0.0,
2020-12-23,Région,RSS06,06 - Montréal,477,0,0,2740,0,0,477,2740,0.1408943375,0.0,0.025733891000000002,480.0,0.0,2743.0,0.0,
2020-12-24,Région,RSS06,06 - Montréal,189,0,0,2929,0,0,189,2929,0.15091052259999999,0.0,0.0271721125,195.0,0.0,2938.0,0.0,
2020-12-25,Région,RSS06,06 - Montréal,0,0,0,2929,0,0,0,2929,0.1515269032,0.0,0.0271721125,12.0,0.0,2950.0,0.0,
2020-12-26,Région,RSS06,06 - Montréal,222,0,0,3151,0,0,222,3151,0.1632381351,0.0,0.0292780796,228.0,0.0,3178.0,0.0,
2020-12-27,Région,RSS06,06 - Montréal,195,0,0,3346,0,0,195,3346,0.17417889109999998,0.0,0.0303567457,213.0,0.0,3391.0,0.0,
2020-12-28,Région,RSS06,06 - Montréal,587,0,0,3933,0,0,587,3933,0.2062820486,0.0,0.0352364256,625.0,0.0,4016.0,0.0,
2020-12-29,Région,RSS06,06 - Montréal,560,0,0,4493,0,0,560,4493,0.23761473030000002,0.0,0.038677884100000004,610.0,0.0,4626.0,0.0,
2020-12-30,Région,RSS06,06 - Montréal,564,0,0,5057,0,0,564,5057,0.2685364915,0.0,0.0433007388,602.0,0.0,5228.0,0.0,
2020-12-31,Région,RSS06,06 - Montréal,39,0,0,5096,0,0,39,5096,0.2718238549,0.0,0.043454833899999996,64.0,0.0,5292.0,0.0,
2021-01-01,Région,RSS06,06 - Montréal,6,0,0,5102,0,0,6,5102,0.2732620763,0.0,0.04355756400000001,28.0,0.0,5320.0,0.0,
2021-01-02,Région,RSS06,06 - Montréal,15,0,0,5117,0,0,15,5117,0.2750084881,0.0,0.0436089291,34.0,0.0,5354.0,0.0,
2021-01-03,Région,RSS06,06 - Montréal,15,0,0,5132,0,0,15,5132,0.27716582030000003,0.0,0.0436089291,42.0,0.0,5396.0,0.0,
2021-01-04,Région,RSS06,06 - Montréal,577,0,0,5709,0,0,577,5709,0.30767666109999997,0.0,0.0528546384,594.0,0.0,5990.0,0.0,
2021-01-05,Région,RSS06,06 - Montréal,1902,0,0,7611,0,0,1902,7611,0.4052702598,0.0001540952,0.07720167309999999,1900.0,3.0,7890.0,3.0,
2021-01-06,Région,RSS06,06 - Montréal,2735,1,0,10346,1,0,2736,10347,0.5437504397999999,0.0005136505,0.1078666091,2696.0,7.0,10586.0,10.0,
2021-01-07,Région,RSS06,06 - Montréal,4119,0,0,14465,1,0,4119,14466,0.7446391579,0.0008732058999999999,0.16118353300000002,3911.0,7.0,14497.0,17.0,
2021-01-08,Région,RSS06,06 - Montréal,3787,1,0,18252,2,0,3788,18254,0.9346898501,0.0014382215,0.20674433399999997,3700.0,11.0,18197.0,28.0,
2021-01-09,Région,RSS06,06 - Montréal,2040,0,0,20292,2,0,2040,20294,1.0386013502,0.0018491419,0.22718762469999998,2023.0,8.0,20220.0,36.0,
2021-01-10,Région,RSS06,06 - Montréal,1414,1,0,21706,3,0,1415,21709,1.1123101997,0.0020546021,0.24085072850000003,1435.0,4.0,21655.0,40.0,
2021-01-11,Région,RSS06,06 - Montréal,1612,1,0,23318,4,0,1613,23322,1.1965488848999999,0.0026196176,0.2567738946,1640.0,11.0,23295.0,51.0,
2021-01-12,Région,RSS06,06 - Montréal,1108,2,0,24426,6,0,1110,24432,1.2580842171,0.0031846332,0.2627322407,1198.0,11.0,24493.0,62.0,
2021-01-13,Région,RSS06,06 - Montréal,1303,0,0,25729,6,0,1303,25735,1.330149385,0.0038010138,0.2681255711,1403.0,12.0,25896.0,74.0,
2021-01-14,Région,RSS06,06 - Montréal,1885,1,0,27614,7,0,1886,27621,1.4325712984999999,0.0043660294,0.28004226320000003,1994.0,11.0,27890.0,85.0,
2021-01-15,Région,RSS06,06 - Montréal,1823,1,0,29437,8,0,1824,29445,1.5309867381,0.0051365052000000005,0.2878497511,1916.0,15.0,29806.0,100.0,
2021-01-16,Région,RSS06,06 - Montréal,1141,2,0,30578,10,0,1143,30588,1.5924707052,0.005598790699999999,0.2943731127,1197.0,9.0,31003.0,109.0,
2021-01-17,Région,RSS06,06 - Montréal,939,0,0,31517,10,0,939,31527,1.6413702347,0.0061124412,0.3004341888,952.0,10.0,31955.0,119.0,
2021-01-18,Région,RSS06,06 - Montréal,1086,5,0,32603,15,0,1091,32618,1.6992586481999998,0.0077047578,0.3111694846,1127.0,31.0,33082.0,150.0,
2021-01-19,Région,RSS06,06 - Montréal,1323,0,0,33926,15,0,1323,33941,1.7705533403,0.0089888841,0.3193365279,1388.0,25.0,34470.0,175.0,
2021-01-20,Région,RSS06,06 - Montréal,1584,2,0,35510,17,0,1586,35527,1.8584389441999998,0.0097593599,0.32637354,1711.0,15.0,36181.0,190.0,
2021-01-21,Région,RSS06,06 - Montréal,1945,4,0,37455,21,0,1949,37476,1.9636345705,0.0110434862,0.33603016979999994,2048.0,25.0,38229.0,215.0,
2021-01-22,Région,RSS06,06 - Montréal,2154,3,0,39609,24,0,2157,39633,2.0796168578,0.0118139619,0.3442999431,2258.0,15.0,40487.0,230.0,
