group,1d,2d,3d,pop 2021
0-4,30178,11444,35,428991
5-11,440863,337748,30898,650347
12-17,532751,510241,121304,529446
18-29,1118039,1059022,453087,1216440
30-39,1025925,985578,520611,1118629
40-49,1030518,1006046,657503,1115327
50-59,1082702,1057145,806227,1155183
60-69,1118720,1106651,1003429,1168854
70-79,755835,754326,726430,783129
80 plus,401303,401750,391937,425520
Total 5+,7506656,7218507,4711426,8162875
Total,7536834,7229951,4711461,8591866
