CIUSSS;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
CIUSSS de l'Ouest-de-l'Île-de-Montréal;37;333;89;20920;5591,8;0;;889;237,6
CIUSSS du Centre-Ouest-de-l'Île-de-Montréal ;28;377;100;24225;6423,6;0;;761;201,8
CIUSSS du Centre-Sud-de-l'Île-de-Montréal ;39;373;113,9;15371;4692,8;0;;647;197,5
CIUSSS du Nord-de-l'Île-de-Montréal ;54;620;137,8;34373;7640,2;0;;1105;245,6
CIUSSS de l'Est-de-l'Île-de-Montréal ;69;756;140,8;40868;7610,8;0;;1347;250,9
Territoire à confirmer;15;72;;2351;;0;;26;
Total à Montréal;242;2531;122,5;138108;6685,9;0;;4775;231,2
