No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,82,n.d.,20780,      394.61,n.d.
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,211,10,34800,      606.32,       28.74
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,70,10,19117,      366.17,       52.31
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,19,n.d.,8529,      222.77,n.d.
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,459,80,57630,      796.46,      138.82
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,54,n.d.,17978,      300.37,n.d.
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,195,18,20726,      940.85,       86.85
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,31,n.d.,17514,      177.00,n.d.
01,01 - Bas-Saint-Laurent,,Total,1126,132,197074,      571.36,       66.98
02,02 - Saguenay–Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,174,19,31078,      559.88,       61.14
02,02 - Saguenay–Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,259,81,25064,     1033.35,      323.17
02,02 - Saguenay–Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,1972,142,52298,     3770.70,      271.52
02,02 - Saguenay–Lac-Saint-Jean,0214,0214 - RLS de Jonquière,1472,123,67417,     2183.43,      182.45
02,02 - Saguenay–Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,2094,266,79201,     2643.91,      335.85
02,02 - Saguenay–Lac-Saint-Jean,0216,0216 - RLS de La Baie,434,45,22574,     1922.57,      199.34
02,02 - Saguenay–Lac-Saint-Jean,,Total,6440,679,277632,     2319.62,      244.57
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,924,128,54895,     1683.21,      233.17
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,6700,956,321016,     2087.12,      297.80
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,6408,924,351429,     1823.41,      262.93
03,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,377,27,28119,     1340.73,       96.02
03,03 - Capitale-Nationale,,Total,14560,2062,755459,     1927.31,      272.95
04,04 - Mauricie et Centre-du-Québec,0411,0411 - RLS du Haut-Saint-Maurice,80,9,15020,      532.62,       59.92
04,04 - Mauricie et Centre-du-Québec,0412,0412 - RLS de la Vallée de la Batiscan,337,20,25562,     1318.36,       78.24
04,04 - Mauricie et Centre-du-Québec,0413,0413 - RLS de Maskinongé,452,27,22961,     1968.56,      117.59
04,04 - Mauricie et Centre-du-Québec,0414,0414 - RLS du Centre-de-la-Mauricie,987,77,64641,     1526.89,      119.12
04,04 - Mauricie et Centre-du-Québec,0415,0415 - RLS de Trois-Rivières,2676,238,143422,     1865.82,      165.94
04,04 - Mauricie et Centre-du-Québec,0416,0416 - RLS de Bécancour - Nicolet-Yamaska,534,90,44619,     1196.80,      201.71
04,04 - Mauricie et Centre-du-Québec,0417,0417 - RLS de Drummond,1596,202,107872,     1479.53,      187.26
04,04 - Mauricie et Centre-du-Québec,0418,0418 - RLS d'Arthabaska - de l'Érable,1456,332,98244,     1482.02,      337.93
04,04 - Mauricie et Centre-du-Québec,,Total,8174,1006,522341,     1564.88,      192.59
05,05 - Estrie,0511,0511 - RLS de la Pommeraie,487,43,56125,      867.71,       76.61
05,05 - Estrie,0512,0512 - RLS de la Haute-Yamaska,1550,292,105861,     1464.18,      275.83
05,05 - Estrie,0513,0513 - RLS de Memphrémagog,268,28,52514,      510.34,       53.32
05,05 - Estrie,0514,0514 - RLS de Coaticook,169,86,18741,      901.77,      458.89
05,05 - Estrie,0515,0515 - RLS de Sherbrooke,2252,476,170075,     1324.12,      279.88
05,05 - Estrie,0516,0516 - RLS de Val Saint-François,263,22,31490,      835.19,       69.86
05,05 - Estrie,0517,0517 - RLS d'Asbestos,435,11,14257,     3051.13,       77.16
05,05 - Estrie,0518,0518 - RLS du Haut-Saint-François,209,26,22749,      918.72,      114.29
05,05 - Estrie,0519,0519 - RLS du Granit,567,45,21351,     2655.61,      210.76
05,05 - Estrie,,Total,6205,1033,493163,     1258.20,      209.46
06,06 - Montréal,0611,0611 - RLS de Pierrefonds - Lac Saint-Louis,3962,579,224596,     1764.06,      257.80
06,06 - Montréal,0612,0612 - RLS de Dorval - Lachine - Lasalle,4431,351,149522,     2963.44,      234.75
06,06 - Montréal,0621,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,3105,321,131424,     2362.58,      244.25
06,06 - Montréal,0622,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,7285,690,245703,     2964.96,      280.83
06,06 - Montréal,0631,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,3704,232,166225,     2228.31,      139.57
06,06 - Montréal,0632,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,3388,200,161317,     2100.21,      123.98
06,06 - Montréal,0641,0641 - RLS du Nord de l'Île - Saint-Laurent,4754,555,161894,     2936.49,      342.82
06,06 - Montréal,0642,0642 - RLS d'Ahuntsic - Montréal-Nord,7271,599,172517,     4214.66,      347.21
06,06 - Montréal,0643,0643 - RLS de la Petite Patrie - Villeray,2324,194,115485,     2012.38,      167.99
06,06 - Montréal,0651,0651 - RLS de Saint-Léonard - Saint-Michel,5220,587,139162,     3751.02,      421.81
06,06 - Montréal,0652,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,7000,637,208717,     3353.82,      305.20
06,06 - Montréal,0653,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,5135,373,189095,     2715.57,      197.26
