group,1d,2d,3d,pop 2021
0-4,31922,14965,56,428991
5-11,441502,339022,33153,650347
12-17,532891,510563,123001,529446
18-29,1118620,1059614,455220,1216440
30-39,1026571,986202,522425,1118629
40-49,1030941,1006409,658835,1115327
50-59,1082953,1057366,807326,1155183
60-69,1119008,1106873,1004163,1168854
70-79,755963,754448,726779,783129
80 plus,401347,401827,392203,425520
Total 5+,7509796,7222324,4723105,8162875
Total,7541718,7237289,4723161,8591866
