date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,total_doses_1d,total_doses_2d,new_doses,total_doses,perc_1d,perc_2d,cvac_cum_tot_ade_p,per_quo_1_n,per_quo_2_n,per_cum_1_n,per_cum_2_n,vac_quo_tot_m
2020-12-14,Région,RSS06,06 - Montréal,145,0,145,0,145,145,0.0069467881,0.0,0.0023328766,134.0,0.0,134.0,0.0,
2020-12-15,Région,RSS06,06 - Montréal,361,0,506,0,361,506,0.025195067400000003,0.0,0.0058062706999999995,352.0,0.0,486.0,0.0,
2020-12-16,Région,RSS06,06 - Montréal,282,0,788,0,282,788,0.039814427400000005,0.0,0.0071541549,282.0,0.0,768.0,0.0,
2020-12-17,Région,RSS06,06 - Montréal,276,0,1064,0,276,1064,0.0541227373,0.0,0.0080873056,276.0,0.0,1044.0,0.0,
2020-12-18,Région,RSS06,06 - Montréal,139,0,1203,0,139,1203,0.061380575599999994,0.0,0.0091241396,140.0,0.0,1184.0,0.0,
2020-12-19,Région,RSS06,06 - Montréal,80,0,1283,0,80,1283,0.06552791179999999,0.0,0.0096943983,80.0,0.0,1264.0,0.0,
2020-12-20,Région,RSS06,06 - Montréal,79,0,1362,0,79,1362,0.069675248,0.0,0.0103683405,80.0,0.0,1344.0,0.0,
2020-12-21,Région,RSS06,06 - Montréal,319,0,1681,0,319,1681,0.0856424924,0.0,0.0141527848,308.0,0.0,1652.0,0.0,
2020-12-22,Région,RSS06,06 - Montréal,570,0,2251,0,570,2251,0.1136370117,0.0,0.0233287661,540.0,0.0,2192.0,0.0,
2020-12-23,Région,RSS06,06 - Montréal,476,0,2727,0,476,2727,0.1376397199,0.0,0.026491109900000004,463.0,0.0,2655.0,0.0,
2020-12-24,Région,RSS06,06 - Montréal,197,0,2924,0,197,2924,0.1476451684,0.0,0.0281500444,193.0,0.0,2848.0,0.0,
2020-12-25,Région,RSS06,06 - Montréal,0,0,2924,0,0,2924,0.1476970101,0.0,0.0281500444,1.0,0.0,2849.0,0.0,
2020-12-26,Région,RSS06,06 - Montréal,225,0,3149,0,225,3149,0.1594132349,0.0,0.030327395899999998,226.0,0.0,3075.0,0.0,
2020-12-27,Région,RSS06,06 - Montréal,193,0,3342,0,193,3342,0.16972973370000002,0.0,0.0314160717,199.0,0.0,3274.0,0.0,
2020-12-28,Région,RSS06,06 - Montréal,592,0,3934,0,592,3934,0.20057554660000002,0.0,0.0364965585,595.0,0.0,3869.0,0.0,
2020-12-29,Région,RSS06,06 - Montréal,553,0,4487,0,553,4487,0.22991795010000002,0.0,0.039866269100000004,566.0,0.0,4435.0,0.0,
2020-12-30,Région,RSS06,06 - Montréal,575,0,5062,0,575,5062,0.2600898209,0.0,0.044480180700000004,582.0,0.0,5017.0,0.0,
2020-12-31,Région,RSS06,06 - Montréal,39,0,5101,0,39,5101,0.26226717239999997,0.0,0.0446357058,42.0,0.0,5059.0,0.0,
2021-01-01,Région,RSS06,06 - Montréal,5,0,5106,0,5,5106,0.2626819061,0.0,0.0447393892,8.0,0.0,5067.0,0.0,
2021-01-02,Région,RSS06,06 - Montréal,10,0,5116,0,10,5116,0.2636668984,0.0,0.0447393892,19.0,0.0,5086.0,0.0,
2021-01-03,Région,RSS06,06 - Montréal,14,0,5130,0,14,5130,0.2648074159,0.0,0.0447393892,22.0,0.0,5108.0,0.0,
2021-01-04,Région,RSS06,06 - Montréal,571,1,5701,1,572,5702,0.2938387692,5.18417e-05,0.054537470899999996,560.0,1.0,5668.0,1.0,
2021-01-05,Région,RSS06,06 - Montréal,1904,0,7605,1,1904,7606,0.3907827527,5.18417e-05,0.0800435885,1870.0,0.0,7538.0,1.0,
2021-01-06,Région,RSS06,06 - Montréal,2721,2,10326,3,2723,10329,0.5289927313,0.0001036834,0.111304135,2666.0,1.0,10204.0,2.0,
2021-01-07,Région,RSS06,06 - Montréal,4087,0,14413,3,4087,14416,0.7338192975,0.0001555251,0.1665673898,3951.0,1.0,14155.0,3.0,
