group,1d,2d,3d,pop 2021
0-4,234,52,4,341718
5-11,347436,1507,2,737620
12-17,517697,473019,989,529446
18-29,1079204,1008627,21880,1216440
30-39,991948,941742,30831,1118629
40-49,1008772,975571,47279,1115327
50-59,1066201,1034180,89945,1155183
60-69,1105312,1090600,107696,1168854
70-79,748977,746893,251637,783129
80 plus,398501,397348,193046,425520
Total 5+,7264048,6669487,743305,8250148
Total,7264282,6669539,743309,8591866
