group,1d,2d,3d,pop 2021
0-4,237,52,4,341718
5-11,360902,2607,3,737620
12-17,518860,473927,1393,529446
18-29,1080861,1010761,38182,1216440
30-39,993398,943466,51688,1118629
40-49,1009708,976781,73171,1115327
50-59,1066899,1035088,126244,1155183
60-69,1105843,1091257,179051,1168854
70-79,749252,747236,330600,783129
80 plus,398623,397635,227993,425520
Total 5+,7284346,6678758,1028325,8250148
Total,7284583,6678810,1028329,8591866
