date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,total_doses_1d,total_doses_2d,new_doses,total_doses,perc_1d,perc_2d,cvac_cum_tot_ade_p,per_quo_1_n,per_quo_2_n,per_cum_1_n,per_cum_2_n,vac_quo_tot_m
2020-12-14,Région,RSS99,Ensemble du Québec,294,0,294,0,294,294,0.0030378677000000003,0.0,0.0005630025,259.0,0.0,259.0,0.0,
2020-12-15,Région,RSS99,Ensemble du Québec,1172,0,1466,0,1172,1466,0.0163270726,0.0,0.001771112,1133.0,0.0,1392.0,0.0,
2020-12-16,Région,RSS99,Ensemble du Québec,950,0,2416,0,950,2416,0.0276926856,0.0,0.0025686989,969.0,0.0,2361.0,0.0,
2020-12-17,Région,RSS99,Ensemble du Québec,910,0,3326,0,910,3326,0.0386243175,0.0,0.0032489935999999997,932.0,0.0,3293.0,0.0,698.0
2020-12-18,Région,RSS99,Ensemble du Québec,727,0,4053,0,727,4053,0.0475150653,0.0,0.0042342479999999995,758.0,0.0,4051.0,0.0,729.0
2020-12-19,Région,RSS99,Ensemble du Québec,720,0,4773,0,720,4773,0.0560187489,0.0,0.0049614595,725.0,0.0,4776.0,0.0,851.0
2020-12-20,Région,RSS99,Ensemble du Québec,115,0,4888,0,115,4888,0.0574966305,0.0,0.0051373978,126.0,0.0,4902.0,0.0,1252.0
2020-12-21,Région,RSS99,Ensemble du Québec,510,0,5398,0,510,5398,0.0635137197,0.0,0.0061812983,513.0,0.0,5415.0,0.0,1555.0
2020-12-22,Région,RSS99,Ensemble du Québec,2024,0,7422,0,2024,7422,0.0862801334,0.0,0.0100167528,1941.0,0.0,7356.0,0.0,1451.0
2020-12-23,Région,RSS99,Ensemble du Québec,3760,0,11182,0,3760,11182,0.13026470380000002,0.0,0.014767086499999998,3750.0,0.0,11106.0,0.0,1796.0
2020-12-24,Région,RSS99,Ensemble du Québec,3027,0,14209,0,3027,14209,0.1651004836,0.0,0.017582099,2970.0,0.0,14076.0,0.0,2106.0
2020-12-25,Région,RSS99,Ensemble du Québec,0,0,14209,0,0,14209,0.165229505,0.0,0.017582099,11.0,0.0,14087.0,0.0,2393.0
2020-12-26,Région,RSS99,Ensemble du Québec,3133,0,17342,0,3133,17342,0.20163700010000002,0.0,0.020995301600000002,3104.0,0.0,17191.0,0.0,2442.0
2020-12-27,Région,RSS99,Ensemble du Québec,2286,0,19628,0,2286,19628,0.2286376618,0.0,0.0236226466,2302.0,0.0,19493.0,0.0,2344.0
2020-12-28,Région,RSS99,Ensemble du Québec,2521,1,22149,1,2522,22150,0.2585940866,0.0,0.0270593077,2554.0,0.0,22047.0,0.0,1961.0
2020-12-29,Région,RSS99,Ensemble du Québec,2365,0,24514,1,2365,24515,0.2872133804,0.0,0.0298391326,2440.0,0.0,24487.0,0.0,1962.0
2020-12-30,Région,RSS99,Ensemble du Québec,3073,0,27587,1,3073,27588,0.3240665858,0.0,0.0336393995,3142.0,0.0,27629.0,0.0,1605.0
2020-12-31,Région,RSS99,Ensemble du Québec,345,0,27932,1,345,27933,0.3286409812,0.0,0.0337918793,390.0,0.0,28019.0,0.0,1498.0
2021-01-01,Région,RSS99,Ensemble du Québec,7,0,27939,1,7,27940,0.3293681927,0.0,0.0338153378,62.0,0.0,28081.0,0.0,1532.0
2021-01-02,Région,RSS99,Ensemble du Québec,635,0,28574,1,635,28575,0.33746135369999997,0.0,0.0346011954,690.0,0.0,28771.0,0.0,2049.0
2021-01-03,Région,RSS99,Ensemble du Québec,1540,0,30114,1,1540,30115,0.35627502060000005,0.0,0.0360908062,1604.0,0.0,30375.0,0.0,3146.0
2021-01-04,Région,RSS99,Ensemble du Québec,2762,0,32876,1,2762,32877,0.38909337479999995,1.1729200000000001e-05,0.0402781373,2798.0,1.0,33173.0,1.0,5066.0
2021-01-05,Région,RSS99,Ensemble du Québec,5977,1,38853,2,5978,38855,0.4582488487,0.00010556299999999999,0.050552933,5896.0,8.0,39069.0,9.0,6981.0
2021-01-06,Région,RSS99,Ensemble du Québec,10750,2,49603,4,10752,49607,0.5817927102,0.00032841809999999995,0.0638890547,10533.0,19.0,49602.0,28.0,8146.0
2021-01-07,Région,RSS99,Ensemble du Québec,13787,1,63390,5,13788,63395,0.7367474195999999,0.0005864609,0.0857054017,13211.0,22.0,62813.0,50.0,8935.0
2021-01-08,Région,RSS99,Ensemble du Québec,13411,2,76801,7,13413,76808,0.8900248506999999,0.0009031498,0.1037332109,13068.0,27.0,75881.0,77.0,9592.0
2021-01-09,Région,RSS99,Ensemble du Québec,8787,1,85588,8,8788,85596,0.9915529685,0.0009852544,0.1140783819,8656.0,7.0,84537.0,84.0,9880.0
2021-01-10,Région,RSS99,Ensemble du Québec,7065,1,92653,9,7066,92662,1.0741383979999999,0.0010439005000000001,0.1207992243,7041.0,5.0,91578.0,89.0,9654.0
2021-01-11,Région,RSS99,Ensemble du Québec,7355,1,100008,10,7356,100018,1.1592221511,0.001231568,0.1294553877,7254.0,16.0,98832.0,105.0,9380.0
2021-01-12,Région,RSS99,Ensemble du Québec,7995,4,108003,14,7999,108017,1.2525984618000001,0.0014075063,0.1363287099,7961.0,15.0,106793.0,120.0,9064.0
2021-01-13,Région,RSS99,Ensemble du Québec,9164,5,117167,19,9169,117186,1.3602844195,0.0016186322,0.1446329968,9181.0,18.0,115974.0,138.0,9021.0
2021-01-14,Région,RSS99,Ensemble du Québec,11866,2,129033,21,11868,129054,1.4996158094,0.0017945704999999998,0.1544386238,11879.0,15.0,127853.0,153.0,9032.0
2021-01-15,Région,RSS99,Ensemble du Québec,11195,6,140228,27,11201,140255,1.6326486088999999,0.0023927606,0.1629892242,11342.0,51.0,139195.0,204.0,9502.0
2021-01-16,Région,RSS99,Ensemble du Québec,8482,5,148710,32,8487,148742,1.7325463653,0.0031199721999999996,0.1700384847,8517.0,62.0,147712.0,266.0,9839.0
2021-01-17,Région,RSS99,Ensemble du Québec,7147,0,155857,32,7147,155889,1.8143107495,0.0032372644,0.1764191798,6971.0,10.0,154683.0,276.0,10170.0
2021-01-18,Région,RSS99,Ensemble du Québec,10633,10,166490,42,10643,166532,1.9364119169999998,0.0037064331,0.1861075145,10410.0,40.0,165093.0,316.0,10446.0
2021-01-19,Région,RSS99,Ensemble du Québec,10356,1,176846,43,10357,176889,2.0585130846,0.0040113928,0.1948575117,10410.0,26.0,175503.0,342.0,10552.0
