No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,59,7,20780,      283.93,       33.69
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,135,45,34800,      387.93,      129.31
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,37,14,19117,      193.55,       73.23
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,5,n.d.,8529,       58.62,n.d.
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,51,13,57630,       88.50,       22.56
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,n.d.,0,17978,n.d.,        0.00
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,n.d.,0,20726,n.d.,        0.00
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,15,n.d.,17514,       85.65,n.d.
01,01 - Bas-Saint-Laurent,,Total,317,89,197074,      160.85,       45.16
02,02 - Saguenay–Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,21,6,31078,       67.57,       19.31
02,02 - Saguenay–Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,16,0,25064,       63.84,        0.00
02,02 - Saguenay–Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,53,8,52298,      101.34,       15.30
02,02 - Saguenay–Lac-Saint-Jean,0214,0214 - RLS de Jonquière,75,7,67417,      111.25,       10.38
02,02 - Saguenay–Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,211,n.d.,79201,      266.41,n.d.
02,02 - Saguenay–Lac-Saint-Jean,0216,0216 - RLS de La Baie,33,n.d.,22574,      146.19,n.d.
02,02 - Saguenay–Lac-Saint-Jean,,Total,410,26,277632,      147.68,        9.36
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,95,18,54895,      173.06,       32.79
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,2014,389,321016,      627.38,      121.18
