Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-03-06;638 445;548 136
2021-03-05;638 445;532 807
2021-03-04;638 445;512 693
2021-03-03;638 445;493 376
2021-03-02;638 445;475 265
2021-03-01;537 825;457 943
2021-02-28;537 825;439 957
