Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;7;140;104,3;21866;16288,1;< 5;n.p.;537;400
Anjou;< 5;45;105,2;7376;17235,3;0;;87;203,3
Baie D'urfé;0;< 5;n.p.;361;9442,8;0;;< 5;n.p.
Beaconsfield;0;34;* 175,9;1872;9687,4;0;;27;* 139,7
Côte-des-Neiges–Notre-Dame-de-Grâce;11;167;100,3;26123;15687,6;< 5;n.p.;417;250,4
Côte-Saint-Luc;< 5;55;169,5;6057;18666,8;< 5;n.p.;131;403,7
Dollard-des-Ormeaux;< 5;54;110,4;6853;14014,6;0;;134;274
Dorval;< 5;35;* 184,4;2377;12523,7;0;;70;368,8
Hampstead;0;9;* 129,1;1351;19374,7;0;;7;n.p.
Kirkland;< 5;29;* 143,9;2274;11284,8;0;;40;198,5
Lachine;< 5;36;* 80,9;6925;15565,6;< 5;n.p.;196;440,6
LaSalle;6;84;109,3;12090;15731,3;0;;261;339,6
L'Île-Bizard–Sainte-Geneviève;0;14;* 76;2635;14310,5;0;;82;445,3
Mercier–Hochelaga-Maisonneuve;< 5;130;95,6;21275;15640,6;< 5;n.p.;517;380,1
Montréal Est;0;< 5;n.p.;748;19428,6;0;;12;* 311,7
Montréal-Nord;< 5;59;70;16068;19075,4;< 5;n.p.;398;472,5
Montréal-Ouest;0;6;n.p.;649;12851,5;0;;< 5;n.p.
Mont-Royal;< 5;29;* 143;2967;14633,1;0;;95;468,5
Outremont;< 5;30;* 125,2;3204;13375,6;0;;31;* 129,4
Pierrefonds–Roxboro;< 5;47;67,8;9732;14043,9;0;;105;151,5
Plateau Mont-Royal;7;99;95,2;13997;13458,7;0;;202;194,2
Pointe-Claire;< 5;29;* 92,4;3284;10465,3;0;;68;216,7
Rivière-des-Prairies–Pointe-aux-Trembles;8;78;73,1;19153;17943,1;< 5;n.p.;360;337,3
Rosemont–La Petite Patrie;9;124;88,8;19790;14177,2;< 5;n.p.;365;261,5
Sainte-Anne-de-Bellevue;< 5;11;* 221,9;537;10831;0;;16;* 322,7
Saint-Laurent;< 5;104;105,2;15866;16054,2;0;;174;176,1
Saint-Léonard;< 5;57;72,8;15177;19381,9;< 5;n.p.;173;220,9
Senneville;0;0;;96;10423,5;0;;0;
Sud-Ouest;11;81;103,6;10842;13873,1;0;;235;300,7
Verdun;0;76;109,8;8569;12377,8;< 5;n.p.;220;317,8
Ville-Marie;17;147;164,9;13539;15183,4;0;;159;178,3
Villeray–Saint-Michel–Parc-Extension;6;95;66;23337;16222,8;0;;253;175,9
Westmount;6;28;* 137,8;2467;12145,5;< 5;n.p.;66;324,9
Territoire à confirmer;6;75;;8542;;0;;31;
Total à Montréal;129;2012;97,4;308000;14910,5;14;*0,7;5475;265
