Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;n.d.;308;229,4;10129;7545,2;< 5;n.p.;476;354,6
Anjou;n.d.;74;172,9;3428;8010,1;< 5;n.p.;76;177,6
Baie D'urfé;n.d.;7;n.p.;91;2380,3;0;;< 5;n.p.
Beaconsfield;n.d.;17;* 88;451;2333,9;< 5;n.p.;20;* 103,5
Côte-des-Neiges–Notre-Dame-de-Grâce;n.d.;238;142,9;11529;6923,5;< 5;n.p.;361;216,8
Côte-Saint-Luc;n.d.;69;212,6;2719;8379,6;0;;112;345,2
Dollard-des-Ormeaux;n.d.;110;225;2719;5560,4;< 5;n.p.;121;247,4
Dorval;n.d.;12;* 63,2;787;4146,5;0;;67;353
Hampstead;n.d.;< 5;n.p.;379;5435,3;0;;5;n.p.
Kirkland;n.d.;41;203,5;720;3573;0;;33;* 163,8
Lachine;n.d.;64;143,9;2896;6509,5;0;;169;379,9
LaSalle;n.d.;198;257,6;5434;7070,6;< 5;n.p.;240;312,3
L'Île-Bizard–Sainte-Geneviève;n.d.;21;* 114;1043;5664,5;0;;74;401,9
Mercier–Hochelaga-Maisonneuve;n.d.;130;95,6;8489;6240,8;< 5;n.p.;445;327,1
Montréal Est;n.d.;5;n.p.;268;6961;0;;9;* 233,8
Montréal-Nord;n.d.;225;267,1;8816;10466,1;< 5;n.p.;329;390,6
Montréal-Ouest;n.d.;< 5;n.p.;171;3386,1;0;;< 5;n.p.
Mont-Royal;n.d.;17;* 83,8;1107;5459,7;0;;93;458,7
Outremont;n.d.;25;* 104,4;1248;5210;< 5;n.p.;26;* 108,5
Pierrefonds–Roxboro;n.d.;151;217,9;4084;5893,5;0;;83;119,8
Plateau Mont-Royal;n.d.;150;144,2;4535;4360,6;0;;172;165,4
Pointe-Claire;n.d.;55;175,3;1056;3365,2;0;;53;168,9
Rivière-des-Prairies–Pointe-aux-Trembles;n.d.;157;147,1;8748;8195,4;0;;313;293,2
Rosemont–La Petite Patrie;n.d.;126;90,3;6872;4923;0;;321;230
Sainte-Anne-de-Bellevue;n.d.;< 5;n.p.;135;2722,9;0;;12;* 242
Saint-Laurent;n.d.;329;332,9;8027;8122,2;< 5;n.p.;152;153,8
Saint-Léonard;n.d.;143;182,6;7575;9673,7;< 5;n.p.;137;175
Senneville;n.d.;< 5;n.p.;23;* 2497,3;0;;0;
Sud-Ouest;n.d.;137;175,3;3755;4804,8;0;;204;261
Verdun;n.d.;42;60,7;3067;4430,2;< 5;n.p.;195;281,7
Ville-Marie;n.d.;142;159,2;4613;5173,3;0;;118;132,3
Villeray–Saint-Michel–Parc-Extension;n.d.;314;218,3;10694;7434;< 5;n.p.;192;133,5
Westmount;n.d.;21;* 103,4;713;3510,2;0;;58;285,5
Territoire à confirmer;n.d.;29;;1867;;0;;25;
Total à Montréal;202;3369;163,1;128188;6205,7;21;*1;4697;227,4
