group,1d,2d,3d,pop 2021
0-4,257,58,7,428991
5-11,414860,202318,62,650347
12-17,526796,491155,4967,529446
18-29,1103324,1035802,331726,1216440
30-39,1012947,964984,404801,1118629
40-49,1022517,991733,538034,1115327
50-59,1077002,1046272,690141,1155183
60-69,1113229,1098670,909925,1168854
70-79,752572,750073,679463,783129
80 plus,399953,399069,363256,425520
Total 5+,7423200,6980076,3922375,8162875
Total,7423457,6980134,3922382,8591866
