date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,new_doses_3d,total_doses_1d,total_doses_2d,total_doses_3d,new_doses,total_doses,perc_1d,perc_2d,cvac_cum_tot_ade_p,per_quo_1_n,per_quo_2_n,per_cum_1_n,per_cum_2_n,vac_quo_tot_m
2020-12-14,Région,RSS99,Ensemble du Québec,295,0,0,295,0,0,295,295,0.0028415579,0.0,0.0005240578,244.0,0.0,244.0,0.0,
2020-12-15,Région,RSS99,Ensemble du Québec,1173,0,0,1468,0,0,1173,1468,0.0158149,0.0,0.001676985,1114.0,0.0,1358.0,0.0,
2020-12-16,Région,RSS99,Ensemble du Québec,950,0,0,2418,0,0,950,2418,0.0271229029,0.0,0.0024805403,971.0,0.0,2329.0,0.0,
2020-12-17,Région,RSS99,Ensemble du Québec,911,0,0,3329,0,0,911,3329,0.0380349509,0.0,0.0031559926,937.0,0.0,3266.0,0.0,699.0
2020-12-18,Région,RSS99,Ensemble du Québec,726,0,0,4055,0,0,726,4055,0.0469322879,0.0,0.0041458795,764.0,0.0,4030.0,0.0,729.0
2020-12-19,Région,RSS99,Ensemble du Québec,720,0,0,4775,0,0,720,4775,0.0553870871,0.0,0.0048679147,726.0,0.0,4756.0,0.0,851.0
2020-12-20,Région,RSS99,Ensemble du Québec,115,0,0,4890,0,0,115,4890,0.0568893862,0.0,0.0050426007,129.0,0.0,4885.0,0.0,1253.0
2020-12-21,Région,RSS99,Ensemble du Québec,511,0,0,5401,0,0,511,5401,0.0628170623,0.0,0.0060324876,509.0,0.0,5394.0,0.0,1555.0
2020-12-22,Région,RSS99,Ensemble du Québec,2025,0,0,7426,0,0,2025,7426,0.0845945755,0.0,0.0095960807,1870.0,0.0,7264.0,0.0,1451.0
2020-12-23,Région,RSS99,Ensemble du Québec,3762,0,0,11188,0,0,3762,11188,0.1278701045,0.0,0.0142310808,3716.0,0.0,10980.0,0.0,1796.0
2020-12-24,Région,RSS99,Ensemble du Québec,3025,0,0,14213,0,0,3025,14213,0.1620736106,0.0,0.0170027643,2937.0,0.0,13917.0,0.0,2106.0
2020-12-25,Région,RSS99,Ensemble du Québec,0,0,0,14213,0,0,0,14213,0.1622133593,0.0,0.0170027643,12.0,0.0,13929.0,0.0,2393.0
2020-12-26,Région,RSS99,Ensemble du Québec,3133,0,0,17346,0,0,3133,17346,0.1982219534,0.0,0.0204033172,3092.0,0.0,17021.0,0.0,2441.0
2020-12-27,Région,RSS99,Ensemble du Québec,2284,0,0,19630,0,0,2284,19630,0.2250420673,0.0,0.0230119605,2303.0,0.0,19324.0,0.0,2343.0
2020-12-28,Région,RSS99,Ensemble du Québec,2520,1,0,22150,1,0,2521,22151,0.2548085506,0.0,0.0264241591,2556.0,0.0,21880.0,0.0,1960.0
2020-12-29,Région,RSS99,Ensemble du Québec,2364,0,0,24514,1,0,2364,24515,0.2833522324,0.0,0.0291958426,2451.0,0.0,24331.0,0.0,1962.0
2020-12-30,Région,RSS99,Ensemble du Québec,3071,0,0,27585,1,0,3071,27586,0.3199896959,0.0,0.0329807045,3146.0,0.0,27477.0,0.0,1605.0
2020-12-31,Région,RSS99,Ensemble du Québec,346,0,0,27931,1,0,346,27932,0.3246945704,0.0,0.033132099,404.0,0.0,27881.0,0.0,1499.0
2021-01-01,Région,RSS99,Ensemble du Québec,12,0,0,27943,1,0,12,27944,0.325614583,0.0,0.0331553905,79.0,0.0,27960.0,0.0,1538.0
2021-01-02,Région,RSS99,Ensemble du Québec,635,0,0,28578,1,0,635,28579,0.3337433018,0.0,0.0339473,698.0,0.0,28658.0,0.0,2055.0
