date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,new_doses_3d,total_doses_1d,total_doses_2d,total_doses_3d,new_doses,total_doses,perc_1d,perc_2d,cvac_cum_tot_ade_p,per_quo_1_n,per_quo_2_n,per_cum_1_n,per_cum_2_n,vac_quo_tot_m
2020-12-14,Région,RSS06,06 - Montréal,143,0,0,143,0,0,143,143,0.0061598544,0.0,0.0022072812,120.0,0.0,120.0,0.0,
2020-12-15,Région,RSS06,06 - Montréal,372,0,0,515,0,0,372,515,0.0246394175,0.0,0.0053898726,360.0,0.0,480.0,0.0,
2020-12-16,Région,RSS06,06 - Montréal,295,0,0,810,0,0,295,810,0.0403983783,0.0,0.0067758398,307.0,0.0,787.0,0.0,
2020-12-17,Région,RSS06,06 - Montréal,285,0,0,1095,0,0,285,1095,0.0556440179,0.0,0.0076484859,297.0,0.0,1084.0,0.0,
2020-12-18,Région,RSS06,06 - Montréal,140,0,0,1235,0,0,140,1235,0.0637031607,0.0,0.0086751283,157.0,0.0,1241.0,0.0,
2020-12-19,Région,RSS06,06 - Montréal,79,0,0,1314,0,0,79,1314,0.068117723,0.0,0.0092397816,86.0,0.0,1327.0,0.0,
2020-12-20,Région,RSS06,06 - Montréal,80,0,0,1394,0,0,80,1394,0.0726862817,0.0,0.009855767,89.0,0.0,1416.0,0.0,
2020-12-21,Région,RSS06,06 - Montréal,321,0,0,1715,0,0,321,1715,0.088650571,0.0,0.0132436869,311.0,0.0,1727.0,0.0,
2020-12-22,Région,RSS06,06 - Montréal,574,0,0,2289,0,0,574,2289,0.1148812842,0.0,0.0214568261,511.0,0.0,2238.0,0.0,
2020-12-23,Région,RSS06,06 - Montréal,476,0,0,2765,0,0,476,2765,0.1391613769,0.0,0.0242800927,473.0,0.0,2711.0,0.0,
2020-12-24,Région,RSS06,06 - Montréal,189,0,0,2954,0,0,189,2954,0.1491711403,0.0,0.025717392,195.0,0.0,2906.0,0.0,
2020-12-25,Région,RSS06,06 - Montréal,0,0,0,2954,0,0,0,2954,0.1497871257,0.0,0.025717392,12.0,0.0,2918.0,0.0,
2020-12-26,Région,RSS06,06 - Montréal,218,0,0,3172,0,0,218,3172,0.1613368527,0.0,0.027822009,225.0,0.0,3143.0,0.0,
