Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;24;291;216,8;9997;7446,8;0;;476;354,6
Anjou;6;87;203,3;3393;7928,3;< 5;n.p.;76;177,6
Baie D'urfé;0;6;n.p.;88;2301,9;0;;< 5;n.p.
Beaconsfield;0;21;* 108,7;444;2297,7;0;;19;* 98,3
Côte-des-Neiges–Notre-Dame-de-Grâce;15;258;154,9;11423;6859,8;0;;358;215
Côte-Saint-Luc;< 5;59;181,8;2687;8280,9;0;;112;345,2
Dollard-des-Ormeaux;< 5;120;245,4;2684;5488,9;0;;120;245,4
Dorval;0;14;* 73,8;781;4114,9;0;;67;353
Hampstead;< 5;14;* 200,8;379;5435,3;0;;5;n.p.
Kirkland;< 5;38;188,6;703;3488,7;0;;33;* 163,8
Lachine;7;71;159,6;2881;6475,8;< 5;n.p.;170;382,1
LaSalle;13;232;301,9;5362;6977;0;;238;309,7
L'Île-Bizard–Sainte-Geneviève;< 5;29;* 157,5;1029;5588,4;0;;74;401,9
Mercier–Hochelaga-Maisonneuve;8;145;106,6;8427;6195,2;< 5;n.p.;444;326,4
Montréal Est;0;5;n.p.;265;6883,1;0;;9;* 233,8
Montréal-Nord;16;219;260;8703;10331,9;< 5;n.p.;329;390,6
Montréal-Ouest;0;< 5;n.p.;167;3306,9;0;;< 5;n.p.
Mont-Royal;0;25;* 123,3;1101;5430,1;0;;93;458,7
Outremont;< 5;37;154,5;1240;5176,6;< 5;n.p.;25;* 104,4
Pierrefonds–Roxboro;11;190;274,2;4044;5835,8;< 5;n.p.;83;119,8
Plateau Mont-Royal;7;206;198,1;4470;4298,1;0;;172;165,4
Pointe-Claire;< 5;58;184,8;1045;3330,1;0;;53;168,9
Rivière-des-Prairies–Pointe-aux-Trembles;9;158;148;8676;8127,9;< 5;n.p.;313;293,2
Rosemont–La Petite Patrie;< 5;148;106;6809;4877,9;< 5;n.p.;321;230
Sainte-Anne-de-Bellevue;0;< 5;n.p.;132;2662,4;0;;12;* 242
Saint-Laurent;15;404;408,8;7917;8010,9;0;;151;152,8
Saint-Léonard;5;179;228,6;7516;9598,4;< 5;n.p.;135;172,4
Senneville;< 5;< 5;n.p.;23;* 2497,3;0;;0;
Sud-Ouest;14;115;147,2;3684;4714;< 5;n.p.;205;262,3
Verdun;< 5;44;63,6;3037;4386,9;< 5;n.p.;195;281,7
Ville-Marie;11;124;139,1;4534;5084,7;< 5;n.p.;118;132,3
Villeray–Saint-Michel–Parc-Extension;27;352;244,7;10552;7335,3;< 5;n.p.;192;133,5
Westmount;< 5;9;n.p.;697;3431,5;0;;58;285,5
Territoire à confirmer;< 5;35;;1854;;0;;25;
Total à Montréal;212;3696;178,9;126744;6135,8;23;*1,1;4687;226,9
