group,1d,2d,3d,pop 2021
0-4,31440,13587,37,428991
5-11,441313,338522,32758,650347
12-17,532849,510433,122617,529446
18-29,1118444,1059353,454471,1216440
30-39,1026384,985940,521770,1118629
40-49,1030799,1006253,658442,1115327
50-59,1082878,1057293,807008,1155183
60-69,1118936,1106798,1003953,1168854
70-79,755922,754406,726624,783129
80 plus,401320,401771,392035,425520
Total 5+,7508845,7220769,4719678,8162875
Total,7540285,7234356,4719715,8591866
