group,1d,2d,3d,pop 2021
0-4,20561,4526,12,428991
5-11,438248,333506,10385,650347
12-17,532309,509434,106740,529446
18-29,1115688,1057221,443370,1216440
30-39,1023456,983909,510673,1118629
40-49,1029114,1005056,648800,1115327
50-59,1081710,1056433,798145,1155183
60-69,1117591,1105910,997044,1168854
70-79,755170,753943,723392,783129
80 plus,401105,401594,390518,425520
Total 5+,7494391,7207006,4629067,8162875
Total,7514952,7211532,4629079,8591866
