Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;209;2650;1974;15816;11781,4;0;;493;367,2
Anjou;86;982;2294,6;5515;12886,7;0;;80;186,9
Baie D'urfé;7;69;1804,9;191;4996,1;0;;< 5;n.p.
Beaconsfield;32;416;2152,8;1111;5749,3;< 5;n.p.;22;* 113,8
Côte-des-Neiges–Notre-Dame-de-Grâce;236;3444;2068,2;18247;10957,8;0;;373;224
Côte-Saint-Luc;49;538;1658;4128;12721,9;0;;120;369,8
Dollard-des-Ormeaux;88;975;1993,9;4546;9296,7;< 5;n.p.;126;257,7
Dorval;41;478;2518,4;1491;7855,6;0;;69;363,5
Hampstead;6;125;1792,6;723;10368,6;0;;6;n.p.
Kirkland;36;442;2193,4;1430;7096,4;0;;36;* 178,7
Lachine;100;1144;2571,4;4756;10690,3;0;;172;386,6
LaSalle;143;1777;2312,2;8798;11447,8;0;;248;322,7
L'Île-Bizard–Sainte-Geneviève;28;393;2134,4;1687;9162;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;326;3656;2687,8;15003;11029,7;< 5;n.p.;453;333
Montréal Est;8;82;2129,9;498;12935,1;0;;9;* 233,8
Montréal-Nord;153;1514;1797,4;12369;14684,1;0;;338;401,3
Montréal-Ouest;< 5;107;2118,8;403;7980,2;0;;< 5;n.p.
Mont-Royal;29;440;2170,1;1873;9237,5;0;;94;463,6
Outremont;30;484;2020,5;2150;8975,5;0;;29;* 121,1
Pierrefonds–Roxboro;172;1537;2218;6875;9921,1;< 5;n.p.;89;128,4
Plateau Mont-Royal;148;3062;2944,2;9745;9370,2;< 5;n.p.;174;167,3
Pointe-Claire;43;633;2017,2;2053;6542,4;< 5;n.p.;58;184,8
Rivière-des-Prairies–Pointe-aux-Trembles;282;2379;2228,7;13969;13086,6;0;;324;303,5
Rosemont–La Petite Patrie;257;3926;2812,5;13647;9776,5;< 5;n.p.;331;237,1
Sainte-Anne-de-Bellevue;11;111;2238,8;329;6635,7;0;;13;* 262,2
Saint-Laurent;149;1696;1716,1;11952;12093,7;< 5;n.p.;160;161,9
Saint-Léonard;160;1759;2246,3;11754;15010,5;< 5;n.p.;153;195,4
Senneville;0;18;* 1954,4;58;6297,5;0;;0;
Sud-Ouest;137;2018;2582,2;7395;9462,5;< 5;n.p.;211;270
Verdun;85;1657;2393,5;5854;8456;0;;202;291,8
Ville-Marie;159;2402;2693,7;8996;10088,6;0;;133;149,2
Villeray–Saint-Michel–Parc-Extension;257;3377;2347,5;17261;11999,1;0;;207;143,9
Westmount;15;325;1600;1336;6577,4;< 5;n.p.;58;285,5
Territoire à confirmer;133;1445;;3875;;0;;27;
Total à Montréal;3619;46061;2229,8;215834;10448,7;14;*0,7;4890;236,7
