Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,      5790,      3742,       64.6,      1102,       19.0,       946,       16.3,        64,n.d.,n.d.,n.d.,n.d.,        54,       84.4
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,     12724,      6711,       52.7,      2783,       21.9,      3230,       25.4,       275,n.d.,n.d.,n.d.,n.d.,       261,       94.9
Région,RSS03,03 - Capitale-Nationale,     39898,     24288,       60.9,      7509,       18.8,      8101,       20.3,      1130,        17,        1.5,        79,        7.0,      1034,       91.5
Région,RSS04,04 - Mauricie et Centre-du-Québec,     23561,     14541,       61.7,      4439,       18.8,      4581,       19.4,       583,        11,        1.9,        24,        4.1,       548,       94.0
Région,RSS05,05 - Estrie,     26405,     16748,       63.4,      5091,       19.3,      4566,       17.3,       389,        12,        3.1,        19,        4.9,       358,       92.0
Région,RSS06,06 - Montréal,    167995,    104294,       62.1,     29395,       17.5,     34306,       20.4,      4783,       129,        2.7,       204,        4.3,      4450,       93.0
Région,RSS07,07 - Outaouais,     15479,     10366,       67.0,      2467,       15.9,      2646,       17.1,       218,         6,        2.8,        11,        5.0,       201,       92.2
Région,RSS08,08 - Abitibi-Témiscamingue,      2136,      1354,       63.4,       421,       19.7,       361,       16.9,        16,n.d.,n.d.,n.d.,n.d.,        15,       93.8
Région,RSS09,09 - Côte-Nord,      1068,       725,       67.9,       185,       17.3,       158,       14.8,         5,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,10 - Nord-du-Québec,       150,        95,       63.3,        25,       16.7,        30,       20.0,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      2512,      1341,       53.4,       494,       19.7,       677,       27.0,        48,n.d.,n.d.,n.d.,n.d.,        44,       91.7
Région,RSS12,12 - Chaudière-Appalaches,     30021,     19309,       64.3,      5620,       18.7,      5092,       17.0,       391,         8,        2.0,        22,        5.6,       361,       92.3
Région,RSS13,13 - Laval,     42869,     27374,       63.9,      8211,       19.2,      7284,       17.0,       935,         7,        0.7,        51,        5.5,       877,       93.8
Région,RSS14,14 - Lanaudière,     35303,     22318,       63.2,      6882,       19.5,      6103,       17.3,       537,        11,        2.0,        17,        3.2,       509,       94.8
Région,RSS15,15 - Laurentides,     32150,     20473,       63.7,      5994,       18.6,      5683,       17.7,       529,        10,        1.9,        16,        3.0,       503,       95.1
Région,RSS16,16 - Montérégie,     74438,     45759,       61.5,     14230,       19.1,     14449,       19.4,      1605,        29,        1.8,        63,        3.9,      1513,       94.3
Région,RSS17,17 - Nunavik,       983,       651,       66.2,       148,       15.1,       184,       18.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,       156,        95,       60.9,        28,       17.9,        33,       21.2,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    513731,    320258,       62.3,     95039,       18.5,     98434,       19.2,     11515,       250,        2.2,       527,        4.6,     10738,       93.3
Groupe d'âge,0_9,Moins de 10 ans,     56986,     48528,       85.2,      6869,       12.1,      1589,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     69740,     58239,       83.5,      9564,       13.7,      1937,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,     78837,     63774,       80.9,     11252,       14.3,      3811,        4.8,         9,n.d.,n.d.,n.d.,n.d.,         6,       66.7
Groupe d'âge,30_39,30-39 ans,     75808,     53257,       70.3,     15515,       20.5,      7036,        9.3,        25,n.d.,n.d.,n.d.,n.d.,        20,       80.0
Groupe d'âge,40_49,40-49 ans,     76454,     48511,       63.5,     17919,       23.4,     10024,       13.1,        63,        14,       22.2,        13,       20.6,        36,       57.1
Groupe d'âge,50_59,50-59 ans,     61969,     31276,       50.5,     17031,       27.5,     13662,       22.0,       238,        18,        7.6,        19,        8.0,       201,       84.5
Groupe d'âge,60_69,60-69 ans,     38072,     12890,       33.9,     10363,       27.2,     14819,       38.9,       764,        43,        5.6,        63,        8.2,       658,       86.1
Groupe d'âge,70_79,70-79 ans,     22827,      2839,       12.4,      4106,       18.0,     15882,       69.6,      2263,        41,        1.8,       127,        5.6,      2095,       92.6
Groupe d'âge,80_89,80-89 ans,     21150,       695,        3.3,      1765,        8.3,     18690,       88.4,      4476,        60,        1.3,       172,        3.8,      4244,       94.8
Groupe d'âge,90_,90 ans et plus,     11888,       249,        2.1,       655,        5.5,     10984,       92.4,      3675,        68,        1.9,       131,        3.6,      3476,       94.6
