Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;23;393;292,7;8326;6202,1;< 5;n.p.;451;336
Anjou;12;145;338,8;2773;6479,6;< 5;n.p.;68;158,9
Baie D'urfé;0;0;;67;1752,6;0;;< 5;n.p.
Beaconsfield;0;18;* 93,1;358;1852,6;0;;17;* 88
Côte-des-Neiges–Notre-Dame-de-Grâce;61;426;255,8;9193;5520,7;6;n.p.;342;205,4
Côte-Saint-Luc;22;112;345,2;2098;6465,7;< 5;n.p.;109;335,9
Dollard-des-Ormeaux;6;90;184,1;2100;4294,6;< 5;n.p.;118;241,3
Dorval;< 5;31;* 163,3;645;3398,3;0;;67;353
Hampstead;< 5;11;* 157,8;313;4488,7;< 5;n.p.;< 5;n.p.
Kirkland;< 5;25;* 124,1;525;2605,3;0;;31;* 153,8
Lachine;10;127;285,5;2445;5495,7;< 5;n.p.;166;373,1
LaSalle;17;221;287,6;4385;5705,7;< 5;n.p.;233;303,2
L'Île-Bizard–Sainte-Geneviève;< 5;30;* 162,9;841;4567,4;0;;72;391
Mercier–Hochelaga-Maisonneuve;15;332;244,1;7100;5219,7;< 5;n.p.;429;315,4
Montréal Est;0;13;* 337,7;220;5714,3;0;;7;n.p.
Montréal-Nord;23;383;454,7;7704;9146;< 5;n.p.;321;381,1
Montréal-Ouest;0;0;;121;2396;0;;< 5;n.p.
Mont-Royal;0;31;* 152,9;917;4522,6;0;;92;453,7
Outremont;8;59;246,3;1055;4404,3;< 5;n.p.;21;* 87,7
Pierrefonds–Roxboro;< 5;187;269,9;3157;4555,8;< 5;n.p.;76;109,7
Plateau Mont-Royal;16;187;179,8;3645;3504,8;< 5;n.p.;168;161,5
Pointe-Claire;0;21;* 66,9;819;2609,9;0;;51;162,5
Rivière-des-Prairies–Pointe-aux-Trembles;26;409;383,2;7453;6982,2;< 5;n.p.;304;284,8
Rosemont–La Petite Patrie;15;223;159,8;5804;4157,9;< 5;n.p.;314;224,9
Sainte-Anne-de-Bellevue;0;< 5;n.p.;111;2238,8;0;;12;* 242
Saint-Laurent;39;451;456,3;5999;6070,1;7;n.p.;140;141,7
Saint-Léonard;29;486;620,7;6339;8095,3;< 5;n.p.;118;150,7
Senneville;0;< 5;n.p.;22;* 2388,7;0;;0;
Sud-Ouest;9;91;116,4;3126;3999,9;0;;203;259,8
Verdun;7;112;161,8;2519;3638,6;< 5;n.p.;190;274,5
Ville-Marie;< 5;120;134,6;3861;4329,9;< 5;n.p.;113;126,7
Villeray–Saint-Michel–Parc-Extension;27;444;308,6;8782;6104,8;5;n.p.;173;120,3
Westmount;0;14;* 68,9;602;2963,8;0;;55;270,8
Territoire à confirmer;5;55;;1681;;< 5;;24;
Total à Montréal;384;5251;254,2;105106;5088,3;60;2,9;4495;217,6
