Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-02-24;509325;387076
2021-02-23;509325;378 776
2021-02-22;509325;368 138
2021-02-21;401 685;356 215
2021-02-20;401 685;347 134
2021-02-19;401 685;332 341
2021-02-18;401 685;314 374
