group,1d,2d,3d,pop 2021
0-4,249,54,8,428991
5-11,430161,316908,296,650347
12-17,530154,503437,78202,529446
18-29,1110600,1050206,414466,1216440
30-39,1018654,977725,484425,1118629
40-49,1025943,1000307,622435,1115327
50-59,1079350,1053267,776083,1155183
60-69,1115010,1103707,978831,1168854
70-79,753616,752673,712329,783129
80 plus,400528,400848,384038,425520
Total 5+,7464016,7159078,4451105,8162875
Total,7464265,7159132,4451113,8591866
