Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;67;765;569,9;7352;5476,6;27;*20,1;430;320,3
Anjou;18;309;722;2395;5596,3;< 5;n.p.;64;149,5
Baie D'urfé;0;6;n.p.;67;1752,6;0;;< 5;n.p.
Beaconsfield;< 5;40;207;317;1640,4;< 5;n.p.;16;* 82,8
Côte-des-Neiges–Notre-Dame-de-Grâce;41;795;477,4;8144;4890,7;5;n.p.;326;195,8
Côte-Saint-Luc;10;115;354,4;1889;5821,6;< 5;n.p.;104;320,5
Dollard-des-Ormeaux;6;184;376,3;1856;3795,6;8;n.p.;113;231,1
Dorval;< 5;53;279,2;577;3040;< 5;n.p.;67;353
Hampstead;< 5;34;* 487,6;285;4087,2;0;;< 5;n.p.
Kirkland;< 5;26;* 129;477;2367,1;0;;30;* 148,9
Lachine;23;158;355,1;2137;4803,4;< 5;n.p.;160;359,6
LaSalle;22;312;406;3944;5131,9;13;*16,9;222;288,9
L'Île-Bizard–Sainte-Geneviève;< 5;105;570,2;784;4257,9;< 5;n.p.;69;374,7
Mercier–Hochelaga-Maisonneuve;32;519;381,6;6268;4608;13;*9,6;419;308
Montréal Est;< 5;19;* 493,5;196;5090,9;< 5;n.p.;6;n.p.
Montréal-Nord;42;620;736;6895;8185,5;13;*15,4;307;364,5
Montréal-Ouest;-1;13;* 257,4;118;2336,6;0;;< 5;n.p.
Mont-Royal;5;39;192,3;826;4073,8;< 5;n.p.;91;448,8
Outremont;6;43;179,5;952;3974,3;< 5;n.p.;19;* 79,3
Pierrefonds–Roxboro;9;269;388,2;2757;3978,5;< 5;n.p.;73;105,3
Plateau Mont-Royal;9;266;255,8;3251;3126;18;*17,3;161;154,8
Pointe-Claire;-1;47;149,8;763;2431,5;0;;48;153
Rivière-des-Prairies–Pointe-aux-Trembles;47;652;610,8;6469;6060,4;12;*11,2;290;271,7
Rosemont–La Petite Patrie;32;392;280,8;5272;3776,8;16;*11,5;302;216,3
Sainte-Anne-de-Bellevue;0;9;n.p.;101;2037,1;0;;12;* 242
Saint-Laurent;55;529;535,3;5046;5105,8;< 5;n.p.;123;124,5
Saint-Léonard;32;564;720,3;5306;6776,1;18;*23;107;136,6
Senneville;0;< 5;n.p.;21;* 2280,1;0;;0;
Sud-Ouest;< 5;224;286,6;2889;3696,7;< 5;n.p.;199;254,6
Verdun;11;173;249,9;2272;3281,9;< 5;n.p.;183;264,3
Ville-Marie;17;378;423,9;3537;3966,6;< 5;n.p.;105;117,8
Villeray–Saint-Michel–Parc-Extension;46;758;526,9;7681;5339,5;7;n.p.;156;108,4
Westmount;< 5;55;270,8;561;2761,9;< 5;n.p.;53;260,9
Territoire à confirmer;0;101;;1505;;0;;22;
Total à Montréal;546;8573;415;92910;4497,8;189;9,1;4285;207,4
