Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;n.d;448;333,7;4200;3128,6;< 5;n.p.;375;279,3
Anjou;n.d;136;317,8;1295;3026;0;;49;114,5
Baie D'urfé;n.d;< 5;n.p.;45;1177,1;0;;< 5;n.p.
Beaconsfield;n.d;27;* 139,7;158;817,6;< 5;n.p.;10;* 51,7
Côte-des-Neiges–Notre-Dame-de-Grâce;n.d;545;327,3;4719;2833,9;7;n.p.;289;173,6
Côte-Saint-Luc;n.d;100;308,2;1266;3901,6;15;*46,2;84;258,9
Dollard-des-Ormeaux;n.d;101;206,5;973;1989,8;< 5;n.p.;99;202,5
Dorval;n.d;41;216;368;1938,9;< 5;n.p.;63;331,9
Hampstead;n.d;13;* 186,4;159;2280,2;0;;< 5;n.p.
Kirkland;n.d;40;198,5;286;1419,3;< 5;n.p.;28;* 139
Lachine;n.d;150;337,2;1259;2829,9;< 5;n.p.;116;260,7
LaSalle;n.d;282;366,9;2433;3165,8;0;;185;240,7
L'Île-Bizard–Sainte-Geneviève;n.d;40;217,2;339;1841,1;< 5;n.p.;53;287,8
Mercier–Hochelaga-Maisonneuve;n.d;306;225;3988;2931,8;0;;388;285,2
Montréal Est;n.d;11;* 285,7;90;2337,7;0;;< 5;n.p.
Montréal-Nord;n.d;370;439,3;4211;4999,2;0;;254;301,5
Montréal-Ouest;n.d;< 5;n.p.;63;1247,5;0;;< 5;n.p.
Mont-Royal;n.d;60;295,9;598;2949,3;0;;91;448,8
Outremont;n.d;32;* 133,6;642;2680,1;< 5;n.p.;13;* 54,3
Pierrefonds–Roxboro;n.d;240;346,3;1338;1930,8;11;*15,9;52;75
Plateau Mont-Royal;n.d;121;116,3;1977;1901;0;;132;126,9
Pointe-Claire;n.d;53;168,9;388;1236,5;< 5;n.p.;34;* 108,3
Rivière-des-Prairies–Pointe-aux-Trembles;n.d;398;372,9;3748;3511,2;< 5;n.p.;258;241,7
Rosemont–La Petite Patrie;n.d;337;241,4;3303;2366,2;6;n.p.;254;182
Sainte-Anne-de-Bellevue;n.d;27;* 544,6;56;1129,5;< 5;n.p.;< 5;n.p.
Saint-Laurent;n.d;382;386,5;2739;2771,5;< 5;n.p.;109;110,3
Saint-Léonard;n.d;490;625,8;2615;3339,5;< 5;n.p.;57;72,8
Senneville;n.d;< 5;n.p.;9;n.p.;0;;0;
Sud-Ouest;n.d;156;199,6;1855;2373,6;0;;183;234,2
Verdun;n.d;96;138,7;1540;2224,5;< 5;n.p.;173;249,9
Ville-Marie;n.d;137;153,6;2139;2398,8;< 5;n.p.;88;98,7
Villeray–Saint-Michel–Parc-Extension;n.d;479;333;4494;3124;0;;137;95,2
Westmount;n.d;65;320;377;1856;< 5;n.p.;44;216,6
Territoire à confirmer;n.d;79;;1112;;< 5;;44;
Total à Montréal;492;5769;279,3;54782;2652;69;3,3;3677;178
