Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-03-01;537825;455 328
2021-02-28;537825;438870
2021-02-27;537825;432561
2021-02-26;537825;419848
2021-02-25;537825;402671
2021-02-24;509325;388927
2021-02-23;509325;379 150
