Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;31;358;266,7;8448;6293;< 5;n.p.;453;337,4
Anjou;8;131;306,1;2833;6619,8;< 5;n.p.;69;161,2
Baie D'urfé;0;0;;67;1752,6;0;;< 5;n.p.
Beaconsfield;-1;19;* 98,3;363;1878,5;0;;17;* 88
Côte-des-Neiges–Notre-Dame-de-Grâce;35;454;272,6;9371;5627,6;< 5;n.p.;343;206
Côte-Saint-Luc;16;168;517,8;2183;6727,7;< 5;n.p.;109;335,9
Dollard-des-Ormeaux;5;104;212,7;2141;4378,4;0;;118;241,3
Dorval;0;17;* 89,6;648;3414,1;0;;67;353
Hampstead;0;8;n.p.;315;4517,4;< 5;n.p.;5;n.p.
Kirkland;< 5;22;* 109,2;528;2620,2;0;;31;* 153,8
Lachine;5;92;206,8;2469;5549,7;< 5;n.p.;167;375,4
LaSalle;9;217;282,4;4447;5786,4;< 5;n.p.;233;303,2
L'Île-Bizard–Sainte-Geneviève;< 5;35;* 190,1;854;4638;0;;72;391
Mercier–Hochelaga-Maisonneuve;11;291;213,9;7189;5285,1;< 5;n.p.;430;316,1
Montréal Est;0;9;* 233,8;220;5714,3;< 5;n.p.;8;n.p.
Montréal-Nord;11;349;414,3;7802;9262,3;< 5;n.p.;321;381,1
Montréal-Ouest;< 5;< 5;n.p.;122;2415,8;0;;< 5;n.p.
Mont-Royal;0;32;* 157,8;927;4571,9;0;;92;453,7
Outremont;< 5;53;221,3;1064;4441,8;< 5;n.p.;21;* 87,7
Pierrefonds–Roxboro;11;201;290,1;3219;4645,2;0;;76;109,7
Plateau Mont-Royal;9;158;151,9;3703;3560,6;< 5;n.p.;168;161,5
Pointe-Claire;7;42;133,8;844;2689,6;0;;51;162,5
Rivière-des-Prairies–Pointe-aux-Trembles;17;351;328,8;7557;7079,6;5;n.p.;305;285,7
Rosemont–La Petite Patrie;9;209;149,7;5881;4213,1;0;;314;224,9
Sainte-Anne-de-Bellevue;0;6;n.p.;114;2299,3;0;;12;* 242
Saint-Laurent;16;459;464,4;6159;6232;6;n.p.;140;141,7
Saint-Léonard;5;379;484;6423;8202,5;< 5;n.p.;122;155,8
Senneville;0;< 5;n.p.;22;* 2388,7;0;;0;
Sud-Ouest;< 5;80;102,4;3155;4037,1;0;;203;259,8
Verdun;6;92;132,9;2549;3682;< 5;n.p.;192;277,3
Ville-Marie;9;115;129;3902;4375,9;< 5;n.p.;113;126,7
Villeray–Saint-Michel–Parc-Extension;22;440;305,9;8940;6214,7;< 5;n.p.;173;120,3
Westmount;< 5;11;* 54,2;606;2983,5;0;;55;270,8
Territoire à confirmer;< 5;33;;1683;;< 5;;24;
Total à Montréal;256;4937;239;106748;5167,8;44;2,1;4510;218,3
