Date,Regroupement,Croisement,Nom,cas_cum_lab_n,cas_cum_epi_n,cas_cum_tot_n,cas_cum_tot_t,cas_quo_lab_n,cas_quo_epi_n,cas_quo_tot_n,act_cum_tot_n,cas_quo_tot_m,ret_cum_tot_n,ret_quo_tot_n,dec_cum_tot_n,dec_cum_tot_t,dec_cum_chs_n,dec_cum_rpa_n,dec_cum_dom_n,dec_cum_aut_n,dec_quo_tot_n,dec_quo_chs_n,dec_quo_rpa_n,dec_quo_dom_n,dec_quo_aut_n,dec_quo_tot_m,hos_cum_reg_n,hos_cum_si_n,hos_cum_tot_n,hos_cum_tot_t,hos_quo_reg_n,hos_quo_si_n,hos_quo_tot_n,hos_quo_tot_m,psi_cum_tes_n,psi_cum_pos_n,psi_cum_inf_n,psi_quo_pos_n,psi_quo_inf_n,psi_quo_tes_n,psi_quo_pos_t
2020-03-18,Région,RSS00,Inconnu,0,0,0,         .  ,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,        0.14,45,0,45,0,14,14,0.00
2020-03-18,Région,RSS98,Hors Québec,0,0,0,         .  ,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,        0.00,24,1,23,0,3,3,0.00
2020-03-18,Région,RSS99,Ensemble du Québec,168,3,171,2.00,40,1,41,167,       72.14,3,0,3,0.04,1,1,1,0,2,1,0,1,0,        0.71,86,36,122,1.43,8,7,15,       14.43,6711,125,6586,21,1449,1470,1.43
2020-03-18,Groupe de région,REG01,Montréal et Laval,48,2,50,1.99,11,0,11,47,       32.29,3,0,1,0.04,1,0,0,0,1,1,0,0,0,        0.14,51,16,67,2.67,4,3,7,        7.71,1757,37,1720,10,462,472,2.13
2020-03-18,Groupe de région,REG02,Ceinture de Montréal,36,0,36,2.44,12,0,12,35,       13.43,0,0,2,0.14,0,1,1,0,1,0,0,1,0,        0.57,17,10,27,1.83,3,1,4,        3.00,1172,25,1147,2,202,204,0.98
2020-03-18,Groupe de région,REG03,Autres régions,84,1,85,1.87,17,1,18,85,       26.43,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,18,10,28,0.61,1,3,4,        3.57,3713,62,3651,9,768,777,1.16
2020-03-18,Groupe de région,REG00,Inconnu,0,0,0,         .  ,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,        0.14,45,0,45,0,14,14,0.00
2020-03-18,Groupe de région,REG98,Hors Québec,0,0,0,         .  ,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,        0.00,24,1,23,0,3,3,0.00
2020-03-18,Groupe d'âge,0_9,0-9 ans,10,0,10,1.12,3,0,3,10,        2.57,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,0.00,0,0,0,        0.00,712,8,704,2,173,175,1.14
2020-03-18,Groupe d'âge,10_19,10-19 ans,10,0,10,1.14,3,0,3,10,        3.43,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,0.00,0,0,0,        0.00,653,9,644,1,135,136,0.74
2020-03-18,Groupe d'âge,20_29,20-29 ans,18,0,18,1.70,3,0,3,18,        6.71,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,0.00,0,0,0,        0.14,655,12,643,2,136,138,1.46
2020-03-18,Groupe d'âge,30_39,30-39 ans,20,1,21,1.88,4,0,4,20,        8.86,1,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,1,0,1,0.09,0,0,0,        0.29,955,15,940,1,213,214,0.47
2020-03-18,Groupe d'âge,40_49,40-49 ans,32,0,32,2.91,9,0,9,31,       13.14,1,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,2,3,5,0.45,0,0,0,        0.43,1324,21,1303,3,308,311,0.96
2020-03-18,Groupe d'âge,50_59,50-59 ans,36,1,37,3.13,6,0,6,36,       16.86,1,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,3,8,11,0.93,1,2,3,        1.43,941,27,914,4,193,197,2.04
2020-03-18,Groupe d'âge,60_69,60-69 ans,19,1,20,1.74,4,1,5,20,       11.57,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,9,7,16,1.39,2,2,4,        3.00,555,10,545,3,122,125,2.42
2020-03-18,Groupe d'âge,70_79,70-79 ans,13,0,13,1.72,5,0,5,13,        5.43,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,19,9,28,3.72,0,1,1,        3.57,240,7,233,1,35,36,2.78
2020-03-18,Groupe d'âge,80_89,80-89 ans,10,0,10,3.05,3,0,3,9,        2.57,0,0,3,0.92,1,1,1,0,2,1,0,1,0,        0.71,36,8,44,13.43,2,2,4,        3.86,48,5,43,0,6,6,0.00
2020-03-18,Groupe d'âge,90_,90 ans et plus,0,0,0,0.00,0,0,0,0,        0.14,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,16,1,17,20.56,3,0,3,        1.71,13,0,13,0,3,3,0.00
2020-03-18,Groupe d'âge,INC,Inconnu,0,0,0,         .  ,0,0,0,0,        0.86,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,        0.00,615,11,604,4,125,129,3.10
2020-03-18,Groupe d'âge,TOT,Total,168,3,171,2.00,40,1,41,167,       72.14,3,0,3,0.04,1,1,1,0,2,1,0,1,0,        0.71,86,36,122,1.43,8,7,15,       14.43,6711,125,6586,21,1449,1470,1.43
2020-03-18,Sexe,MASC,Masculin,92,0,92,2.16,21,0,21,91,       38.71,1,0,1,0.02,0,1,0,0,0,0,0,0,0,        0.14,34,21,55,1.29,3,4,7,        6.86,2852,70,2782,12,648,660,1.82
2020-03-18,Sexe,FEM,Féminin,76,3,79,1.85,19,1,20,76,       33.43,2,0,2,0.05,1,0,1,0,2,1,0,1,0,        0.57,52,15,67,1.57,5,3,8,        7.57,3858,55,3803,9,800,809,1.12
2020-03-18,Sexe,INC,Inconnu,0,0,0,         .  ,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,        0.00,1,0,1,0,1,1,0.00
2020-03-18,Sexe,TOT,Total,168,3,171,2.00,40,1,41,167,       72.14,3,0,3,0.04,1,1,1,0,2,1,0,1,0,        0.71,86,36,122,1.43,8,7,15,       14.43,6711,125,6586,21,1449,1470,1.43
2020-03-19,Région,RSS01,Bas-Saint-Laurent,3,0,3,1.52,0,0,0,3,        0.43,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,0.00,0,0,0,        0.00,141,1,140,0,53,53,0.00
2020-03-19,Région,RSS02,Saguenay–Lac-Saint-Jean,1,0,1,0.36,1,0,1,1,        0.57,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,1,0,1,0.36,0,0,0,        0.00,252,1,251,1,78,79,1.27
2020-03-19,Région,RSS03,Capitale-Nationale,17,0,17,2.25,3,0,3,17,        8.29,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,2,0,2,0.26,0,0,0,        0.00,974,18,956,8,431,439,1.82
2020-03-19,Région,RSS04,Mauricie et Centre-du-Québec,5,0,5,0.96,1,0,1,5,        2.14,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,4,1,5,0.96,1,0,1,        0.86,501,5,496,2,116,118,1.69
2020-03-19,Région,RSS05,Estrie,51,0,51,10.34,21,0,21,51,       15.86,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,5,4,9,1.82,2,0,2,        1.86,1420,40,1380,13,609,622,2.09
2020-03-19,Région,RSS06,Montréal,78,3,81,3.92,35,1,36,76,       40.43,3,0,1,0.05,1,0,0,0,0,0,0,0,0,        0.14,47,17,64,3.10,4,2,6,        9.00,2179,64,2115,29,631,660,4.42
2020-03-19,Région,RSS07,Outaouais,3,1,4,1.00,0,0,0,4,        1.86,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,2,1,3,0.75,0,1,1,        0.29,420,3,417,2,59,61,3.28
2020-03-19,Région,RSS08,Abitibi-Témiscamingue,1,0,1,0.68,0,0,0,1,        0.29,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,0,1,1,0.68,0,0,0,        0.14,124,0,124,0,42,42,0.00
2020-03-19,Région,RSS09,Côte-Nord,0,0,0,0.00,0,0,0,0,        0.14,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,0.00,0,0,0,        0.00,76,0,76,0,42,42,0.00
2020-03-19,Région,RSS10,Nord-du-Québec,1,0,1,7.38,0,0,0,1,        0.00,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,           .,           .,           .,         .  ,           .,           .,           .,           .,8,1,7,1,7,8,12.50
2020-03-19,Région,RSS11,Gaspésie–Îles-de-la-Madeleine,1,0,1,1.11,0,0,0,1,        0.29,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,0.00,0,0,0,        0.00,79,0,79,0,38,38,0.00
2020-03-19,Région,RSS12,Chaudière-Appalaches,10,0,10,2.32,0,0,0,10,        3.43,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,0,1,1,0.23,0,1,1,        0.14,358,6,352,0,76,76,0.00
2020-03-19,Région,RSS13,Laval,10,0,10,2.26,5,0,5,10,        5.57,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,8,1,9,2.03,0,0,0,        1.29,294,6,288,4,90,94,4.30
2020-03-19,Région,RSS14,Lanaudière,19,0,19,3.65,2,0,2,18,        7.43,0,0,2,0.38,0,1,1,0,0,0,0,0,0,        0.57,9,6,15,2.88,2,0,2,        1.29,490,7,483,0,93,93,0.00
2020-03-19,Région,RSS15,Laurentides,13,0,13,2.07,0,0,0,13,        6.29,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,6,4,10,1.59,0,0,0,        0.57,639,10,629,1,172,173,0.58
2020-03-19,Région,RSS16,Montérégie,28,0,28,1.95,5,0,5,28,       11.43,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,12,5,17,1.19,1,1,2,        2.14,1684,28,1656,5,471,476,1.05
2020-03-19,Région,RSS17,Nunavik,0,0,0,0.00,0,0,0,0,        0.00,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,0.00,0,0,0,        0.00,8,0,8,0,2,2,0.00
2020-03-19,Région,RSS18,Terres-Cries-de-la-Baie-James,0,0,0,0.00,0,0,0,0,        0.00,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,0.00,0,0,0,        0.00,8,0,8,0,8,8,0.00
2020-03-19,Région,RSS00,Inconnu,0,0,0,         .  ,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,1,0,1,         .  ,1,0,1,        0.14,59,0,59,0,16,16,0.00
2020-03-19,Région,RSS98,Hors Québec,0,0,0,         .  ,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,        0.00,30,1,29,0,6,6,0.00
2020-03-19,Région,RSS99,Ensemble du Québec,241,4,245,2.87,73,1,74,239,      104.43,3,0,3,0.04,1,1,1,0,0,0,0,0,0,        0.71,97,41,138,1.62,11,5,16,       17.71,9744,191,9553,66,3040,3106,2.13
2020-03-19,Groupe de région,REG01,Montréal et Laval,88,3,91,3.63,40,1,41,86,       46.00,3,0,1,0.04,1,0,0,0,0,0,0,0,0,        0.14,55,18,73,2.91,4,2,6,       10.29,2473,70,2403,33,721,754,4.41
2020-03-19,Groupe de région,REG02,Ceinture de Montréal,40,0,40,2.71,4,0,4,39,       18.43,0,0,2,0.14,0,1,1,0,0,0,0,0,0,        0.57,20,10,30,2.04,3,0,3,        2.86,1547,26,1521,1,377,378,0.26
2020-03-19,Groupe de région,REG03,Autres régions,113,1,114,2.50,29,0,29,114,       40.00,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,21,13,34,0.75,3,3,6,        4.43,5635,94,5541,32,1920,1952,1.64
2020-03-19,Groupe de région,REG00,Inconnu,0,0,0,         .  ,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,1,0,1,         .  ,1,0,1,        0.14,59,0,59,0,16,16,0.00
2020-03-19,Groupe de région,REG98,Hors Québec,0,0,0,         .  ,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,        0.00,30,1,29,0,6,6,0.00
2020-03-19,Groupe d'âge,0_9,0-9 ans,13,0,13,1.45,3,0,3,13,        3.29,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,0.00,0,0,0,        0.00,1016,10,1006,2,305,307,0.65
2020-03-19,Groupe d'âge,10_19,10-19 ans,11,0,11,1.25,1,0,1,11,        5.00,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,0.00,0,0,0,        0.00,915,9,906,0,263,263,0.00
2020-03-19,Groupe d'âge,20_29,20-29 ans,24,0,24,2.27,6,0,6,24,        9.29,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,1,0,1,0.09,1,0,1,        0.43,933,15,918,3,284,287,1.05
2020-03-19,Groupe d'âge,30_39,30-39 ans,28,1,29,2.60,8,0,8,28,       13.57,1,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,1,0,1,0.09,0,0,0,        0.29,1418,21,1397,6,469,475,1.27
2020-03-19,Groupe d'âge,40_49,40-49 ans,44,1,45,4.09,12,1,13,44,       18.86,1,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,2,3,5,0.45,0,0,0,        0.71,1941,34,1907,13,614,627,2.07
2020-03-19,Groupe d'âge,50_59,50-59 ans,50,1,51,4.31,14,0,14,50,       22.71,1,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,3,10,13,1.10,0,2,2,        2.14,1361,42,1319,15,422,437,3.45
2020-03-19,Groupe d'âge,60_69,60-69 ans,33,1,34,2.96,14,0,14,34,       17.57,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,12,8,20,1.74,3,1,4,        3.86,828,27,801,17,265,282,6.09
2020-03-19,Groupe d'âge,70_79,70-79 ans,24,0,24,3.18,11,0,11,22,        8.71,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,19,11,30,3.98,0,2,2,        4.14,351,11,340,4,110,114,3.51
2020-03-19,Groupe d'âge,80_89,80-89 ans,14,0,14,4.27,4,0,4,13,        4.14,0,0,3,0.92,1,1,1,0,0,0,0,0,0,        0.71,41,8,49,14.95,5,0,5,        4.57,76,8,68,3,29,32,9.38
2020-03-19,Groupe d'âge,90_,90 ans et plus,0,0,0,0.00,0,0,0,0,        0.14,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,18,1,19,22.98,2,0,2,        1.57,17,0,17,0,6,6,0.00
2020-03-19,Groupe d'âge,INC,Inconnu,0,0,0,         .  ,0,0,0,0,        1.14,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,        0.00,888,14,874,3,273,276,1.09
2020-03-19,Groupe d'âge,TOT,Total,241,4,245,2.87,73,1,74,239,      104.43,3,0,3,0.04,1,1,1,0,0,0,0,0,0,        0.71,97,41,138,1.62,11,5,16,       17.71,9744,191,9553,66,3040,3106,2.13
2020-03-19,Sexe,MASC,Masculin,132,1,133,3.12,40,1,41,130,       55.29,1,0,1,0.02,0,1,0,0,0,0,0,0,0,        0.14,37,24,61,1.43,3,3,6,        9.00,4141,106,4035,36,1284,1320,2.73
2020-03-19,Sexe,FEM,Féminin,109,3,112,2.62,33,0,33,109,       49.14,2,0,2,0.05,1,0,1,0,0,0,0,0,0,        0.57,60,17,77,1.80,8,2,10,        8.71,5596,85,5511,30,1750,1780,1.69
2020-03-19,Sexe,INC,Inconnu,0,0,0,         .  ,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,        0.00,7,0,7,0,6,6,0.00
2020-03-19,Sexe,TOT,Total,241,4,245,2.87,73,1,74,239,      104.43,3,0,3,0.04,1,1,1,0,0,0,0,0,0,        0.71,97,41,138,1.62,11,5,16,       17.71,9744,191,9553,66,3040,3106,2.13
2020-03-20,Région,RSS01,Bas-Saint-Laurent,3,0,3,1.52,0,0,0,3,        0.43,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.14,0,0,0,0.00,0,0,0,        0.00,159,1,158,0,18,18,0.00
2020-03-20,Région,RSS02,Saguenay–Lac-Saint-Jean,2,0,2,0.72,1,0,1,2,        0.86,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,1,0,1,0.36,0,0,0,        0.00,282,2,280,1,32,33,3.03
2020-03-20,Région,RSS03,Capitale-Nationale,23,0,23,3.04,6,0,6,23,       12.29,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,2,0,2,0.26,0,0,0,        0.29,1247,26,1221,8,268,276,2.90
2020-03-20,Région,RSS04,Mauricie et Centre-du-Québec,7,0,7,1.34,2,0,2,7,        4.43,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,5,1,6,1.15,1,0,1,        1.14,734,5,729,0,238,238,0.00
2020-03-20,Région,RSS05,Estrie,65,0,65,13.18,14,0,14,64,       21.86,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,6,5,11,2.23,1,1,2,        2.29,1665,41,1624,1,246,247,0.40
2020-03-20,Région,RSS06,Montréal,119,11,130,6.29,41,8,49,125,       58.71,3,0,1,0.05,1,0,0,0,0,0,0,0,0,        0.43,56,22,78,3.78,9,5,14,       10.29,2867,97,2770,33,687,720,4.60
2020-03-20,Région,RSS07,Outaouais,7,1,8,1.99,4,0,4,8,        2.14,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,2,1,3,0.75,0,0,0,        0.29,510,5,505,2,90,92,2.20
2020-03-20,Région,RSS08,Abitibi-Témiscamingue,1,0,1,0.68,0,0,0,1,        0.43,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,0,1,1,0.68,0,0,0,        0.57,149,0,149,0,25,25,0.00
2020-03-20,Région,RSS09,Côte-Nord,0,0,0,0.00,0,0,0,0,        0.14,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,0.00,0,0,0,        0.00,99,0,99,0,23,23,0.00
2020-03-20,Région,RSS10,Nord-du-Québec,1,0,1,7.38,0,0,0,1,        0.00,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,           .,           .,           .,         .  ,           .,           .,           .,           .,9,1,8,0,1,1,0.00
2020-03-20,Région,RSS11,Gaspésie–Îles-de-la-Madeleine,2,0,2,2.22,1,0,1,2,        1.14,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,0.00,0,0,0,        0.00,111,3,108,3,29,32,9.38
2020-03-20,Région,RSS12,Chaudière-Appalaches,17,0,17,3.95,7,0,7,17,        4.71,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,0,1,1,0.23,0,0,0,        0.14,559,13,546,7,197,204,3.43
2020-03-20,Région,RSS13,Laval,16,0,16,3.61,6,0,6,16,        9.86,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,10,1,11,2.48,2,0,2,        1.86,538,11,527,5,243,248,2.02
2020-03-20,Région,RSS14,Lanaudière,29,0,29,5.58,10,0,10,27,       10.29,0,0,3,0.58,0,2,1,0,1,0,1,0,0,        0.57,10,6,16,3.08,1,0,1,        1.57,788,23,765,16,290,306,5.23
2020-03-20,Région,RSS15,Laurentides,29,0,29,4.63,16,0,16,29,        7.29,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,6,5,11,1.75,0,1,1,        0.71,904,18,886,8,260,268,2.99
2020-03-20,Région,RSS16,Montérégie,42,0,42,2.93,14,0,14,42,       16.86,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,12,7,19,1.33,0,2,2,        2.29,2498,46,2452,18,817,835,2.17
2020-03-20,Région,RSS17,Nunavik,0,0,0,0.00,0,0,0,0,        0.00,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,0.00,0,0,0,        0.00,9,0,9,0,1,1,0.00
2020-03-20,Région,RSS18,Terres-Cries-de-la-Baie-James,0,0,0,0.00,0,0,0,0,        0.00,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,0.00,0,0,0,        0.00,10,0,10,0,2,2,0.00
2020-03-20,Région,RSS00,Inconnu,0,0,0,         .  ,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,1,0,1,         .  ,0,0,0,        0.43,75,1,74,1,15,16,6.25
2020-03-20,Région,RSS98,Hors Québec,0,0,0,         .  ,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,        0.00,36,1,35,0,6,6,0.00
2020-03-20,Région,RSS99,Ensemble du Québec,363,12,375,4.39,122,8,130,367,      151.43,3,0,4,0.05,1,2,1,0,1,0,1,0,0,        1.14,111,50,161,1.89,14,9,23,       21.86,13249,294,12955,103,3488,3591,2.87
2020-03-20,Groupe de région,REG01,Montréal et Laval,135,11,146,5.82,47,8,55,141,       68.57,3,0,1,0.04,1,0,0,0,0,0,0,0,0,        0.43,66,23,89,3.55,11,5,16,       12.14,3405,108,3297,38,930,968,3.94
2020-03-20,Groupe de région,REG02,Ceinture de Montréal,72,0,72,4.89,32,0,32,70,       23.86,0,0,3,0.20,0,2,1,0,1,0,1,0,0,        0.57,21,12,33,2.24,1,2,3,        3.29,2299,56,2243,30,739,769,3.91
2020-03-20,Groupe de région,REG03,Autres régions,156,1,157,3.45,43,0,43,156,       59.00,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.14,23,15,38,0.83,2,2,4,        6.00,7434,128,7306,34,1798,1832,1.86
2020-03-20,Groupe de région,REG00,Inconnu,0,0,0,         .  ,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,1,0,1,         .  ,0,0,0,        0.43,75,1,74,1,15,16,6.25
2020-03-20,Groupe de région,REG98,Hors Québec,0,0,0,         .  ,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,        0.00,36,1,35,0,6,6,0.00
2020-03-20,Groupe d'âge,0_9,0-9 ans,19,0,19,2.13,6,0,6,19,        5.86,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,0.00,0,0,0,        0.00,1365,11,1354,1,354,355,0.28
2020-03-20,Groupe d'âge,10_19,10-19 ans,19,3,22,2.50,8,3,11,22,        7.43,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,0.00,0,0,0,        0.00,1169,15,1154,6,253,259,2.33
2020-03-20,Groupe d'âge,20_29,20-29 ans,31,1,32,3.03,7,1,8,32,       16.29,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,1,0,1,0.09,0,0,0,        0.57,1262,19,1243,4,331,335,1.20
2020-03-20,Groupe d'âge,30_39,30-39 ans,44,1,45,4.03,16,0,16,44,       21.43,1,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,1,0,1,0.09,0,0,0,        0.57,1965,36,1929,15,543,558,2.69
2020-03-20,Groupe d'âge,40_49,40-49 ans,68,1,69,6.27,24,0,24,68,       28.43,1,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,2,3,5,0.45,0,0,0,        1.00,2635,49,2586,15,691,706,2.13
2020-03-20,Groupe d'âge,50_59,50-59 ans,81,1,82,6.94,31,0,31,81,       28.86,1,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,4,11,15,1.27,1,1,2,        2.43,1879,70,1809,28,511,539,5.19
2020-03-20,Groupe d'âge,60_69,60-69 ans,53,1,54,4.71,20,0,20,53,       24.29,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,14,11,25,2.18,2,3,5,        5.00,1149,41,1108,14,314,328,4.28
2020-03-20,Groupe d'âge,70_79,70-79 ans,32,0,32,4.25,8,0,8,30,       12.57,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,23,13,36,4.78,4,2,6,        5.00,462,16,446,5,111,116,4.35
2020-03-20,Groupe d'âge,80_89,80-89 ans,15,0,15,4.58,1,0,1,13,        4.71,0,0,4,1.22,1,2,1,0,1,0,1,0,0,        1.14,46,10,56,17.09,5,2,7,        5.57,116,11,105,3,40,43,7.32
2020-03-20,Groupe d'âge,90_,90 ans et plus,1,0,1,1.21,1,0,1,1,        0.29,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,20,2,22,26.61,2,1,3,        1.71,27,2,25,2,11,13,15.38
2020-03-20,Groupe d'âge,INC,Inconnu,0,4,4,         .  ,0,4,4,4,        1.29,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,        0.00,1220,24,1196,10,329,339,2.95
2020-03-20,Groupe d'âge,TOT,Total,363,12,375,4.39,122,8,130,367,      151.43,3,0,4,0.05,1,2,1,0,1,0,1,0,0,        1.14,111,50,161,1.89,14,9,23,       21.86,13249,294,12955,103,3488,3591,2.87
2020-03-20,Sexe,MASC,Masculin,196,2,198,4.64,64,1,65,195,       78.86,1,0,1,0.02,0,1,0,0,0,0,0,0,0,        0.57,42,28,70,1.64,5,4,9,       11.43,5589,165,5424,59,1420,1479,4.00
2020-03-20,Sexe,FEM,Féminin,167,10,177,4.14,58,7,65,172,       72.57,2,0,3,0.07,1,1,1,0,1,0,1,0,0,        0.57,69,22,91,2.13,9,5,14,       10.43,7649,129,7520,44,2064,2108,2.09
2020-03-20,Sexe,INC,Inconnu,0,0,0,         .  ,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,        0.00,11,0,11,0,4,4,0.00
2020-03-20,Sexe,TOT,Total,363,12,375,4.39,122,8,130,367,      151.43,3,0,4,0.05,1,2,1,0,1,0,1,0,0,        1.14,111,50,161,1.89,14,9,23,       21.86,13249,294,12955,103,3488,3591,2.87
2020-03-21,Région,RSS01,Bas-Saint-Laurent,3,0,3,1.52,0,0,0,3,        0.71,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.14,0,0,0,0.00,0,0,0,        0.00,205,1,204,0,46,46,0.00
2020-03-21,Région,RSS02,Saguenay–Lac-Saint-Jean,2,0,2,0.72,0,0,0,2,        1.43,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,1,0,1,0.36,0,0,0,        0.00,364,2,362,0,82,82,0.00
2020-03-21,Région,RSS03,Capitale-Nationale,39,0,39,5.16,16,0,16,37,       14.29,1,1,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,2,0,2,0.26,0,0,0,        0.57,1776,39,1737,13,527,540,2.41
2020-03-21,Région,RSS04,Mauricie et Centre-du-Québec,11,0,11,2.11,4,0,4,11,        5.29,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,5,3,8,1.53,0,2,2,        1.29,941,12,929,7,204,211,3.32
2020-03-21,Région,RSS05,Estrie,74,0,74,15.01,9,0,9,73,       21.57,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.14,6,7,13,2.64,0,2,2,        2.57,1828,47,1781,6,157,163,3.68
