Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;< 5;113;84,2;11875;8845,8;0;;491;365,7
Anjou;6;49;114,5;3974;9285,9;0;;79;184,6
Baie D'urfé;0;< 5;n.p.;111;2903,5;0;;< 5;n.p.
Beaconsfield;< 5;7;n.p.;596;3084,2;0;;21;* 108,7
Côte-des-Neiges–Notre-Dame-de-Grâce;18;212;127,3;13223;7940,8;0;;372;223,4
Côte-Saint-Luc;5;47;144,8;3202;9868,1;0;;120;369,8
Dollard-des-Ormeaux;< 5;30;* 61,4;3226;6597,3;0;;125;255,6
Dorval;< 5;6;n.p.;905;4768,2;< 5;n.p.;69;363,5
Hampstead;< 5;11;* 157,8;492;7055,8;0;;6;n.p.
Kirkland;< 5;11;* 54,6;877;4352,1;< 5;n.p.;36;* 178,7
Lachine;< 5;31;* 69,7;3285;7383,8;< 5;n.p.;171;384,4
LaSalle;< 5;43;56;6314;8215,7;< 5;n.p.;246;320,1
L'Île-Bizard–Sainte-Geneviève;0;< 5;n.p.;1157;6283,6;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;12;122;89,7;9987;7342,1;< 5;n.p.;451;331,6
Montréal Est;< 5;8;n.p.;319;8285,7;0;;9;* 233,8
Montréal-Nord;< 5;59;70;10221;12134,1;< 5;n.p.;337;400,1
Montréal-Ouest;0;0;;236;4673,3;0;;< 5;n.p.
Mont-Royal;5;29;* 143;1236;6095,9;< 5;n.p.;94;463,6
Outremont;5;23;* 96;1408;5877,9;0;;29;* 121,1
Pierrefonds–Roxboro;9;68;98,1;4818;6952,7;0;;88;127
Plateau Mont-Royal;11;75;72,1;5358;5151,9;0;;172;165,4
Pointe-Claire;0;6;n.p.;1189;3789;0;;55;175,3
Rivière-des-Prairies–Pointe-aux-Trembles;22;166;155,5;10394;9737,4;< 5;n.p.;323;302,6
Rosemont–La Petite Patrie;11;106;75,9;8038;5758,3;< 5;n.p.;326;233,5
Sainte-Anne-de-Bellevue;0;< 5;n.p.;186;3751,5;0;;13;* 262,2
Saint-Laurent;< 5;118;119,4;9351;9461,9;0;;159;160,9
Saint-Léonard;21;150;191,6;8923;11395,2;0;;148;189
Senneville;0;< 5;n.p.;34;* 3691,6;0;;0;
Sud-Ouest;< 5;67;85,7;4618;5909,1;< 5;n.p.;208;266,2
Verdun;5;118;170,4;3582;5174,1;0;;200;288,9
Ville-Marie;8;103;115,5;5677;6366,5;< 5;n.p.;129;144,7
Villeray–Saint-Michel–Parc-Extension;5;108;75,1;12553;8726,3;< 5;n.p.;206;143,2
Westmount;< 5;14;* 68,9;858;4224,1;0;;57;280,6
Territoire à confirmer;< 5;52;;2155;;0;;25;
Total à Montréal;179;1959;94,8;150378;7279,9;13;*0,6;4847;234,6
