Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;22;269;200,4;9815;7311,3;< 5;n.p.;476;354,6
Anjou;6;88;205,6;3353;7834,8;0;;74;172,9
Baie D'urfé;0;< 5;n.p.;84;2197,2;0;;< 5;n.p.
Beaconsfield;< 5;21;* 108,7;435;2251,1;0;;19;* 98,3
Côte-des-Neiges–Notre-Dame-de-Grâce;16;362;217,4;11279;6773,4;6;n.p.;360;216,2
Côte-Saint-Luc;7;66;203,4;2653;8176,2;0;;112;345,2
Dollard-des-Ormeaux;6;119;243,4;2607;5331,4;0;;120;245,4
Dorval;-1;28;* 147,5;774;4078;0;;67;353
Hampstead;< 5;12;* 172,1;375;5377,9;0;;5;n.p.
Kirkland;5;32;* 158,8;680;3374,5;0;;33;* 163,8
Lachine;< 5;70;157,3;2838;6379,1;< 5;n.p.;170;382,1
LaSalle;23;266;346,1;5238;6815,6;0;;238;309,7
L'Île-Bizard–Sainte-Geneviève;< 5;44;239;1018;5528,7;0;;74;401,9
Mercier–Hochelaga-Maisonneuve;10;263;193,3;8348;6137,2;< 5;n.p.;443;325,7
Montréal Est;0;6;n.p.;262;6805,2;0;;9;* 233,8
Montréal-Nord;18;176;208,9;8595;10203,7;< 5;n.p.;328;389,4
Montréal-Ouest;0;< 5;n.p.;166;3287,1;0;;< 5;n.p.
Mont-Royal;< 5;34;* 167,7;1089;5370,9;< 5;n.p.;93;458,7
Outremont;7;40;167;1222;5101,4;< 5;n.p.;24;* 100,2
Pierrefonds–Roxboro;12;186;268,4;3943;5690;< 5;n.p.;83;119,8
Plateau Mont-Royal;21;208;200;4371;4202,9;< 5;n.p.;172;165,4
Pointe-Claire;< 5;35;* 111,5;1004;3199,5;0;;53;168,9
Rivière-des-Prairies–Pointe-aux-Trembles;9;207;193,9;8593;8050,2;< 5;n.p.;313;293,2
Rosemont–La Petite Patrie;17;213;152,6;6740;4828,4;< 5;n.p.;322;230,7
Sainte-Anne-de-Bellevue;0;< 5;n.p.;132;2662,4;0;;12;* 242
Saint-Laurent;41;410;414,9;7720;7811,6;0;;151;152,8
Saint-Léonard;7;239;305,2;7424;9480,9;< 5;n.p.;134;171,1
Senneville;0;0;;22;* 2388,7;0;;0;
Sud-Ouest;7;120;153,5;3608;4616,7;0;;204;261
Verdun;5;62;89,6;3018;4359,4;0;;192;277,3
Ville-Marie;9;139;155,9;4457;4998,3;< 5;n.p.;117;131,2
Villeray–Saint-Michel–Parc-Extension;28;315;219;10334;7183,7;< 5;n.p.;191;132,8
Westmount;0;15;* 73,8;691;3401,9;0;;58;285,5
Territoire à confirmer;< 5;46;;1838;;0;;26;
Total à Montréal;294;4101;198,5;124726;6038,1;28;*1,4;4679;226,5
