"Date";"Doses du vaccin COVID-19 reçues (cumulatif)";"Doses du vaccin COVID-19 administrées (cumulatif)"
2022-05-04;23082195;19580439
2022-05-03;23082195;19559126
2022-05-02;23082195;19540261
2022-05-01;23082195;19526964
2022-04-30;23082195;19519002
2022-04-29;23082195;19495973
2022-04-28;23082195;19465379
