Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;66;1085;808,2;6404;4770,4;8;n.p.;395;294,2
Anjou;13;348;813,2;2061;4815,9;< 5;n.p.;58;135,5
Baie D'urfé;0;5;n.p.;61;1595,6;0;;< 5;n.p.
Beaconsfield;0;35;* 181,1;275;1423,1;< 5;n.p.;11;* 56,9
Côte-des-Neiges–Notre-Dame-de-Grâce;62;1121;673,2;7191;4318,4;10;*6;318;191
Côte-Saint-Luc;20;211;650,3;1753;5402,5;< 5;n.p.;97;298,9
Dollard-des-Ormeaux;9;264;539,9;1616;3304,8;< 5;n.p.;103;210,6
Dorval;0;41;216;516;2718,7;0;;65;342,5
Hampstead;< 5;50;717,1;246;3527,9;0;;< 5;n.p.
Kirkland;-3;74;367,2;445;2208,3;0;;30;* 148,9
Lachine;5;229;514,7;1953;4389,8;< 5;n.p.;153;343,9
LaSalle;18;544;707,8;3506;4562;8;n.p.;200;260,2
L'Île-Bizard–Sainte-Geneviève;0;119;646,3;665;3611,6;7;n.p.;64;347,6
Mercier–Hochelaga-Maisonneuve;30;822;604,3;5610;4124,3;8;n.p.;400;294,1
Montréal Est;7;36;* 935,1;167;4337,7;0;;5;n.p.
Montréal-Nord;46;853;1012,7;6112;7256;13;*15,4;281;333,6
Montréal-Ouest;< 5;27;* 534,7;101;2000;0;;< 5;n.p.
Mont-Royal;< 5;84;414,3;772;3807,5;0;;91;448,8
Outremont;< 5;105;438,3;902;3765,6;< 5;n.p.;17;* 71
Pierrefonds–Roxboro;14;412;594,5;2432;3509,5;< 5;n.p.;69;99,6
Plateau Mont-Royal;30;426;409,6;2930;2817,3;< 5;n.p.;140;134,6
Pointe-Claire;< 5;92;293,2;702;2237,1;6;n.p.;45;143,4
Rivière-des-Prairies–Pointe-aux-Trembles;56;876;820,7;5708;5347,4;11;*10,3;275;257,6
Rosemont–La Petite Patrie;30;696;498,6;4776;3421,4;6;n.p.;279;199,9
Sainte-Anne-de-Bellevue;0;13;* 262,2;92;1855,6;< 5;n.p.;12;* 242
Saint-Laurent;32;730;738,7;4412;4464,3;< 5;n.p.;117;118,4
Saint-Léonard;39;888;1134;4593;5865,5;13;*16,6;79;100,9
Senneville;0;< 5;n.p.;20;* 2171,6;0;;0;
Sud-Ouest;14;344;440,2;2610;3339,7;< 5;n.p.;191;244,4
Verdun;11;245;353,9;2065;2982,9;< 5;n.p.;178;257,1
Ville-Marie;28;474;531,6;3094;3469,8;< 5;n.p.;98;109,9
Villeray–Saint-Michel–Parc-Extension;51;1073;745,9;6795;4723,6;< 5;n.p.;141;98
Westmount;< 5;54;265,9;499;2456,7;0;;52;256
Territoire à confirmer;< 5;263;;1399;;< 5;;21;
Total à Montréal;597;12640;611,9;82483;3993,1;127;6,1;3992;193,3
