Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,      3794,      2364,       62.3,       756,       19.9,       674,       17.8,        53,n.d.,n.d.,n.d.,n.d.,        45,       84.9
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,     10728,      5565,       51.9,      2417,       22.5,      2746,       25.6,       269,        13,        4.8,        21,        7.8,       235,       87.4
Région,RSS03,03 - Capitale-Nationale,     30862,     17841,       57.8,      6093,       19.7,      6928,       22.4,      1105,        32,        2.9,       100,        9.0,       973,       88.1
Région,RSS04,04 - Mauricie et Centre-du-Québec,     14558,      8331,       57.2,      2865,       19.7,      3362,       23.1,       522,        16,        3.1,        29,        5.6,       477,       91.4
Région,RSS05,05 - Estrie,     14030,      8234,       58.7,      2753,       19.6,      3043,       21.7,       345,        11,        3.2,        30,        8.7,       304,       88.1
Région,RSS06,06 - Montréal,    114642,     66207,       57.8,     21094,       18.4,     27341,       23.8,      4669,       149,        3.2,       272,        5.8,      4248,       91.0
Région,RSS07,07 - Outaouais,     10961,      6956,       63.5,      1880,       17.2,      2125,       19.4,       211,         6,        2.8,        19,        9.0,       186,       88.2
Région,RSS08,08 - Abitibi-Témiscamingue,      1095,       652,       59.5,       252,       23.0,       191,       17.4,         9,n.d.,n.d.,n.d.,n.d.,         6,       66.7
Région,RSS09,09 - Côte-Nord,       545,       359,       65.9,       102,       18.7,        84,       15.4,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,10 - Nord-du-Québec,       107,        62,       57.9,        19,       17.8,        26,       24.3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      1987,      1032,       51.9,       407,       20.5,       548,       27.6,        46,n.d.,n.d.,n.d.,n.d.,        41,       89.1
Région,RSS12,12 - Chaudière-Appalaches,     18708,     11370,       60.8,      3655,       19.5,      3683,       19.7,       367,        10,        2.7,        36,        9.8,       321,       87.5
Région,RSS13,13 - Laval,     29669,     18124,       61.1,      5966,       20.1,      5579,       18.8,       902,        16,        1.8,        63,        7.0,       823,       91.2
Région,RSS14,14 - Lanaudière,     23105,     13818,       59.8,      4768,       20.6,      4519,       19.6,       513,        21,        4.1,        31,        6.0,       461,       89.9
Région,RSS15,15 - Laurentides,     20094,     12065,       60.0,      3985,       19.8,      4044,       20.1,       506,        26,        5.1,        37,        7.3,       443,       87.5
Région,RSS16,16 - Montérégie,     48266,     27808,       57.6,      9665,       20.0,     10793,       22.4,      1544,        51,        3.3,       105,        6.8,      1388,       89.9
Région,RSS17,17 - Nunavik,        42,        21,       50.0,         6,       14.3,        15,       35.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,       103,        59,       57.3,        15,       14.6,        29,       28.2,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    343332,    200895,       58.5,     66704,       19.4,     75733,       22.1,     11067,       357,        3.2,       756,        6.8,      9954,       89.9
Groupe d'âge,0_9,Moins de 10 ans,     28500,     24268,       85.2,      3455,       12.1,       777,        2.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     43275,     35801,       82.7,      6248,       14.4,      1226,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,     48568,     39161,       80.6,      7069,       14.6,      2338,        4.8,         7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,30_39,30-39 ans,     46772,     32648,       69.8,      9840,       21.0,      4284,        9.2,        18,n.d.,n.d.,n.d.,n.d.,        13,       72.2
Groupe d'âge,40_49,40-49 ans,     51837,     32506,       62.7,     12409,       23.9,      6922,       13.4,        47,        13,       27.7,        11,       23.4,        23,       48.9
Groupe d'âge,50_59,50-59 ans,     46930,     23488,       50.0,     13376,       28.5,     10066,       21.4,       202,        35,       17.3,        31,       15.3,       136,       67.3
Groupe d'âge,60_69,60-69 ans,     28926,      9688,       33.5,      8140,       28.1,     11098,       38.4,       705,        64,        9.1,        84,       11.9,       557,       79.0
Groupe d'âge,70_79,70-79 ans,     18295,      2290,       12.5,      3502,       19.1,     12503,       68.3,      2157,        78,        3.6,       197,        9.1,      1882,       87.3
Groupe d'âge,80_89,80-89 ans,     19020,       764,        4.0,      1899,       10.0,     16357,       86.0,      4337,        82,        1.9,       261,        6.0,      3994,       92.1
Groupe d'âge,90_,90 ans et plus,     11209,       281,        2.5,       766,        6.8,     10162,       90.7,      3592,        77,        2.1,       169,        4.7,      3346,       93.2
