group,1d,2d,3d,pop 2021
0-4,250,56,7,428991
5-11,425822,296885,187,650347
12-17,528680,500200,49623,529446
18-29,1108567,1046760,392929,1216440
30-39,1016587,974281,463069,1118629
40-49,1024535,997957,599117,1115327
50-59,1078403,1051219,752990,1155183
60-69,1114189,1102047,955842,1168854
70-79,753032,751704,697667,783129
80 plus,400197,399986,372957,425520
Total 5+,7450012,7121039,4284381,8162875
Total,7450262,7121095,4284388,8591866
