Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;7;198;147,5;10925;8138,1;0;;480;357,6
Anjou;6;46;107,5;3641;8507,8;0;;78;182,3
Baie D'urfé;0;0;;95;2485;0;;< 5;n.p.
Beaconsfield;< 5;18;* 93,1;516;2670,3;0;;21;* 108,7
Côte-des-Neiges–Notre-Dame-de-Grâce;8;180;108,1;12281;7375,1;0;;369;221,6
Côte-Saint-Luc;< 5;36;* 110,9;2888;8900,4;0;;119;366,7
Dollard-des-Ormeaux;< 5;39;79,8;2909;5949;0;;125;255,6
Dorval;0;10;* 52,7;844;4446,8;0;;68;358,3
Hampstead;< 5;13;* 186,4;419;6008,9;0;;6;n.p.
Kirkland;0;8;n.p.;791;3925,4;0;;33;* 163,8
Lachine;< 5;36;* 80,9;3015;6777;0;;170;382,1
LaSalle;< 5;96;124,9;5862;7627,5;0;;242;314,9
L'Île-Bizard–Sainte-Geneviève;< 5;18;* 97,8;1106;6006,6;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;7;149;109,5;9121;6705,4;0;;446;327,9
Montréal Est;0;< 5;n.p.;289;7506,5;0;;9;* 233,8
Montréal-Nord;12;138;163,8;9419;11181,9;0;;336;398,9
Montréal-Ouest;0;< 5;n.p.;196;3881,2;0;;< 5;n.p.
Mont-Royal;-1;20;* 98,6;1152;5681,6;0;;93;458,7
Outremont;< 5;13;* 54,3;1299;5422,9;0;;29;* 121,1
Pierrefonds–Roxboro;6;74;106,8;4407;6359,6;0;;84;121,2
Plateau Mont-Royal;13;102;98,1;4973;4781,7;0;;172;165,4
Pointe-Claire;0;17;* 54,2;1112;3543,7;0;;54;172,1
Rivière-des-Prairies–Pointe-aux-Trembles;14;188;176,1;9314;8725,6;0;;314;294,2
Rosemont–La Petite Patrie;7;124;88,8;7337;5256,1;0;;324;232,1
Sainte-Anne-de-Bellevue;< 5;9;n.p.;155;3126,3;0;;12;* 242
Saint-Laurent;6;133;134,6;8649;8751,6;0;;155;156,8
Saint-Léonard;14;162;206,9;8054;10285,4;0;;144;183,9
Senneville;0;< 5;n.p.;24;* 2605,9;0;;0;
Sud-Ouest;< 5;123;157,4;4183;5352,5;0;;206;263,6
Verdun;< 5;51;73,7;3295;4759,6;0;;198;286
Ville-Marie;-3;140;157;5173;5801,3;0;;125;140,2
Villeray–Saint-Michel–Parc-Extension;9;208;144,6;11639;8090,9;0;;198;137,6
Westmount;< 5;21;* 103,4;772;3800,7;0;;58;285,5
Territoire à confirmer;-3;62;;2011;;0;;25;
Total à Montréal;132;2441;118,2;137866;6674,2;0;;4775;231,2
