group,1d,2d,3d,pop 2021
0-4,238,53,5,341718
5-11,368816,3405,4,737620
12-17,519855,475015,1752,529446
18-29,1082581,1013006,53956,1216440
30-39,994965,945393,72513,1118629
40-49,1010709,978149,100482,1115327
50-59,1067672,1036071,165698,1155183
60-69,1106552,1092111,316500,1168854
70-79,749548,747555,406071,783129
80 plus,398737,397810,257337,425520
Total 5+,7299435,6688515,1374313,8250148
Total,7299673,6688568,1374318,8591866
