Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;52;318;236,9;3776;2812,8;< 5;n.p.;374;278,6
Anjou;-2;93;217,3;1164;2719,9;0;;49;114,5
Baie D'urfé;0;< 5;n.p.;43;1124,8;0;;< 5;n.p.
Beaconsfield;0;7;n.p.;131;677,9;0;;8;n.p.
Côte-des-Neiges–Notre-Dame-de-Grâce;24;343;206;4190;2516,2;< 5;n.p.;282;169,3
Côte-Saint-Luc;8;129;397,6;1168;3599,6;6;n.p.;70;215,7
Dollard-des-Ormeaux;-1;76;155,4;876;1791,4;< 5;n.p.;96;196,3
Dorval;< 5;10;* 52,7;332;1749,2;0;;61;321,4
Hampstead;< 5;29;* 415,9;151;2165,5;0;;< 5;n.p.
Kirkland;0;27;* 134;248;1230,7;0;;26;* 129
Lachine;10;135;303,4;1120;2517,5;< 5;n.p.;109;245
LaSalle;17;265;344,8;2168;2821;< 5;n.p.;185;240,7
L'Île-Bizard–Sainte-Geneviève;< 5;12;* 65,2;301;1634,7;< 5;n.p.;51;277
Mercier–Hochelaga-Maisonneuve;< 5;224;164,7;3695;2716,4;< 5;n.p.;388;285,2
Montréal Est;-1;8;n.p.;79;2051,9;0;;< 5;n.p.
Montréal-Nord;17;222;263,6;3859;4581,3;0;;254;301,5
Montréal-Ouest;-1;10;* 198;59;1168,3;0;;< 5;n.p.
Mont-Royal;0;53;261,4;540;2663,2;0;;90;443,9
Outremont;< 5;31;* 129,4;613;2559,1;< 5;n.p.;13;* 54,3
Pierrefonds–Roxboro;0;103;148,6;1103;1591,7;0;;41;59,2
Plateau Mont-Royal;10;119;114,4;1859;1787,5;0;;132;126,9
Pointe-Claire;9;21;* 66,9;336;1070,7;0;;33;* 105,2
Rivière-des-Prairies–Pointe-aux-Trembles;< 5;258;241,7;3364;3151,5;< 5;n.p.;257;240,8
Rosemont–La Petite Patrie;21;240;171,9;2973;2129,8;< 5;n.p.;248;177,7
Sainte-Anne-de-Bellevue;< 5;< 5;n.p.;31;* 625,3;0;;< 5;n.p.
Saint-Laurent;14;274;277,2;2374;2402,2;< 5;n.p.;108;109,3
Saint-Léonard;11;199;254,1;2141;2734,2;< 5;n.p.;54;69
Senneville;0;0;;8;n.p.;0;;0;
Sud-Ouest;5;136;174;1704;2180,4;0;;182;232,9
Verdun;9;77;111,2;1448;2091,6;< 5;n.p.;171;247
Ville-Marie;< 5;107;120;2001;2244;< 5;n.p.;87;97,6
Villeray–Saint-Michel–Parc-Extension;9;327;227,3;4039;2807,7;< 5;n.p.;137;95,2
Westmount;0;28;* 137,8;312;1536;< 5;n.p.;40;196,9
Territoire à confirmer;-15;75;;1042;;< 5;;40;
Total à Montréal;219;3961;191,8;49248;2384,1;37;1,8;3600;174,3
