group,1d,2d,3d,pop 2021
0-4,23458,7089,16,428991
5-11,438932,334815,15715,650347
12-17,532445,509655,110495,529446
18-29,1116464,1057812,445965,1216440
30-39,1024252,984497,513603,1118629
40-49,1029591,1005396,651549,1115327
50-59,1082048,1056688,800930,1155183
60-69,1118002,1106171,999731,1168854
70-79,755432,754109,724952,783129
80 plus,401214,401669,391186,425520
Total 5+,7498380,7210812,4654126,8162875
Total,7521838,7217901,4654142,8591866
