group,1d,2d,3d,pop 2021
0-4,264,58,8,428991
5-11,419359,242613,137,650347
12-17,527706,494194,5251,529446
18-29,1106765,1039693,355273,1216440
30-39,1015340,968016,427668,1118629
40-49,1023972,993643,560748,1115327
50-59,1077933,1047580,713224,1155183
60-69,1113770,1099384,925299,1168854
70-79,752832,750384,685874,783129
80 plus,400282,399327,366607,425520
Total 5+,7437959,7034834,4040081,8162875
Total,7438223,7034892,4040089,8591866
