date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,new_doses_3d,total_doses_1d,total_doses_2d,total_doses_3d,new_doses,total_doses,perc_1d,perc_2d,cvac_cum_tot_ade_p,per_quo_1_n,per_quo_2_n,per_cum_1_n,per_cum_2_n,vac_quo_tot_m
2020-12-14,Région,RSS06,06 - Montréal,143,0,0,143,0,0,143,143,0.0064938518,0.0,0.0023009711,127.0,0.0,127.0,0.0,
2020-12-15,Région,RSS06,06 - Montréal,378,0,0,521,0,0,378,521,0.0256174784,0.0,0.0056245961,374.0,0.0,501.0,0.0,
2020-12-16,Région,RSS06,06 - Montréal,311,0,0,832,0,0,311,832,0.0419799396,0.0,0.0070563114,320.0,0.0,821.0,0.0,
2020-12-17,Région,RSS06,06 - Montréal,297,0,0,1129,0,0,297,1129,0.0577288086,0.0,0.0079255672,308.0,0.0,1129.0,0.0,
2020-12-18,Région,RSS06,06 - Montréal,143,0,0,1272,0,0,143,1272,0.0662168353,0.0,0.0090504864,166.0,0.0,1295.0,0.0,
2020-12-19,Région,RSS06,06 - Montréal,83,0,0,1355,0,0,83,1355,0.0709721756,0.0,0.0097663441,93.0,0.0,1388.0,0.0,
2020-12-20,Région,RSS06,06 - Montréal,80,0,0,1435,0,0,80,1435,0.0755741179,0.0,0.0103799364,90.0,0.0,1478.0,0.0,
2020-12-21,Région,RSS06,06 - Montréal,322,0,0,1757,0,0,322,1757,0.0926524368,0.0,0.013754694,334.0,0.0,1812.0,0.0,
2020-12-22,Région,RSS06,06 - Montréal,578,0,0,2335,0,0,578,2335,0.1204174882,0.0,0.0219870573,543.0,0.0,2355.0,0.0,
2020-12-23,Région,RSS06,06 - Montréal,478,0,0,2813,0,0,478,2813,0.1450634454,0.0,0.0247993553,482.0,0.0,2837.0,0.0,
2020-12-24,Région,RSS06,06 - Montréal,189,0,0,3002,0,0,189,3002,0.1552899837,0.0,0.0262310707,200.0,0.0,3037.0,0.0,
2020-12-25,Région,RSS06,06 - Montréal,0,0,0,3002,0,0,0,3002,0.155903576,0.0,0.0262310707,12.0,0.0,3049.0,0.0,
2020-12-26,Région,RSS06,06 - Montréal,218,0,0,3220,0,0,218,3220,0.1679197585,0.0,0.028327511,235.0,0.0,3284.0,0.0,
2020-12-27,Région,RSS06,06 - Montréal,198,0,0,3418,0,0,198,3418,0.1791178179,0.0,0.0294012975,219.0,0.0,3503.0,0.0,
2020-12-28,Région,RSS06,06 - Montréal,587,0,0,4005,0,0,587,4005,0.2118938731,0.0,0.0342589032,641.0,0.0,4144.0,0.0,
2020-12-29,Région,RSS06,06 - Montréal,555,0,0,4560,0,0,555,4560,0.243391611,0.0,0.0376336609,616.0,0.0,4760.0,0.0,
