Regroupement,Croisement,Nom,Cumul,nbPrelPos,nombreSequencageA,nombreSequencageB,nombreSequencageG,NbrConfirmeDelta,NbrPresomptifDelta,Delta_Total,NbrAutres,NbrAutre2,Total_VOC,nbrNonVOC,nbrCribETSeq,nbrCrib,nbrSeq,nbrCribOUSeq,nbrDeltaPresomptif,nbrOmicronPresomptifP681R,nbrOmicronPresomptif,nbrOmicronTotalCrib,nbrOmicronSanger,nbrOmicronSeq,nbrOmicronTotalSeq,Omicron_Total
Région,RSS01,01 - Bas-Saint-Laurent,Total,9177,994,0,0,26,98,125,8059,7589,1118,470,206,1675,222,1588,1,0,18,18,0,0,0,18
Région,RSS02,02 - Saguenay-Lac-Saint-Jean,Total,11101,997,0,0,68,177,245,9859,9100,1242,759,212,1984,217,2001,0,0,16,16,0,0,0,16
Région,RSS03,03 - Capitale-Nationale,Total,38627,6280,5,11,512,714,1278,31105,28217,7522,2888,1151,9966,1097,10410,52,109,211,320,0,0,0,320
Région,RSS04,04 - Mauricie et Centre-du-Québec,Total,28250,1652,1,2,258,822,1081,25515,24968,2735,547,419,4286,377,3282,1,9,343,352,0,0,0,352
Région,RSS05,05 - Estrie,Total,25314,2033,0,11,481,811,1293,21978,21008,3336,970,622,3981,528,4306,1,4,27,31,0,0,0,31
Région,RSS06,06 - Montréal,Total,170968,13821,126,285,4137,6571,11227,146028,133890,24940,12138,6890,30222,7107,37078,519,2248,816,3064,22,0,22,3086
Région,RSS07,07 - Outaouais,Total,24215,3839,17,33,182,1053,1235,19091,18802,5124,289,238,4822,792,5413,0,7,34,41,2,0,2,43
Région,RSS08,08 - Abitibi-Témiscamingue,Total,3915,103,187,0,29,40,71,3556,3452,359,104,29,256,244,463,2,0,5,5,0,0,0,5
Région,RSS09,09 - Côte-Nord,Total,2410,163,0,0,11,54,65,2182,2141,228,41,22,279,33,269,0,0,6,6,0,0,0,6
Région,RSS10,10 - Nord-du-Québec,Total,427,22,1,0,5,11,17,388,369,39,19,13,50,5,58,1,1,0,1,0,0,0,1
Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,Total,2486,185,0,0,33,56,90,2212,2163,274,49,38,346,37,323,1,1,2,3,0,0,0,3
Région,RSS12,12 - Chaudière-Appalaches,Total,34519,3452,1,10,507,1547,2060,29002,28316,5517,686,874,8257,1125,6203,6,13,79,92,0,0,0,92
Région,RSS13,13 - Laval,Total,40709,3280,13,23,607,2926,3567,33860,32495,6849,1365,809,7239,969,8214,34,136,41,177,1,0,1,178
Région,RSS14,14 - Lanaudière,Total,37972,1819,38,11,369,1874,2348,33861,32038,4111,1823,734,5263,782,5934,105,117,76,193,1,0,1,194
Région,RSS15,15 - Laurentides,Total,46032,2558,33,59,450,2626,3275,40306,37503,5726,2803,1114,7484,1136,8529,199,460,213,673,1,0,1,674
Région,RSS16,16 - Montérégie,Total,79233,4291,26,155,1841,2552,4474,70368,67016,8865,3352,2485,10682,1937,12217,81,385,443,828,10,0,10,838
Région,RSS00,Inconnu,Total,2716,51,1,0,144,63,209,2457,2313,259,144,31,260,186,403,2,5,27,32,1,0,1,33
Région,RSS98,Hors-Québec,Total,2608,125,11,10,201,112,314,2149,2046,459,103,208,321,274,562,1,16,14,30,4,0,4,34
Région,RSS99,Ensemble du Québec,Total,560679,45665,460,610,9861,22107,32974,481976,453426,78703,28550,16095,97373,17068,107253,1006,3511,2371,5882,42,0,42,5924

