Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;204;2964;2207,9;17823;13276,5;7;n.p.;500;372,5
Anjou;59;1158;2705,9;6265;14639,2;0;;80;186,9
Baie D'urfé;< 5;82;2144,9;249;6513,2;0;;< 5;n.p.
Beaconsfield;12;336;1738,8;1293;6691,2;< 5;n.p.;23;* 119
Côte-des-Neiges–Notre-Dame-de-Grâce;176;4455;2675,4;21392;12846,5;< 5;n.p.;377;226,4
Côte-Saint-Luc;40;769;2369,9;4682;14429,2;< 5;n.p.;121;372,9
Dollard-des-Ormeaux;42;1229;2513,3;5320;10879,6;< 5;n.p.;127;259,7
Dorval;15;486;2560,6;1763;9288,7;0;;69;363,5
Hampstead;11;147;2108,1;830;11903,1;0;;6;n.p.
Kirkland;19;445;2208,3;1695;8411,5;< 5;n.p.;38;188,6
Lachine;65;1344;3021;5605;12598,6;< 5;n.p.;173;388,9
LaSalle;74;2091;2720,8;10037;13060;< 5;n.p.;249;324
L'Île-Bizard–Sainte-Geneviève;32;484;2628,6;2013;10932,5;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;233;3456;2540,7;17142;12602,2;8;n.p.;460;338,2
Montréal Est;9;102;2649,4;568;14753,2;0;;9;* 233,8
Montréal-Nord;187;2011;2387,4;13723;16291,5;10;*11,9;348;413,1
Montréal-Ouest;< 5;87;1722,8;459;9089,1;0;;< 5;n.p.
Mont-Royal;19;448;2209,5;2187;10786,2;0;;94;463,6
Outremont;10;417;1740,8;2422;10111;0;;29;* 121,1
Pierrefonds–Roxboro;48;1944;2805,3;8041;11603,7;< 5;n.p.;90;129,9
Plateau Mont-Royal;75;2070;1990,4;10983;10560,6;5;n.p.;179;172,1
Pointe-Claire;17;645;2055,4;2443;7785,2;< 5;n.p.;60;191,2
Rivière-des-Prairies–Pointe-aux-Trembles;182;2987;2798,3;15850;14848,7;< 5;n.p.;328;307,3
Rosemont–La Petite Patrie;147;3243;2323,2;15636;11201,4;< 5;n.p.;334;239,3
Sainte-Anne-de-Bellevue;< 5;103;2077,5;378;7624;0;;13;* 262,2
Saint-Laurent;114;1996;2019,7;13293;13450,6;< 5;n.p.;161;162,9
Saint-Léonard;119;2035;2598,8;13063;16682,2;5;n.p.;156;199,2
Senneville;0;21;* 2280,1;70;7600,4;0;;0;
Sud-Ouest;74;1865;2386,4;8574;10971,1;< 5;n.p.;213;272,5
Verdun;39;1378;1990,5;6655;9613;< 5;n.p.;204;294,7
Ville-Marie;89;2106;2361,8;10299;11549,8;< 5;n.p.;135;151,4
Villeray–Saint-Michel–Parc-Extension;198;3765;2617,3;19798;13762,7;< 5;n.p.;211;146,7
Westmount;12;285;1403,1;1534;7552,2;< 5;n.p.;61;300,3
Territoire à confirmer;132;1891;;5274;;< 5;;29;
Total à Montréal;2460;48845;2364,6;247359;11974,8;72;3,5;4959;240,1
