Arrondissement ou ville liée,var,date,value
Hampstead,per100k_total,2020-12-16,na
Kirkland,per100k_total,2020-12-16,na
Lachine,per100k_total,2020-12-16,na
LaSalle,per100k_total,2020-12-16,na
L'Île-Bizard–Sainte-Geneviève,per100k_total,2020-12-16,na
Mercier–Hochelaga-Maisonneuve,per100k_total,2020-12-16,na
Montréal Est,per100k_total,2020-12-16,na
Montréal-Nord,per100k_total,2020-12-16,na
Montréal-Ouest,per100k_total,2020-12-16,na
Mont-Royal,per100k_total,2020-12-16,na
Outremont,per100k_total,2020-12-16,na
Pierrefonds–Roxboro,per100k_total,2020-12-16,21.6
Plateau Mont-Royal,per100k_total,2020-12-16,na
Pointe-Claire,per100k_total,2020-12-16,na
Rivière-des-Prairies–Pointe-aux-Trembles,per100k_total,2020-12-16,na
Rosemont–La Petite Patrie,per100k_total,2020-12-16,na
Sainte-Anne-de-Bellevue,per100k_total,2020-12-16,na
Saint-Laurent,per100k_total,2020-12-16,na
Saint-Léonard,per100k_total,2020-12-16,na
Senneville,per100k_total,2020-12-16,na
Sud-Ouest,per100k_total,2020-12-16,na
Verdun,per100k_total,2020-12-16,na
Ville-Marie,per100k_total,2020-12-16,na
Villeray–Saint-Michel–Parc-Extension,per100k_total,2020-12-16,na
Westmount,per100k_total,2020-12-16,na
Territoire à confirmer,per100k_total,2020-12-16,na
Total à Montréal,per100k_total,2020-12-16,3.5
Ahuntsic–Cartierville,deaths_nb_total,2020-12-16,376.0
Anjou,deaths_nb_total,2020-12-16,49.0
Baie D'urfé,deaths_nb_total,2020-12-16,5.0
Beaconsfield,deaths_nb_total,2020-12-16,10.0
Côte-des-Neiges–Notre-Dame-de-Grâce,deaths_nb_total,2020-12-16,294.0
Côte-Saint-Luc,deaths_nb_total,2020-12-16,90.0
Dollard-des-Ormeaux,deaths_nb_total,2020-12-16,99.0
Dorval,deaths_nb_total,2020-12-16,64.0
Hampstead,deaths_nb_total,2020-12-16,5.0
Kirkland,deaths_nb_total,2020-12-16,29.0
Lachine,deaths_nb_total,2020-12-16,119.0
LaSalle,deaths_nb_total,2020-12-16,187.0
L'Île-Bizard–Sainte-Geneviève,deaths_nb_total,2020-12-16,54.0
Mercier–Hochelaga-Maisonneuve,deaths_nb_total,2020-12-16,388.0
Montréal Est,deaths_nb_total,2020-12-16,5.0
Montréal-Nord,deaths_nb_total,2020-12-16,255.0
Montréal-Ouest,deaths_nb_total,2020-12-16,5.0
Mont-Royal,deaths_nb_total,2020-12-16,91.0
Outremont,deaths_nb_total,2020-12-16,14.0
Pierrefonds–Roxboro,deaths_nb_total,2020-12-16,59.0
Plateau Mont-Royal,deaths_nb_total,2020-12-16,133.0
Pointe-Claire,deaths_nb_total,2020-12-16,35.0
Rivière-des-Prairies–Pointe-aux-Trembles,deaths_nb_total,2020-12-16,261.0
Rosemont–La Petite Patrie,deaths_nb_total,2020-12-16,259.0
Sainte-Anne-de-Bellevue,deaths_nb_total,2020-12-16,7.0
Saint-Laurent,deaths_nb_total,2020-12-16,110.0
Saint-Léonard,deaths_nb_total,2020-12-16,61.0
Senneville,deaths_nb_total,2020-12-16,0.0
Sud-Ouest,deaths_nb_total,2020-12-16,183.0
Verdun,deaths_nb_total,2020-12-16,173.0
Ville-Marie,deaths_nb_total,2020-12-16,90.0
Villeray–Saint-Michel–Parc-Extension,deaths_nb_total,2020-12-16,137.0
Westmount,deaths_nb_total,2020-12-16,47.0
Territoire à confirmer,deaths_nb_total,2020-12-16,46.0
Total à Montréal,deaths_nb_total,2020-12-16,3731.0
Ahuntsic–Cartierville,deaths_per100k_total,2020-12-16,280.1
Anjou,deaths_per100k_total,2020-12-16,114.5
Baie D'urfé,deaths_per100k_total,2020-12-16,na
Beaconsfield,deaths_per100k_total,2020-12-16,51.7
Côte-des-Neiges–Notre-Dame-de-Grâce,deaths_per100k_total,2020-12-16,176.6
Côte-Saint-Luc,deaths_per100k_total,2020-12-16,277.4
Dollard-des-Ormeaux,deaths_per100k_total,2020-12-16,202.5
Dorval,deaths_per100k_total,2020-12-16,337.2
Hampstead,deaths_per100k_total,2020-12-16,na
Kirkland,deaths_per100k_total,2020-12-16,143.9
Lachine,deaths_per100k_total,2020-12-16,267.5
LaSalle,deaths_per100k_total,2020-12-16,243.3
L'Île-Bizard–Sainte-Geneviève,deaths_per100k_total,2020-12-16,293.3
Mercier–Hochelaga-Maisonneuve,deaths_per100k_total,2020-12-16,285.2
Montréal Est,deaths_per100k_total,2020-12-16,na
Montréal-Nord,deaths_per100k_total,2020-12-16,302.7
Montréal-Ouest,deaths_per100k_total,2020-12-16,na
Mont-Royal,deaths_per100k_total,2020-12-16,448.8
Outremont,deaths_per100k_total,2020-12-16,58.4
Pierrefonds–Roxboro,deaths_per100k_total,2020-12-16,85.1
Plateau Mont-Royal,deaths_per100k_total,2020-12-16,127.9
Pointe-Claire,deaths_per100k_total,2020-12-16,111.5
Rivière-des-Prairies–Pointe-aux-Trembles,deaths_per100k_total,2020-12-16,244.5
Rosemont–La Petite Patrie,deaths_per100k_total,2020-12-16,185.5
Sainte-Anne-de-Bellevue,deaths_per100k_total,2020-12-16,na
Saint-Laurent,deaths_per100k_total,2020-12-16,111.3
Saint-Léonard,deaths_per100k_total,2020-12-16,77.9
Senneville,deaths_per100k_total,2020-12-16,na
Sud-Ouest,deaths_per100k_total,2020-12-16,234.2
Verdun,deaths_per100k_total,2020-12-16,249.9
Ville-Marie,deaths_per100k_total,2020-12-16,100.9
Villeray–Saint-Michel–Parc-Extension,deaths_per100k_total,2020-12-16,95.2
Westmount,deaths_per100k_total,2020-12-16,231.4
Territoire à confirmer,deaths_per100k_total,2020-12-16,na
Total à Montréal,deaths_per100k_total,2020-12-16,180.6
Ahuntsic–Cartierville,nb_last24h,2020-12-17,45.0
Anjou,nb_last24h,2020-12-17,30.0
Baie D'urfé,nb_last24h,2020-12-17,0.0
Beaconsfield,nb_last24h,2020-12-17,5.0
Côte-des-Neiges–Notre-Dame-de-Grâce,nb_last24h,2020-12-17,41.0
Côte-Saint-Luc,nb_last24h,2020-12-17,6.0
Dollard-des-Ormeaux,nb_last24h,2020-12-17,6.0
Dorval,nb_last24h,2020-12-17,5.0
Hampstead,nb_last24h,2020-12-17,0.0
Kirkland,nb_last24h,2020-12-17,8.0
Lachine,nb_last24h,2020-12-17,7.0
LaSalle,nb_last24h,2020-12-17,16.0
L'Île-Bizard–Sainte-Geneviève,nb_last24h,2020-12-17,5.0
Mercier–Hochelaga-Maisonneuve,nb_last24h,2020-12-17,33.0
Montréal Est,nb_last24h,2020-12-17,0.0
Montréal-Nord,nb_last24h,2020-12-17,61.0
Montréal-Ouest,nb_last24h,2020-12-17,0.0
Mont-Royal,nb_last24h,2020-12-17,5.0
Outremont,nb_last24h,2020-12-17,5.0
Pierrefonds–Roxboro,nb_last24h,2020-12-17,22.0
Plateau Mont-Royal,nb_last24h,2020-12-17,25.0
Pointe-Claire,nb_last24h,2020-12-17,14.0
Rivière-des-Prairies–Pointe-aux-Trembles,nb_last24h,2020-12-17,43.0
Rosemont–La Petite Patrie,nb_last24h,2020-12-17,41.0
Sainte-Anne-de-Bellevue,nb_last24h,2020-12-17,0.0
Saint-Laurent,nb_last24h,2020-12-17,38.0
Saint-Léonard,nb_last24h,2020-12-17,52.0
Senneville,nb_last24h,2020-12-17,5.0
Sud-Ouest,nb_last24h,2020-12-17,18.0
Verdun,nb_last24h,2020-12-17,9.0
Ville-Marie,nb_last24h,2020-12-17,19.0
Villeray–Saint-Michel–Parc-Extension,nb_last24h,2020-12-17,64.0
Westmount,nb_last24h,2020-12-17,5.0
Territoire à confirmer,nb_last24h,2020-12-17,-1.0
Total à Montréal,nb_last24h,2020-12-17,609.0
Ahuntsic–Cartierville,nb_last14days,2020-12-17,na
Anjou,nb_last14days,2020-12-17,na
Baie D'urfé,nb_last14days,2020-12-17,na
Beaconsfield,nb_last14days,2020-12-17,na
Côte-des-Neiges–Notre-Dame-de-Grâce,nb_last14days,2020-12-17,na
Côte-Saint-Luc,nb_last14days,2020-12-17,na
Dollard-des-Ormeaux,nb_last14days,2020-12-17,na
Dorval,nb_last14days,2020-12-17,na
Hampstead,nb_last14days,2020-12-17,na
Kirkland,nb_last14days,2020-12-17,na
Lachine,nb_last14days,2020-12-17,na
LaSalle,nb_last14days,2020-12-17,na
L'Île-Bizard–Sainte-Geneviève,nb_last14days,2020-12-17,na
Mercier–Hochelaga-Maisonneuve,nb_last14days,2020-12-17,na
Montréal Est,nb_last14days,2020-12-17,na
Montréal-Nord,nb_last14days,2020-12-17,na
Montréal-Ouest,nb_last14days,2020-12-17,na
Mont-Royal,nb_last14days,2020-12-17,na
Outremont,nb_last14days,2020-12-17,na
Pierrefonds–Roxboro,nb_last14days,2020-12-17,na
Plateau Mont-Royal,nb_last14days,2020-12-17,na
Pointe-Claire,nb_last14days,2020-12-17,na
Rivière-des-Prairies–Pointe-aux-Trembles,nb_last14days,2020-12-17,na
Rosemont–La Petite Patrie,nb_last14days,2020-12-17,na
Sainte-Anne-de-Bellevue,nb_last14days,2020-12-17,na
Saint-Laurent,nb_last14days,2020-12-17,na
Saint-Léonard,nb_last14days,2020-12-17,na
Senneville,nb_last14days,2020-12-17,na
Sud-Ouest,nb_last14days,2020-12-17,na
Verdun,nb_last14days,2020-12-17,na
Ville-Marie,nb_last14days,2020-12-17,na
Villeray–Saint-Michel–Parc-Extension,nb_last14days,2020-12-17,na
Westmount,nb_last14days,2020-12-17,na
Territoire à confirmer,nb_last14days,2020-12-17,na
Total à Montréal,nb_last14days,2020-12-17,na
Ahuntsic–Cartierville,per100k_last14days,2020-12-17,448.4
Anjou,per100k_last14days,2020-12-17,495.4
Baie D'urfé,per100k_last14days,2020-12-17,na
Beaconsfield,per100k_last14days,2020-12-17,222.5
Côte-des-Neiges–Notre-Dame-de-Grâce,per100k_last14days,2020-12-17,481.6
Côte-Saint-Luc,per100k_last14days,2020-12-17,416.1
Dollard-des-Ormeaux,per100k_last14days,2020-12-17,349.7
Dorval,per100k_last14days,2020-12-17,258.2
Hampstead,per100k_last14days,2020-12-17,286.8
Kirkland,per100k_last14days,2020-12-17,238.2
Lachine,per100k_last14days,2020-12-17,400.1
LaSalle,per100k_last14days,2020-12-17,329.2
L'Île-Bizard–Sainte-Geneviève,per100k_last14days,2020-12-17,304.1
Mercier–Hochelaga-Maisonneuve,per100k_last14days,2020-12-17,295.5
Montréal Est,per100k_last14days,2020-12-17,363.6
Montréal-Nord,per100k_last14days,2020-12-17,738.4
Montréal-Ouest,per100k_last14days,2020-12-17,na
Mont-Royal,per100k_last14days,2020-12-17,256.5
Outremont,per100k_last14days,2020-12-17,162.8
Pierrefonds–Roxboro,per100k_last14days,2020-12-17,482.0
Plateau Mont-Royal,per100k_last14days,2020-12-17,185.6
Pointe-Claire,per100k_last14days,2020-12-17,274.1
Rivière-des-Prairies–Pointe-aux-Trembles,per100k_last14days,2020-12-17,561.2
Rosemont–La Petite Patrie,per100k_last14days,2020-12-17,330.3
Sainte-Anne-de-Bellevue,per100k_last14days,2020-12-17,201.7
Saint-Laurent,per100k_last14days,2020-12-17,493.8
Saint-Léonard,per100k_last14days,2020-12-17,748.4
Senneville,per100k_last14days,2020-12-17,na
Sud-Ouest,per100k_last14days,2020-12-17,270.0
Verdun,per100k_last14days,2020-12-17,213.8
Ville-Marie,per100k_last14days,2020-12-17,266.9
Villeray–Saint-Michel–Parc-Extension,per100k_last14days,2020-12-17,479.7
Westmount,per100k_last14days,2020-12-17,211.7
Territoire à confirmer,per100k_last14days,2020-12-17,na
Total à Montréal,per100k_last14days,2020-12-17,382.9
Ahuntsic–Cartierville,nb_total,2020-12-17,na
Anjou,nb_total,2020-12-17,na
Baie D'urfé,nb_total,2020-12-17,na
Beaconsfield,nb_total,2020-12-17,na
Côte-des-Neiges–Notre-Dame-de-Grâce,nb_total,2020-12-17,na
Côte-Saint-Luc,nb_total,2020-12-17,na
Dollard-des-Ormeaux,nb_total,2020-12-17,na
Dorval,nb_total,2020-12-17,na
Hampstead,nb_total,2020-12-17,na
Kirkland,nb_total,2020-12-17,na
Lachine,nb_total,2020-12-17,na
LaSalle,nb_total,2020-12-17,na
L'Île-Bizard–Sainte-Geneviève,nb_total,2020-12-17,na
Mercier–Hochelaga-Maisonneuve,nb_total,2020-12-17,na
Montréal Est,nb_total,2020-12-17,na
Montréal-Nord,nb_total,2020-12-17,na
Montréal-Ouest,nb_total,2020-12-17,na
Mont-Royal,nb_total,2020-12-17,na
Outremont,nb_total,2020-12-17,na
Pierrefonds–Roxboro,nb_total,2020-12-17,na
Plateau Mont-Royal,nb_total,2020-12-17,na
Pointe-Claire,nb_total,2020-12-17,na
Rivière-des-Prairies–Pointe-aux-Trembles,nb_total,2020-12-17,na
Rosemont–La Petite Patrie,nb_total,2020-12-17,na
Sainte-Anne-de-Bellevue,nb_total,2020-12-17,na
Saint-Laurent,nb_total,2020-12-17,na
Saint-Léonard,nb_total,2020-12-17,na
Senneville,nb_total,2020-12-17,na
Sud-Ouest,nb_total,2020-12-17,na
Verdun,nb_total,2020-12-17,na
Ville-Marie,nb_total,2020-12-17,na
Villeray–Saint-Michel–Parc-Extension,nb_total,2020-12-17,na
Westmount,nb_total,2020-12-17,na
Territoire à confirmer,nb_total,2020-12-17,na
Total à Montréal,nb_total,2020-12-17,na
Ahuntsic–Cartierville,per100k_total,2020-12-17,3474.2
Anjou,per100k_total,2020-12-17,3423.2
Baie D'urfé,per100k_total,2020-12-17,1307.9
Beaconsfield,per100k_total,2020-12-17,998.8
Côte-des-Neiges–Notre-Dame-de-Grâce,per100k_total,2020-12-17,3187.6
Côte-Saint-Luc,per100k_total,2020-12-17,4216.0
Dollard-des-Ormeaux,per100k_total,2020-12-17,2284.3
Dorval,per100k_total,2020-12-17,2123.3
Hampstead,per100k_total,2020-12-17,2509.7
Kirkland,per100k_total,2020-12-17,1588.0
Lachine,per100k_total,2020-12-17,3113.1
LaSalle,per100k_total,2020-12-17,3380.5
L'Île-Bizard–Sainte-Geneviève,per100k_total,2020-12-17,2101.8
Mercier–Hochelaga-Maisonneuve,per100k_total,2020-12-17,3143.6
Montréal Est,per100k_total,2020-12-17,2623.4
Montréal-Nord,per100k_total,2020-12-17,5556.0
Montréal-Ouest,per100k_total,2020-12-17,1326.7
Mont-Royal,per100k_total,2020-12-17,3102.2
Outremont,per100k_total,2020-12-17,2797.0
Pierrefonds–Roxboro,per100k_total,2020-12-17,2342.1
Plateau Mont-Royal,per100k_total,2020-12-17,2055.8
Pointe-Claire,per100k_total,2020-12-17,1469.1
Rivière-des-Prairies–Pointe-aux-Trembles,per100k_total,2020-12-17,3939.4
Rosemont–La Petite Patrie,per100k_total,2020-12-17,2602.6
Sainte-Anne-de-Bellevue,per100k_total,2020-12-17,1371.5
Saint-Laurent,per100k_total,2020-12-17,3148.9
Saint-Léonard,per100k_total,2020-12-17,3863.1
Senneville,per100k_total,2020-12-17,1737.2
Sud-Ouest,per100k_total,2020-12-17,2573.2
Verdun,per100k_total,2020-12-17,2380.5
Ville-Marie,per100k_total,2020-12-17,2608.5
Villeray–Saint-Michel–Parc-Extension,per100k_total,2020-12-17,3475.8
Westmount,per100k_total,2020-12-17,2013.6
Territoire à confirmer,per100k_total,2020-12-17,na
Total à Montréal,per100k_total,2020-12-17,2939.0
Ahuntsic–Cartierville,deaths_nb_last14days,2020-12-17,5.0
Anjou,deaths_nb_last14days,2020-12-17,0.0
Baie D'urfé,deaths_nb_last14days,2020-12-17,0.0
Beaconsfield,deaths_nb_last14days,2020-12-17,5.0
Côte-des-Neiges–Notre-Dame-de-Grâce,deaths_nb_last14days,2020-12-17,10.0
Côte-Saint-Luc,deaths_nb_last14days,2020-12-17,7.0
Dollard-des-Ormeaux,deaths_nb_last14days,2020-12-17,0.0
Dorval,deaths_nb_last14days,2020-12-17,5.0
Hampstead,deaths_nb_last14days,2020-12-17,0.0
Kirkland,deaths_nb_last14days,2020-12-17,5.0
Lachine,deaths_nb_last14days,2020-12-17,5.0
LaSalle,deaths_nb_last14days,2020-12-17,5.0
L'Île-Bizard–Sainte-Geneviève,deaths_nb_last14days,2020-12-17,5.0
Mercier–Hochelaga-Maisonneuve,deaths_nb_last14days,2020-12-17,5.0
Montréal Est,deaths_nb_last14days,2020-12-17,0.0
Montréal-Nord,deaths_nb_last14days,2020-12-17,5.0
Montréal-Ouest,deaths_nb_last14days,2020-12-17,0.0
Mont-Royal,deaths_nb_last14days,2020-12-17,0.0
Outremont,deaths_nb_last14days,2020-12-17,5.0
Pierrefonds–Roxboro,deaths_nb_last14days,2020-12-17,14.0
Plateau Mont-Royal,deaths_nb_last14days,2020-12-17,0.0
Pointe-Claire,deaths_nb_last14days,2020-12-17,5.0
Rivière-des-Prairies–Pointe-aux-Trembles,deaths_nb_last14days,2020-12-17,5.0
Rosemont–La Petite Patrie,deaths_nb_last14days,2020-12-17,7.0
Sainte-Anne-de-Bellevue,deaths_nb_last14days,2020-12-17,5.0
Saint-Laurent,deaths_nb_last14days,2020-12-17,5.0
Saint-Léonard,deaths_nb_last14days,2020-12-17,5.0
Senneville,deaths_nb_last14days,2020-12-17,0.0
Sud-Ouest,deaths_nb_last14days,2020-12-17,0.0
Verdun,deaths_nb_last14days,2020-12-17,0.0
Ville-Marie,deaths_nb_last14days,2020-12-17,5.0
Villeray–Saint-Michel–Parc-Extension,deaths_nb_last14days,2020-12-17,0.0
Westmount,deaths_nb_last14days,2020-12-17,5.0
Territoire à confirmer,deaths_nb_last14days,2020-12-17,5.0
Total à Montréal,deaths_nb_last14days,2020-12-17,73.0
Ahuntsic–Cartierville,per100k_total,2020-12-17,na
Anjou,per100k_total,2020-12-17,na
Baie D'urfé,per100k_total,2020-12-17,na
Beaconsfield,per100k_total,2020-12-17,na
Côte-des-Neiges–Notre-Dame-de-Grâce,per100k_total,2020-12-17,6.0
Côte-Saint-Luc,per100k_total,2020-12-17,na
Dollard-des-Ormeaux,per100k_total,2020-12-17,na
Dorval,per100k_total,2020-12-17,na
Hampstead,per100k_total,2020-12-17,na
Kirkland,per100k_total,2020-12-17,na
Lachine,per100k_total,2020-12-17,na
LaSalle,per100k_total,2020-12-17,na
L'Île-Bizard–Sainte-Geneviève,per100k_total,2020-12-17,na
Mercier–Hochelaga-Maisonneuve,per100k_total,2020-12-17,na
Montréal Est,per100k_total,2020-12-17,na
Montréal-Nord,per100k_total,2020-12-17,na
Montréal-Ouest,per100k_total,2020-12-17,na
Mont-Royal,per100k_total,2020-12-17,na
Outremont,per100k_total,2020-12-17,na
Pierrefonds–Roxboro,per100k_total,2020-12-17,20.2
Plateau Mont-Royal,per100k_total,2020-12-17,na
Pointe-Claire,per100k_total,2020-12-17,na
Rivière-des-Prairies–Pointe-aux-Trembles,per100k_total,2020-12-17,na
Rosemont–La Petite Patrie,per100k_total,2020-12-17,na
Sainte-Anne-de-Bellevue,per100k_total,2020-12-17,na
Saint-Laurent,per100k_total,2020-12-17,na
Saint-Léonard,per100k_total,2020-12-17,na
Senneville,per100k_total,2020-12-17,na
Sud-Ouest,per100k_total,2020-12-17,na
Verdun,per100k_total,2020-12-17,na
Ville-Marie,per100k_total,2020-12-17,na
Villeray–Saint-Michel–Parc-Extension,per100k_total,2020-12-17,na
Westmount,per100k_total,2020-12-17,na
Territoire à confirmer,per100k_total,2020-12-17,na
Total à Montréal,per100k_total,2020-12-17,3.5
Ahuntsic–Cartierville,deaths_nb_total,2020-12-17,376.0
Anjou,deaths_nb_total,2020-12-17,49.0
Baie D'urfé,deaths_nb_total,2020-12-17,5.0
Beaconsfield,deaths_nb_total,2020-12-17,10.0
Côte-des-Neiges–Notre-Dame-de-Grâce,deaths_nb_total,2020-12-17,298.0
Côte-Saint-Luc,deaths_nb_total,2020-12-17,91.0
Dollard-des-Ormeaux,deaths_nb_total,2020-12-17,99.0
Dorval,deaths_nb_total,2020-12-17,64.0
Hampstead,deaths_nb_total,2020-12-17,5.0
Kirkland,deaths_nb_total,2020-12-17,29.0
Lachine,deaths_nb_total,2020-12-17,119.0
LaSalle,deaths_nb_total,2020-12-17,187.0
L'Île-Bizard–Sainte-Geneviève,deaths_nb_total,2020-12-17,54.0
Mercier–Hochelaga-Maisonneuve,deaths_nb_total,2020-12-17,389.0
Montréal Est,deaths_nb_total,2020-12-17,5.0
Montréal-Nord,deaths_nb_total,2020-12-17,255.0
Montréal-Ouest,deaths_nb_total,2020-12-17,5.0
Mont-Royal,deaths_nb_total,2020-12-17,91.0
Outremont,deaths_nb_total,2020-12-17,14.0
Pierrefonds–Roxboro,deaths_nb_total,2020-12-17,60.0
Plateau Mont-Royal,deaths_nb_total,2020-12-17,133.0
Pointe-Claire,deaths_nb_total,2020-12-17,35.0
Rivière-des-Prairies–Pointe-aux-Trembles,deaths_nb_total,2020-12-17,261.0
Rosemont–La Petite Patrie,deaths_nb_total,2020-12-17,260.0
Sainte-Anne-de-Bellevue,deaths_nb_total,2020-12-17,8.0
Saint-Laurent,deaths_nb_total,2020-12-17,111.0
Saint-Léonard,deaths_nb_total,2020-12-17,61.0
Senneville,deaths_nb_total,2020-12-17,0.0
Sud-Ouest,deaths_nb_total,2020-12-17,183.0
Verdun,deaths_nb_total,2020-12-17,173.0
Ville-Marie,deaths_nb_total,2020-12-17,90.0
Villeray–Saint-Michel–Parc-Extension,deaths_nb_total,2020-12-17,137.0
Westmount,deaths_nb_total,2020-12-17,47.0
Territoire à confirmer,deaths_nb_total,2020-12-17,46.0
Total à Montréal,deaths_nb_total,2020-12-17,3741.0
Ahuntsic–Cartierville,deaths_per100k_total,2020-12-17,280.1
Anjou,deaths_per100k_total,2020-12-17,114.5
Baie D'urfé,deaths_per100k_total,2020-12-17,na
Beaconsfield,deaths_per100k_total,2020-12-17,51.7
Côte-des-Neiges–Notre-Dame-de-Grâce,deaths_per100k_total,2020-12-17,179.0
Côte-Saint-Luc,deaths_per100k_total,2020-12-17,280.4
Dollard-des-Ormeaux,deaths_per100k_total,2020-12-17,202.5
Dorval,deaths_per100k_total,2020-12-17,337.2
Hampstead,deaths_per100k_total,2020-12-17,na
Kirkland,deaths_per100k_total,2020-12-17,143.9
Lachine,deaths_per100k_total,2020-12-17,267.5
LaSalle,deaths_per100k_total,2020-12-17,243.3
L'Île-Bizard–Sainte-Geneviève,deaths_per100k_total,2020-12-17,293.3
Mercier–Hochelaga-Maisonneuve,deaths_per100k_total,2020-12-17,286.0
Montréal Est,deaths_per100k_total,2020-12-17,na
Montréal-Nord,deaths_per100k_total,2020-12-17,302.7
Montréal-Ouest,deaths_per100k_total,2020-12-17,na
Mont-Royal,deaths_per100k_total,2020-12-17,448.8
Outremont,deaths_per100k_total,2020-12-17,58.4
Pierrefonds–Roxboro,deaths_per100k_total,2020-12-17,86.6
Plateau Mont-Royal,deaths_per100k_total,2020-12-17,127.9
Pointe-Claire,deaths_per100k_total,2020-12-17,111.5
Rivière-des-Prairies–Pointe-aux-Trembles,deaths_per100k_total,2020-12-17,244.5
Rosemont–La Petite Patrie,deaths_per100k_total,2020-12-17,186.3
Sainte-Anne-de-Bellevue,deaths_per100k_total,2020-12-17,na
Saint-Laurent,deaths_per100k_total,2020-12-17,112.3
Saint-Léonard,deaths_per100k_total,2020-12-17,77.9
Senneville,deaths_per100k_total,2020-12-17,na
Sud-Ouest,deaths_per100k_total,2020-12-17,234.2
Verdun,deaths_per100k_total,2020-12-17,249.9
Ville-Marie,deaths_per100k_total,2020-12-17,100.9
Villeray–Saint-Michel–Parc-Extension,deaths_per100k_total,2020-12-17,95.2
Westmount,deaths_per100k_total,2020-12-17,231.4
Territoire à confirmer,deaths_per100k_total,2020-12-17,na
Total à Montréal,deaths_per100k_total,2020-12-17,181.1
Ahuntsic–Cartierville,nb_last24h,2020-12-18,45.0
Anjou,nb_last24h,2020-12-18,30.0
Baie D'urfé,nb_last24h,2020-12-18,0.0
Beaconsfield,nb_last24h,2020-12-18,5.0
Côte-des-Neiges–Notre-Dame-de-Grâce,nb_last24h,2020-12-18,41.0
Côte-Saint-Luc,nb_last24h,2020-12-18,6.0
Dollard-des-Ormeaux,nb_last24h,2020-12-18,6.0
Dorval,nb_last24h,2020-12-18,5.0
Hampstead,nb_last24h,2020-12-18,0.0
Kirkland,nb_last24h,2020-12-18,8.0
Lachine,nb_last24h,2020-12-18,7.0
LaSalle,nb_last24h,2020-12-18,16.0
L'Île-Bizard–Sainte-Geneviève,nb_last24h,2020-12-18,5.0
Mercier–Hochelaga-Maisonneuve,nb_last24h,2020-12-18,33.0
Montréal Est,nb_last24h,2020-12-18,0.0
Montréal-Nord,nb_last24h,2020-12-18,61.0
Montréal-Ouest,nb_last24h,2020-12-18,0.0
Mont-Royal,nb_last24h,2020-12-18,5.0
Outremont,nb_last24h,2020-12-18,5.0
Pierrefonds–Roxboro,nb_last24h,2020-12-18,22.0
Plateau Mont-Royal,nb_last24h,2020-12-18,25.0
Pointe-Claire,nb_last24h,2020-12-18,14.0
Rivière-des-Prairies–Pointe-aux-Trembles,nb_last24h,2020-12-18,43.0
Rosemont–La Petite Patrie,nb_last24h,2020-12-18,41.0
Sainte-Anne-de-Bellevue,nb_last24h,2020-12-18,0.0
Saint-Laurent,nb_last24h,2020-12-18,38.0
Saint-Léonard,nb_last24h,2020-12-18,52.0
Senneville,nb_last24h,2020-12-18,5.0
Sud-Ouest,nb_last24h,2020-12-18,18.0
Verdun,nb_last24h,2020-12-18,9.0
Ville-Marie,nb_last24h,2020-12-18,19.0
Villeray–Saint-Michel–Parc-Extension,nb_last24h,2020-12-18,64.0
Westmount,nb_last24h,2020-12-18,5.0
Territoire à confirmer,nb_last24h,2020-12-18,-1.0
Total à Montréal,nb_last24h,2020-12-18,609.0
Ahuntsic–Cartierville,nb_last14days,2020-12-18,na
Anjou,nb_last14days,2020-12-18,na
Baie D'urfé,nb_last14days,2020-12-18,na
Beaconsfield,nb_last14days,2020-12-18,na
Côte-des-Neiges–Notre-Dame-de-Grâce,nb_last14days,2020-12-18,na
Côte-Saint-Luc,nb_last14days,2020-12-18,na
Dollard-des-Ormeaux,nb_last14days,2020-12-18,na
Dorval,nb_last14days,2020-12-18,na
Hampstead,nb_last14days,2020-12-18,na
Kirkland,nb_last14days,2020-12-18,na
Lachine,nb_last14days,2020-12-18,na
LaSalle,nb_last14days,2020-12-18,na
L'Île-Bizard–Sainte-Geneviève,nb_last14days,2020-12-18,na
Mercier–Hochelaga-Maisonneuve,nb_last14days,2020-12-18,na
Montréal Est,nb_last14days,2020-12-18,na
Montréal-Nord,nb_last14days,2020-12-18,na
Montréal-Ouest,nb_last14days,2020-12-18,na
Mont-Royal,nb_last14days,2020-12-18,na
Outremont,nb_last14days,2020-12-18,na
Pierrefonds–Roxboro,nb_last14days,2020-12-18,na
Plateau Mont-Royal,nb_last14days,2020-12-18,na
Pointe-Claire,nb_last14days,2020-12-18,na
Rivière-des-Prairies–Pointe-aux-Trembles,nb_last14days,2020-12-18,na
Rosemont–La Petite Patrie,nb_last14days,2020-12-18,na
Sainte-Anne-de-Bellevue,nb_last14days,2020-12-18,na
Saint-Laurent,nb_last14days,2020-12-18,na
Saint-Léonard,nb_last14days,2020-12-18,na
Senneville,nb_last14days,2020-12-18,na
Sud-Ouest,nb_last14days,2020-12-18,na
Verdun,nb_last14days,2020-12-18,na
Ville-Marie,nb_last14days,2020-12-18,na
Villeray–Saint-Michel–Parc-Extension,nb_last14days,2020-12-18,na
Westmount,nb_last14days,2020-12-18,na
Territoire à confirmer,nb_last14days,2020-12-18,na
Total à Montréal,nb_last14days,2020-12-18,na
Ahuntsic–Cartierville,per100k_last14days,2020-12-18,448.4
Anjou,per100k_last14days,2020-12-18,495.4
Baie D'urfé,per100k_last14days,2020-12-18,na
