Arrondissement ou ville liée,var,date,value
Ahuntsic–Cartierville,nb_last24h,2020-10-08,14.0
Anjou,nb_last24h,2020-10-08,5.0
Baie D'urfé,nb_last24h,2020-10-08,0.0
Beaconsfield,nb_last24h,2020-10-08,0.0
Côte-des-Neiges–Notre-Dame-de-Grâce,nb_last24h,2020-10-08,26.0
Côte-Saint-Luc,nb_last24h,2020-10-08,9.0
Dollard-des-Ormeaux,nb_last24h,2020-10-08,7.0
Dorval,nb_last24h,2020-10-08,0.0
Hampstead,nb_last24h,2020-10-08,5.0
Kirkland,nb_last24h,2020-10-08,5.0
Lachine,nb_last24h,2020-10-08,6.0
LaSalle,nb_last24h,2020-10-08,14.0
L'Île-Bizard–Sainte-Geneviève,nb_last24h,2020-10-08,5.0
Mercier–Hochelaga-Maisonneuve,nb_last24h,2020-10-08,15.0
Montréal Est,nb_last24h,2020-10-08,5.0
Montréal-Nord,nb_last24h,2020-10-08,23.0
Montréal-Ouest,nb_last24h,2020-10-08,-1.0
Mont-Royal,nb_last24h,2020-10-08,0.0
Outremont,nb_last24h,2020-10-08,0.0
Pierrefonds–Roxboro,nb_last24h,2020-10-08,12.0
Plateau Mont-Royal,nb_last24h,2020-10-08,21.0
Pointe-Claire,nb_last24h,2020-10-08,5.0
Rivière-des-Prairies–Pointe-aux-Trembles,nb_last24h,2020-10-08,18.0
Rosemont–La Petite Patrie,nb_last24h,2020-10-08,18.0
Sainte-Anne-de-Bellevue,nb_last24h,2020-10-08,0.0
Saint-Laurent,nb_last24h,2020-10-08,26.0
Saint-Léonard,nb_last24h,2020-10-08,19.0
Senneville,nb_last24h,2020-10-08,0.0
Sud-Ouest,nb_last24h,2020-10-08,12.0
Verdun,nb_last24h,2020-10-08,7.0
Ville-Marie,nb_last24h,2020-10-08,40.0
Villeray–Saint-Michel–Parc-Extension,nb_last24h,2020-10-08,28.0
Westmount,nb_last24h,2020-10-08,5.0
Territoire à confirmer,nb_last24h,2020-10-08,11.0
Total à Montréal,nb_last24h,2020-10-08,345.0
Ahuntsic–Cartierville,nb_last14days,2020-10-08,255.0
Anjou,nb_last14days,2020-10-08,102.0
Baie D'urfé,nb_last14days,2020-10-08,5.0
Beaconsfield,nb_last14days,2020-10-08,16.0
Côte-des-Neiges–Notre-Dame-de-Grâce,nb_last14days,2020-10-08,364.0
Côte-Saint-Luc,nb_last14days,2020-10-08,124.0
Dollard-des-Ormeaux,nb_last14days,2020-10-08,77.0
Dorval,nb_last14days,2020-10-08,22.0
Hampstead,nb_last14days,2020-10-08,23.0
Kirkland,nb_last14days,2020-10-08,22.0
Lachine,nb_last14days,2020-10-08,55.0
LaSalle,nb_last14days,2020-10-08,101.0
L'Île-Bizard–Sainte-Geneviève,nb_last14days,2020-10-08,20.0
Mercier–Hochelaga-Maisonneuve,nb_last14days,2020-10-08,280.0
Montréal Est,nb_last14days,2020-10-08,10.0
Montréal-Nord,nb_last14days,2020-10-08,303.0
Montréal-Ouest,nb_last14days,2020-10-08,5.0
Mont-Royal,nb_last14days,2020-10-08,27.0
Outremont,nb_last14days,2020-10-08,121.0
Pierrefonds–Roxboro,nb_last14days,2020-10-08,134.0
Plateau Mont-Royal,nb_last14days,2020-10-08,270.0
Pointe-Claire,nb_last14days,2020-10-08,19.0
Rivière-des-Prairies–Pointe-aux-Trembles,nb_last14days,2020-10-08,263.0
Rosemont–La Petite Patrie,nb_last14days,2020-10-08,242.0
Sainte-Anne-de-Bellevue,nb_last14days,2020-10-08,5.0
Saint-Laurent,nb_last14days,2020-10-08,240.0
Saint-Léonard,nb_last14days,2020-10-08,192.0
Senneville,nb_last14days,2020-10-08,5.0
Sud-Ouest,nb_last14days,2020-10-08,180.0
Verdun,nb_last14days,2020-10-08,108.0
Ville-Marie,nb_last14days,2020-10-08,322.0
Villeray–Saint-Michel–Parc-Extension,nb_last14days,2020-10-08,357.0
Westmount,nb_last14days,2020-10-08,25.0
Territoire à confirmer,nb_last14days,2020-10-08,146.0
Total à Montréal,nb_last14days,2020-10-08,4429.0
Ahuntsic–Cartierville,per100k_last14days,2020-10-08,190.0
Anjou,per100k_last14days,2020-10-08,238.3
Baie D'urfé,per100k_last14days,2020-10-08,na
Beaconsfield,per100k_last14days,2020-10-08,82.8
Côte-des-Neiges–Notre-Dame-de-Grâce,per100k_last14days,2020-10-08,218.6
Côte-Saint-Luc,per100k_last14days,2020-10-08,382.1
Dollard-des-Ormeaux,per100k_last14days,2020-10-08,157.5
Dorval,per100k_last14days,2020-10-08,115.9
Hampstead,per100k_last14days,2020-10-08,329.8
Kirkland,per100k_last14days,2020-10-08,109.2
Lachine,per100k_last14days,2020-10-08,123.6
LaSalle,per100k_last14days,2020-10-08,131.4
L'Île-Bizard–Sainte-Geneviève,per100k_last14days,2020-10-08,108.6
Mercier–Hochelaga-Maisonneuve,per100k_last14days,2020-10-08,205.8
Montréal Est,per100k_last14days,2020-10-08,259.7
Montréal-Nord,per100k_last14days,2020-10-08,359.7
Montréal-Ouest,per100k_last14days,2020-10-08,na
Mont-Royal,per100k_last14days,2020-10-08,133.2
Outremont,per100k_last14days,2020-10-08,505.1
Pierrefonds–Roxboro,per100k_last14days,2020-10-08,193.4
Plateau Mont-Royal,per100k_last14days,2020-10-08,259.6
Pointe-Claire,per100k_last14days,2020-10-08,60.5
Rivière-des-Prairies–Pointe-aux-Trembles,per100k_last14days,2020-10-08,246.4
Rosemont–La Petite Patrie,per100k_last14days,2020-10-08,173.4
Sainte-Anne-de-Bellevue,per100k_last14days,2020-10-08,na
Saint-Laurent,per100k_last14days,2020-10-08,242.8
Saint-Léonard,per100k_last14days,2020-10-08,245.2
Senneville,per100k_last14days,2020-10-08,na
Sud-Ouest,per100k_last14days,2020-10-08,230.3
Verdun,per100k_last14days,2020-10-08,156.0
Ville-Marie,per100k_last14days,2020-10-08,361.1
Villeray–Saint-Michel–Parc-Extension,per100k_last14days,2020-10-08,248.2
Westmount,per100k_last14days,2020-10-08,123.1
Territoire à confirmer,per100k_last14days,2020-10-08,na
Total à Montréal,per100k_last14days,2020-10-08,214.4
Ahuntsic–Cartierville,nb_total,2020-10-08,2913.0
Anjou,nb_total,2020-10-08,902.0
Baie D'urfé,nb_total,2020-10-08,33.0
Beaconsfield,nb_total,2020-10-08,87.0
Côte-des-Neiges–Notre-Dame-de-Grâce,nb_total,2020-10-08,2937.0
Côte-Saint-Luc,nb_total,2020-10-08,732.0
Dollard-des-Ormeaux,nb_total,2020-10-08,585.0
Dorval,nb_total,2020-10-08,233.0
Hampstead,nb_total,2020-10-08,95.0
Kirkland,nb_total,2020-10-08,169.0
Lachine,nb_total,2020-10-08,788.0
LaSalle,nb_total,2020-10-08,1473.0
L'Île-Bizard–Sainte-Geneviève,nb_total,2020-10-08,253.0
Mercier–Hochelaga-Maisonneuve,nb_total,2020-10-08,2922.0
Montréal Est,nb_total,2020-10-08,59.0
Montréal-Nord,nb_total,2020-10-08,3114.0
Montréal-Ouest,nb_total,2020-10-08,38.0
Mont-Royal,nb_total,2020-10-08,334.0
Outremont,nb_total,2020-10-08,507.0
Pierrefonds–Roxboro,nb_total,2020-10-08,756.0
Plateau Mont-Royal,nb_total,2020-10-08,1550.0
Pointe-Claire,nb_total,2020-10-08,267.0
Rivière-des-Prairies–Pointe-aux-Trembles,nb_total,2020-10-08,2662.0
Rosemont–La Petite Patrie,nb_total,2020-10-08,2161.0
Sainte-Anne-de-Bellevue,nb_total,2020-10-08,23.0
Saint-Laurent,nb_total,2020-10-08,1548.0
Saint-Léonard,nb_total,2020-10-08,1547.0
Senneville,nb_total,2020-10-08,5.0
Sud-Ouest,nb_total,2020-10-08,1322.0
Verdun,nb_total,2020-10-08,1187.0
Ville-Marie,nb_total,2020-10-08,1584.0
Villeray–Saint-Michel–Parc-Extension,nb_total,2020-10-08,2953.0
Westmount,nb_total,2020-10-08,245.0
Territoire à confirmer,nb_total,2020-10-08,860.0
Total à Montréal,nb_total,2020-10-08,36842.0
Ahuntsic–Cartierville,per100k_total,2020-10-08,2169.9
Anjou,per100k_total,2020-10-08,2107.7
Baie D'urfé,per100k_total,2020-10-08,863.2
Beaconsfield,per100k_total,2020-10-08,450.2
Côte-des-Neiges–Notre-Dame-de-Grâce,per100k_total,2020-10-08,1763.8
Côte-Saint-Luc,per100k_total,2020-10-08,2255.9
Dollard-des-Ormeaux,per100k_total,2020-10-08,1196.3
Dorval,per100k_total,2020-10-08,1227.6
Hampstead,per100k_total,2020-10-08,1362.4
Kirkland,per100k_total,2020-10-08,838.7
Lachine,per100k_total,2020-10-08,1771.2
LaSalle,per100k_total,2020-10-08,1916.6
L'Île-Bizard–Sainte-Geneviève,per100k_total,2020-10-08,1374.0
Mercier–Hochelaga-Maisonneuve,per100k_total,2020-10-08,2148.2
Montréal Est,per100k_total,2020-10-08,1532.5
Montréal-Nord,per100k_total,2020-10-08,3696.8
Montréal-Ouest,per100k_total,2020-10-08,752.5
Mont-Royal,per100k_total,2020-10-08,1647.3
Outremont,per100k_total,2020-10-08,2116.6
Pierrefonds–Roxboro,per100k_total,2020-10-08,1091.0
Plateau Mont-Royal,per100k_total,2020-10-08,1490.4
Pointe-Claire,per100k_total,2020-10-08,850.9
Rivière-des-Prairies–Pointe-aux-Trembles,per100k_total,2020-10-08,2493.8
Rosemont–La Petite Patrie,per100k_total,2020-10-08,1548.1
Sainte-Anne-de-Bellevue,per100k_total,2020-10-08,463.9
Saint-Laurent,per100k_total,2020-10-08,1566.4
Saint-Léonard,per100k_total,2020-10-08,1975.6
Senneville,per100k_total,2020-10-08,na
Sud-Ouest,per100k_total,2020-10-08,1691.6
Verdun,per100k_total,2020-10-08,1714.6
Ville-Marie,per100k_total,2020-10-08,1776.4
Villeray–Saint-Michel–Parc-Extension,per100k_total,2020-10-08,2052.8
Westmount,per100k_total,2020-10-08,1206.2
Territoire à confirmer,per100k_total,2020-10-08,na
Total à Montréal,per100k_total,2020-10-08,1783.5
Ahuntsic–Cartierville,deaths_nb_last14days,2020-10-08,5.0
Anjou,deaths_nb_last14days,2020-10-08,0.0
Baie D'urfé,deaths_nb_last14days,2020-10-08,0.0
Beaconsfield,deaths_nb_last14days,2020-10-08,0.0
Côte-des-Neiges–Notre-Dame-de-Grâce,deaths_nb_last14days,2020-10-08,5.0
Côte-Saint-Luc,deaths_nb_last14days,2020-10-08,5.0
Dollard-des-Ormeaux,deaths_nb_last14days,2020-10-08,0.0
Dorval,deaths_nb_last14days,2020-10-08,0.0
Hampstead,deaths_nb_last14days,2020-10-08,0.0
Kirkland,deaths_nb_last14days,2020-10-08,0.0
Lachine,deaths_nb_last14days,2020-10-08,0.0
LaSalle,deaths_nb_last14days,2020-10-08,0.0
L'Île-Bizard–Sainte-Geneviève,deaths_nb_last14days,2020-10-08,0.0
Mercier–Hochelaga-Maisonneuve,deaths_nb_last14days,2020-10-08,0.0
Montréal Est,deaths_nb_last14days,2020-10-08,0.0
Montréal-Nord,deaths_nb_last14days,2020-10-08,5.0
Montréal-Ouest,deaths_nb_last14days,2020-10-08,0.0
Mont-Royal,deaths_nb_last14days,2020-10-08,0.0
Outremont,deaths_nb_last14days,2020-10-08,5.0
Pierrefonds–Roxboro,deaths_nb_last14days,2020-10-08,0.0
Plateau Mont-Royal,deaths_nb_last14days,2020-10-08,5.0
Pointe-Claire,deaths_nb_last14days,2020-10-08,0.0
Rivière-des-Prairies–Pointe-aux-Trembles,deaths_nb_last14days,2020-10-08,0.0
Rosemont–La Petite Patrie,deaths_nb_last14days,2020-10-08,0.0
Sainte-Anne-de-Bellevue,deaths_nb_last14days,2020-10-08,0.0
Saint-Laurent,deaths_nb_last14days,2020-10-08,0.0
Saint-Léonard,deaths_nb_last14days,2020-10-08,5.0
Senneville,deaths_nb_last14days,2020-10-08,0.0
Sud-Ouest,deaths_nb_last14days,2020-10-08,0.0
Verdun,deaths_nb_last14days,2020-10-08,0.0
Ville-Marie,deaths_nb_last14days,2020-10-08,5.0
Villeray–Saint-Michel–Parc-Extension,deaths_nb_last14days,2020-10-08,5.0
Westmount,deaths_nb_last14days,2020-10-08,0.0
Territoire à confirmer,deaths_nb_last14days,2020-10-08,0.0
Total à Montréal,deaths_nb_last14days,2020-10-08,12.0
Ahuntsic–Cartierville,per100k_total,2020-10-08,na
Anjou,per100k_total,2020-10-08,na
Baie D'urfé,per100k_total,2020-10-08,na
Beaconsfield,per100k_total,2020-10-08,na
Côte-des-Neiges–Notre-Dame-de-Grâce,per100k_total,2020-10-08,na
Côte-Saint-Luc,per100k_total,2020-10-08,na
Dollard-des-Ormeaux,per100k_total,2020-10-08,na
Dorval,per100k_total,2020-10-08,na
Hampstead,per100k_total,2020-10-08,na
Kirkland,per100k_total,2020-10-08,na
Lachine,per100k_total,2020-10-08,na
LaSalle,per100k_total,2020-10-08,na
L'Île-Bizard–Sainte-Geneviève,per100k_total,2020-10-08,na
Mercier–Hochelaga-Maisonneuve,per100k_total,2020-10-08,na
Montréal Est,per100k_total,2020-10-08,na
Montréal-Nord,per100k_total,2020-10-08,na
Montréal-Ouest,per100k_total,2020-10-08,na
Mont-Royal,per100k_total,2020-10-08,na
Outremont,per100k_total,2020-10-08,na
Pierrefonds–Roxboro,per100k_total,2020-10-08,na
Plateau Mont-Royal,per100k_total,2020-10-08,na
Pointe-Claire,per100k_total,2020-10-08,na
Rivière-des-Prairies–Pointe-aux-Trembles,per100k_total,2020-10-08,na
Rosemont–La Petite Patrie,per100k_total,2020-10-08,na
Sainte-Anne-de-Bellevue,per100k_total,2020-10-08,na
Saint-Laurent,per100k_total,2020-10-08,na
Saint-Léonard,per100k_total,2020-10-08,na
Senneville,per100k_total,2020-10-08,na
Sud-Ouest,per100k_total,2020-10-08,na
Verdun,per100k_total,2020-10-08,na
Ville-Marie,per100k_total,2020-10-08,na
Villeray–Saint-Michel–Parc-Extension,per100k_total,2020-10-08,na
Westmount,per100k_total,2020-10-08,na
Territoire à confirmer,per100k_total,2020-10-08,na
Total à Montréal,per100k_total,2020-10-08,0.6
Ahuntsic–Cartierville,deaths_nb_total,2020-10-08,360.0
Anjou,deaths_nb_total,2020-10-08,51.0
Baie D'urfé,deaths_nb_total,2020-10-08,5.0
Beaconsfield,deaths_nb_total,2020-10-08,9.0
Côte-des-Neiges–Notre-Dame-de-Grâce,deaths_nb_total,2020-10-08,263.0
Côte-Saint-Luc,deaths_nb_total,2020-10-08,65.0
Dollard-des-Ormeaux,deaths_nb_total,2020-10-08,83.0
Dorval,deaths_nb_total,2020-10-08,50.0
Hampstead,deaths_nb_total,2020-10-08,5.0
Kirkland,deaths_nb_total,2020-10-08,23.0
Lachine,deaths_nb_total,2020-10-08,101.0
LaSalle,deaths_nb_total,2020-10-08,184.0
L'Île-Bizard–Sainte-Geneviève,deaths_nb_total,2020-10-08,46.0
Mercier–Hochelaga-Maisonneuve,deaths_nb_total,2020-10-08,373.0
Montréal Est,deaths_nb_total,2020-10-08,5.0
Montréal-Nord,deaths_nb_total,2020-10-08,248.0
Montréal-Ouest,deaths_nb_total,2020-10-08,5.0
Mont-Royal,deaths_nb_total,2020-10-08,77.0
Outremont,deaths_nb_total,2020-10-08,12.0
Pierrefonds–Roxboro,deaths_nb_total,2020-10-08,39.0
Plateau Mont-Royal,deaths_nb_total,2020-10-08,142.0
Pointe-Claire,deaths_nb_total,2020-10-08,40.0
Rivière-des-Prairies–Pointe-aux-Trembles,deaths_nb_total,2020-10-08,242.0
Rosemont–La Petite Patrie,deaths_nb_total,2020-10-08,239.0
Sainte-Anne-de-Bellevue,deaths_nb_total,2020-10-08,5.0
Saint-Laurent,deaths_nb_total,2020-10-08,121.0
Saint-Léonard,deaths_nb_total,2020-10-08,63.0
Senneville,deaths_nb_total,2020-10-08,0.0
Sud-Ouest,deaths_nb_total,2020-10-08,182.0
Verdun,deaths_nb_total,2020-10-08,159.0
Ville-Marie,deaths_nb_total,2020-10-08,90.0
Villeray–Saint-Michel–Parc-Extension,deaths_nb_total,2020-10-08,133.0
Westmount,deaths_nb_total,2020-10-08,37.0
Territoire à confirmer,deaths_nb_total,2020-10-08,45.0
Total à Montréal,deaths_nb_total,2020-10-08,3493.0
Ahuntsic–Cartierville,deaths_per100k_total,2020-10-08,268.2
Anjou,deaths_per100k_total,2020-10-08,119.2
Baie D'urfé,deaths_per100k_total,2020-10-08,na
Beaconsfield,deaths_per100k_total,2020-10-08,46.6
Côte-des-Neiges–Notre-Dame-de-Grâce,deaths_per100k_total,2020-10-08,157.9
Côte-Saint-Luc,deaths_per100k_total,2020-10-08,200.3
Dollard-des-Ormeaux,deaths_per100k_total,2020-10-08,169.7
Dorval,deaths_per100k_total,2020-10-08,263.4
Hampstead,deaths_per100k_total,2020-10-08,na
Kirkland,deaths_per100k_total,2020-10-08,114.1
Lachine,deaths_per100k_total,2020-10-08,227.0
LaSalle,deaths_per100k_total,2020-10-08,239.4
L'Île-Bizard–Sainte-Geneviève,deaths_per100k_total,2020-10-08,249.8
Mercier–Hochelaga-Maisonneuve,deaths_per100k_total,2020-10-08,274.2
Montréal Est,deaths_per100k_total,2020-10-08,na
Montréal-Nord,deaths_per100k_total,2020-10-08,294.4
Montréal-Ouest,deaths_per100k_total,2020-10-08,na
Mont-Royal,deaths_per100k_total,2020-10-08,379.8
Outremont,deaths_per100k_total,2020-10-08,50.1
Pierrefonds–Roxboro,deaths_per100k_total,2020-10-08,56.3
Plateau Mont-Royal,deaths_per100k_total,2020-10-08,136.5
Pointe-Claire,deaths_per100k_total,2020-10-08,127.5
Rivière-des-Prairies–Pointe-aux-Trembles,deaths_per100k_total,2020-10-08,226.7
Rosemont–La Petite Patrie,deaths_per100k_total,2020-10-08,171.2
Sainte-Anne-de-Bellevue,deaths_per100k_total,2020-10-08,na
Saint-Laurent,deaths_per100k_total,2020-10-08,122.4
Saint-Léonard,deaths_per100k_total,2020-10-08,80.5
Senneville,deaths_per100k_total,2020-10-08,na
Sud-Ouest,deaths_per100k_total,2020-10-08,232.9
Verdun,deaths_per100k_total,2020-10-08,229.7
Ville-Marie,deaths_per100k_total,2020-10-08,100.9
Villeray–Saint-Michel–Parc-Extension,deaths_per100k_total,2020-10-08,92.5
Westmount,deaths_per100k_total,2020-10-08,182.2
Territoire à confirmer,deaths_per100k_total,2020-10-08,na
Total à Montréal,deaths_per100k_total,2020-10-08,169.1
Ahuntsic–Cartierville,nb_last24h,2020-10-09,14.0
Anjou,nb_last24h,2020-10-09,5.0
Baie D'urfé,nb_last24h,2020-10-09,0.0
Beaconsfield,nb_last24h,2020-10-09,0.0
Côte-des-Neiges–Notre-Dame-de-Grâce,nb_last24h,2020-10-09,26.0
Côte-Saint-Luc,nb_last24h,2020-10-09,9.0
Dollard-des-Ormeaux,nb_last24h,2020-10-09,7.0
Dorval,nb_last24h,2020-10-09,0.0
Hampstead,nb_last24h,2020-10-09,5.0
Kirkland,nb_last24h,2020-10-09,5.0
Lachine,nb_last24h,2020-10-09,6.0
LaSalle,nb_last24h,2020-10-09,14.0
L'Île-Bizard–Sainte-Geneviève,nb_last24h,2020-10-09,5.0
Mercier–Hochelaga-Maisonneuve,nb_last24h,2020-10-09,15.0
Montréal Est,nb_last24h,2020-10-09,5.0
Montréal-Nord,nb_last24h,2020-10-09,23.0
Montréal-Ouest,nb_last24h,2020-10-09,-1.0
Mont-Royal,nb_last24h,2020-10-09,0.0
Outremont,nb_last24h,2020-10-09,0.0
Pierrefonds–Roxboro,nb_last24h,2020-10-09,12.0
Plateau Mont-Royal,nb_last24h,2020-10-09,21.0
Pointe-Claire,nb_last24h,2020-10-09,5.0
Rivière-des-Prairies–Pointe-aux-Trembles,nb_last24h,2020-10-09,18.0
Rosemont–La Petite Patrie,nb_last24h,2020-10-09,18.0
Sainte-Anne-de-Bellevue,nb_last24h,2020-10-09,0.0
Saint-Laurent,nb_last24h,2020-10-09,26.0
Saint-Léonard,nb_last24h,2020-10-09,19.0
Senneville,nb_last24h,2020-10-09,0.0
Sud-Ouest,nb_last24h,2020-10-09,12.0
Verdun,nb_last24h,2020-10-09,7.0
Ville-Marie,nb_last24h,2020-10-09,40.0
Villeray–Saint-Michel–Parc-Extension,nb_last24h,2020-10-09,28.0
Westmount,nb_last24h,2020-10-09,5.0
Territoire à confirmer,nb_last24h,2020-10-09,11.0
Total à Montréal,nb_last24h,2020-10-09,345.0
Ahuntsic–Cartierville,nb_last14days,2020-10-09,255.0
Anjou,nb_last14days,2020-10-09,102.0
Baie D'urfé,nb_last14days,2020-10-09,5.0
Beaconsfield,nb_last14days,2020-10-09,16.0
Côte-des-Neiges–Notre-Dame-de-Grâce,nb_last14days,2020-10-09,364.0
Côte-Saint-Luc,nb_last14days,2020-10-09,124.0
Dollard-des-Ormeaux,nb_last14days,2020-10-09,77.0
Dorval,nb_last14days,2020-10-09,22.0
Hampstead,nb_last14days,2020-10-09,23.0
Kirkland,nb_last14days,2020-10-09,22.0
Lachine,nb_last14days,2020-10-09,55.0
LaSalle,nb_last14days,2020-10-09,101.0
L'Île-Bizard–Sainte-Geneviève,nb_last14days,2020-10-09,20.0
Mercier–Hochelaga-Maisonneuve,nb_last14days,2020-10-09,280.0
Montréal Est,nb_last14days,2020-10-09,10.0
Montréal-Nord,nb_last14days,2020-10-09,303.0
Montréal-Ouest,nb_last14days,2020-10-09,5.0
Mont-Royal,nb_last14days,2020-10-09,27.0
Outremont,nb_last14days,2020-10-09,121.0
Pierrefonds–Roxboro,nb_last14days,2020-10-09,134.0
Plateau Mont-Royal,nb_last14days,2020-10-09,270.0
Pointe-Claire,nb_last14days,2020-10-09,19.0
Rivière-des-Prairies–Pointe-aux-Trembles,nb_last14days,2020-10-09,263.0
Rosemont–La Petite Patrie,nb_last14days,2020-10-09,242.0
Sainte-Anne-de-Bellevue,nb_last14days,2020-10-09,5.0
Saint-Laurent,nb_last14days,2020-10-09,240.0
Saint-Léonard,nb_last14days,2020-10-09,192.0
Senneville,nb_last14days,2020-10-09,5.0
Sud-Ouest,nb_last14days,2020-10-09,180.0
Verdun,nb_last14days,2020-10-09,108.0
Ville-Marie,nb_last14days,2020-10-09,322.0
Villeray–Saint-Michel–Parc-Extension,nb_last14days,2020-10-09,357.0
Westmount,nb_last14days,2020-10-09,25.0
Territoire à confirmer,nb_last14days,2020-10-09,146.0
Total à Montréal,nb_last14days,2020-10-09,4429.0
Ahuntsic–Cartierville,per100k_last14days,2020-10-09,190.0
Anjou,per100k_last14days,2020-10-09,238.3
Baie D'urfé,per100k_last14days,2020-10-09,na
Beaconsfield,per100k_last14days,2020-10-09,82.8
Côte-des-Neiges–Notre-Dame-de-Grâce,per100k_last14days,2020-10-09,218.6
Côte-Saint-Luc,per100k_last14days,2020-10-09,382.1
Dollard-des-Ormeaux,per100k_last14days,2020-10-09,157.5
Dorval,per100k_last14days,2020-10-09,115.9
Hampstead,per100k_last14days,2020-10-09,329.8
Kirkland,per100k_last14days,2020-10-09,109.2
Lachine,per100k_last14days,2020-10-09,123.6
LaSalle,per100k_last14days,2020-10-09,131.4
L'Île-Bizard–Sainte-Geneviève,per100k_last14days,2020-10-09,108.6
Mercier–Hochelaga-Maisonneuve,per100k_last14days,2020-10-09,205.8
Montréal Est,per100k_last14days,2020-10-09,259.7
Montréal-Nord,per100k_last14days,2020-10-09,359.7
Montréal-Ouest,per100k_last14days,2020-10-09,na
Mont-Royal,per100k_last14days,2020-10-09,133.2
Outremont,per100k_last14days,2020-10-09,505.1
Pierrefonds–Roxboro,per100k_last14days,2020-10-09,193.4
Plateau Mont-Royal,per100k_last14days,2020-10-09,259.6
Pointe-Claire,per100k_last14days,2020-10-09,60.5
Rivière-des-Prairies–Pointe-aux-Trembles,per100k_last14days,2020-10-09,246.4
Rosemont–La Petite Patrie,per100k_last14days,2020-10-09,173.4
Sainte-Anne-de-Bellevue,per100k_last14days,2020-10-09,na
Saint-Laurent,per100k_last14days,2020-10-09,242.8
Saint-Léonard,per100k_last14days,2020-10-09,245.2
Senneville,per100k_last14days,2020-10-09,na
Sud-Ouest,per100k_last14days,2020-10-09,230.3
Verdun,per100k_last14days,2020-10-09,156.0
Ville-Marie,per100k_last14days,2020-10-09,361.1
Villeray–Saint-Michel–Parc-Extension,per100k_last14days,2020-10-09,248.2
Westmount,per100k_last14days,2020-10-09,123.1
Territoire à confirmer,per100k_last14days,2020-10-09,na
Total à Montréal,per100k_last14days,2020-10-09,214.4
Ahuntsic–Cartierville,nb_total,2020-10-09,2913.0
Anjou,nb_total,2020-10-09,902.0
Baie D'urfé,nb_total,2020-10-09,33.0
Beaconsfield,nb_total,2020-10-09,87.0
Côte-des-Neiges–Notre-Dame-de-Grâce,nb_total,2020-10-09,2937.0
Côte-Saint-Luc,nb_total,2020-10-09,732.0
Dollard-des-Ormeaux,nb_total,2020-10-09,585.0
Dorval,nb_total,2020-10-09,233.0
Hampstead,nb_total,2020-10-09,95.0
Kirkland,nb_total,2020-10-09,169.0
Lachine,nb_total,2020-10-09,788.0
LaSalle,nb_total,2020-10-09,1473.0
L'Île-Bizard–Sainte-Geneviève,nb_total,2020-10-09,253.0
Mercier–Hochelaga-Maisonneuve,nb_total,2020-10-09,2922.0
Montréal Est,nb_total,2020-10-09,59.0
Montréal-Nord,nb_total,2020-10-09,3114.0
Montréal-Ouest,nb_total,2020-10-09,38.0
Mont-Royal,nb_total,2020-10-09,334.0
Outremont,nb_total,2020-10-09,507.0
Pierrefonds–Roxboro,nb_total,2020-10-09,756.0
Plateau Mont-Royal,nb_total,2020-10-09,1550.0
Pointe-Claire,nb_total,2020-10-09,267.0
Rivière-des-Prairies–Pointe-aux-Trembles,nb_total,2020-10-09,2662.0
Rosemont–La Petite Patrie,nb_total,2020-10-09,2161.0
Sainte-Anne-de-Bellevue,nb_total,2020-10-09,23.0
Saint-Laurent,nb_total,2020-10-09,1548.0
Saint-Léonard,nb_total,2020-10-09,1547.0
Senneville,nb_total,2020-10-09,5.0
Sud-Ouest,nb_total,2020-10-09,1322.0
Verdun,nb_total,2020-10-09,1187.0
Ville-Marie,nb_total,2020-10-09,1584.0
Villeray–Saint-Michel–Parc-Extension,nb_total,2020-10-09,2953.0
Westmount,nb_total,2020-10-09,245.0
Territoire à confirmer,nb_total,2020-10-09,860.0
Total à Montréal,nb_total,2020-10-09,36842.0
Ahuntsic–Cartierville,per100k_total,2020-10-09,2169.9
Anjou,per100k_total,2020-10-09,2107.7
Baie D'urfé,per100k_total,2020-10-09,863.2
Beaconsfield,per100k_total,2020-10-09,450.2
Côte-des-Neiges–Notre-Dame-de-Grâce,per100k_total,2020-10-09,1763.8
Côte-Saint-Luc,per100k_total,2020-10-09,2255.9
Dollard-des-Ormeaux,per100k_total,2020-10-09,1196.3
Dorval,per100k_total,2020-10-09,1227.6
Hampstead,per100k_total,2020-10-09,1362.4
Kirkland,per100k_total,2020-10-09,838.7
Lachine,per100k_total,2020-10-09,1771.2
LaSalle,per100k_total,2020-10-09,1916.6
L'Île-Bizard–Sainte-Geneviève,per100k_total,2020-10-09,1374.0
Mercier–Hochelaga-Maisonneuve,per100k_total,2020-10-09,2148.2
Montréal Est,per100k_total,2020-10-09,1532.5
Montréal-Nord,per100k_total,2020-10-09,3696.8
Montréal-Ouest,per100k_total,2020-10-09,752.5
Mont-Royal,per100k_total,2020-10-09,1647.3
Outremont,per100k_total,2020-10-09,2116.6
Pierrefonds–Roxboro,per100k_total,2020-10-09,1091.0
Plateau Mont-Royal,per100k_total,2020-10-09,1490.4
Pointe-Claire,per100k_total,2020-10-09,850.9
Rivière-des-Prairies–Pointe-aux-Trembles,per100k_total,2020-10-09,2493.8
Rosemont–La Petite Patrie,per100k_total,2020-10-09,1548.1
Sainte-Anne-de-Bellevue,per100k_total,2020-10-09,463.9
Saint-Laurent,per100k_total,2020-10-09,1566.4
