date,ch,chsld,home,intermediate_resource,psr,other,unknown,total
2021-08-19,205.0,2732.0,933.0,135.0,697.0,72.0,0.0,4774.0
2021-08-22,205.0,2732.0,933.0,135.0,697.0,72.0,0.0,4774.0
2021-08-23,205.0,2732.0,933.0,135.0,697.0,72.0,0.0,4774.0
2021-08-24,205.0,2732.0,934.0,135.0,697.0,72.0,0.0,4775.0
2021-08-25,205.0,2732.0,934.0,135.0,697.0,72.0,0.0,4775.0
2021-08-26,205.0,2732.0,934.0,135.0,697.0,72.0,0.0,4775.0
2021-08-29,205.0,2732.0,934.0,135.0,697.0,72.0,0.0,4775.0
2021-08-30,205.0,2732.0,934.0,135.0,697.0,72.0,0.0,4775.0
2021-08-31,205.0,2732.0,934.0,135.0,697.0,72.0,0.0,4775.0
2021-09-01,205.0,2732.0,934.0,135.0,697.0,72.0,0.0,4775.0
2021-09-02,205.0,2732.0,935.0,135.0,697.0,72.0,0.0,4776.0
2021-09-06,205.0,2732.0,935.0,135.0,697.0,72.0,0.0,4776.0
2021-09-07,205.0,2732.0,935.0,135.0,697.0,72.0,0.0,4776.0
2021-09-08,205.0,2732.0,935.0,135.0,697.0,72.0,0.0,4776.0
2021-09-09,205.0,2732.0,937.0,135.0,697.0,72.0,0.0,4778.0
2021-09-12,205.0,2732.0,939.0,135.0,697.0,72.0,0.0,4780.0
