,Ahuntsic–Cartierville,Ahuntsic–Cartierville,Ahuntsic–Cartierville,Ahuntsic–Cartierville,Anjou,Anjou,Anjou,Anjou,Baie-D'Urfé,Baie-D'Urfé,Baie-D'Urfé,Baie-D'Urfé,Beaconsfield,Beaconsfield,Beaconsfield,Beaconsfield,Côte-Saint-Luc,Côte-Saint-Luc,Côte-Saint-Luc,Côte-Saint-Luc,Côte-des-Neiges–Notre-Dame-de-Grâce,Côte-des-Neiges–Notre-Dame-de-Grâce,Côte-des-Neiges–Notre-Dame-de-Grâce,Côte-des-Neiges–Notre-Dame-de-Grâce,Dollard-des-Ormeaux,Dollard-des-Ormeaux,Dollard-des-Ormeaux,Dollard-des-Ormeaux,Dorval,Dorval,Dorval,Dorval,Hampstead,Hampstead,Hampstead,Hampstead,Kirkland,Kirkland,Kirkland,Kirkland,L'Île-Bizard–Sainte-Geneviève,L'Île-Bizard–Sainte-Geneviève,L'Île-Bizard–Sainte-Geneviève,L'Île-Bizard–Sainte-Geneviève,LaSalle,LaSalle,LaSalle,LaSalle,Lachine,Lachine,Lachine,Lachine,Mercier–Hochelaga-Maisonneuve,Mercier–Hochelaga-Maisonneuve,Mercier–Hochelaga-Maisonneuve,Mercier–Hochelaga-Maisonneuve,Mont-Royal,Mont-Royal,Mont-Royal,Mont-Royal,Montréal-Est,Montréal-Est,Montréal-Est,Montréal-Est,Montréal-Nord,Montréal-Nord,Montréal-Nord,Montréal-Nord,Montréal-Ouest,Montréal-Ouest,Montréal-Ouest,Montréal-Ouest,Outremont,Outremont,Outremont,Outremont,Pierrefonds–Roxboro,Pierrefonds–Roxboro,Pierrefonds–Roxboro,Pierrefonds–Roxboro,Plateau-Mont-Royal,Plateau-Mont-Royal,Plateau-Mont-Royal,Plateau-Mont-Royal,Pointe-Claire,Pointe-Claire,Pointe-Claire,Pointe-Claire,Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies–Pointe-aux-Trembles,Rosemont–La Petite Patrie,Rosemont–La Petite Patrie,Rosemont–La Petite Patrie,Rosemont–La Petite Patrie,Saint-Laurent,Saint-Laurent,Saint-Laurent,Saint-Laurent,Saint-Léonard,Saint-Léonard,Saint-Léonard,Saint-Léonard,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,Senneville,Senneville,Senneville,Senneville,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Verdun,Verdun,Verdun,Verdun,Ville-Marie,Ville-Marie,Ville-Marie,Ville-Marie,Villeray–Saint-Michel–Parc-Extension,Villeray–Saint-Michel–Parc-Extension,Villeray–Saint-Michel–Parc-Extension,Villeray–Saint-Michel–Parc-Extension,Westmount,Westmount,Westmount,Westmount
2020-09-14,41,30.54117471786659,2540,8,7,16.356668847555845,749,3,0,0.0,31,0,6,31.0494721589733,68,1,14,43.145956607495066,562,2,35,21.018496276723518,2423,5,24,49.080758297715704,478,1,1,5.268703898840886,205,0,3,43.02308905779435,64,0,2,9.925065753560618,140,0,3,16.292836582849073,225,0,9,11.710668418929645,1318,0,11,24.72521297399357,714,1,44,32.347232841263306,2539,5,2,9.863878477017163,296,0,0,0.0,49,1,51,60.5456229076145,2712,10,0,0.0,32,0,22,91.84269850546882,304,4,8,11.544511306405761,594,1,32,30.76923076923077,1124,0,0,0.0,244,0,35,32.7890353465801,2290,10,39,27.938964109176876,1817,4,28,28.33205164528271,1204,2,39,49.80524870697912,1246,8,2,40.338846308995564,20,0,0,0.0,5,0,34,43.50552136249056,1089,5,15,21.667220384520938,1053,0,63,70.65156442749804,1147,10,47,32.672241802395504,2422,11,7,34.46238676644348,205,1
2020-09-15,45,33.52080151960967,2545,5,14,32.71333769511169,756,7,0,0.0,31,0,6,31.0494721589733,68,0,15,46.22781065088757,564,2,38,22.820081671871247,2428,5,24,49.080758297715704,479,1,1,5.268703898840886,205,0,3,43.02308905779435,64,0,1,4.962532876780309,140,0,4,21.723782110465432,226,1,8,10.409483039048572,1318,0,14,31.46845287599182,716,2,47,34.55272598953126,2546,7,2,9.863878477017163,296,0,1,25.974025974025974,49,0,54,64.10713013747417,2716,4,0,0.0,32,0,22,91.84269850546882,305,1,7,10.10144739310504,594,0,39,37.5,1132,8,0,0.0,244,0,46,43.09416074121956,2303,13,44,31.520882584712375,1826,9,28,28.33205164528271,1206,2,48,61.29876763935892,1256,10,2,40.338846308995564,20,0,0,0.0,5,0,35,44.785095520210874,1091,2,15,21.667220384520938,1053,0,69,77.38028484916452,1153,6,54,37.538320368709726,2430,8,8,39.38558487593541,206,1
2020-09-16,56,41.71477522440314,2566,21,16,37.38667165155622,762,6,0,0.0,31,0,5,25.874560132477747,70,2,17,52.39151873767258,568,4,51,30.62695171751141,2455,27,14,28.63044234033416,486,7,0,0.0,205,0,4,57.364118743725804,66,2,0,0.0,140,0,4,21.723782110465432,227,1,13,16.91540993845393,1327,9,13,29.220706241992406,720,4,55,40.434041051579136,2564,18,2,9.863878477017163,298,2,1,25.974025974025974,49,0,43,51.04827029465537,2727,11,1,19.801980198019802,33,1,29,121.06537530266344,319,14,9,12.98757521970648,600,6,34,32.69230769230769,1143,11,1,3.1867431485022304,244,0,48,44.967819903881285,2318,15,51,36.535568450462065,1848,22,42,42.49807746792407,1228,22,50,63.852882957665535,1269,13,0,0.0,20,0,0,0.0,5,0,31,39.666798889329634,1099,8,17,24.556183102457066,1059,6,61,68.40865762027587,1171,18,70,48.660785663142235,2456,26,8,39.38558487593541,208,2
2020-09-17,55,40.96986852396737,2568,2,19,44.39667258622301,765,3,0,0.0,31,0,5,25.874560132477747,70,0,14,43.145956607495066,570,2,50,30.02642325246217,2455,0,16,32.72050553181047,489,3,2,10.537407797681771,207,2,6,86.0461781155887,68,2,0,0.0,140,0,3,16.292836582849073,226,-1,16,20.818966078097144,1330,3,13,29.220706241992406,722,2,53,38.963712286067164,2567,3,1,4.931939238508582,298,0,1,25.974025974025974,49,0,41,48.67393214141558,2728,1,1,19.801980198019802,33,0,26,108.54137096100861,320,1,10,14.4306391330072,601,1,36,34.61538461538461,1146,3,2,6.373486297004461,245,1,51,47.778308647873864,2322,4,51,36.535568450462065,1850,2,40,40.47435949326102,1230,2,47,60.02170998020561,1271,2,0,0.0,20,0,0,0.0,5,0,34,43.50552136249056,1104,5,22,31.778589897297376,1065,6,60,67.2872042166648,1173,2,69,47.965631582240206,2463,7,8,39.38558487593541,208,0
2020-09-20,70,52.14346903050392,2584,16,34,79.44667725955696,780,15,0,0.0,31,0,5,25.874560132477747,70,0,33,101.70118343195266,590,20,91,54.648090319481135,2497,42,21,42.945663510501234,495,6,2,10.537407797681771,207,0,9,129.06926717338305,72,4,2,9.925065753560618,142,2,4,21.723782110465432,228,2,27,35.132005256788936,1345,15,13,29.220706241992406,725,3,84,61.753808151502675,2602,35,6,29.591635431051493,302,4,1,25.974025974025974,49,0,76,90.22484982311181,2763,35,2,39.603960396039604,34,1,66,275.52809551640644,362,42,13,18.75983087290936,605,4,80,76.92307692307692,1196,50,3,9.560229445506693,247,2,76,71.19904818114537,2349,27,77,55.161544523246654,1876,26,59,59.69968025256001,1252,22,72,91.94815145903837,1297,26,0,0.0,20,0,0,0.0,5,0,46,58.86041125513429,1115,11,22,31.778589897297376,1068,3,88,98.68789951777504,1204,31,119,82.7233356273418,2515,52,11,54.15517920441118,211,3
2020-09-21,84,62.57216283660471,2602,18,36,84.1200112160015,782,2,0,0.0,31,0,5,25.874560132477747,70,0,32,98.61932938856016,590,0,98,58.851789574825844,2509,12,23,47.035726701977545,498,3,2,10.537407797681771,207,0,9,129.06926717338305,72,0,4,19.850131507121237,144,2,4,21.723782110465432,228,0,30,39.03556139643215,1348,3,13,29.220706241992406,725,0,91,66.89995883079456,2609,7,7,34.52357466956007,303,1,1,25.974025974025974,49,0,86,102.09654058931073,2775,12,2,39.603960396039604,34,0,64,267.17875928863657,362,0,13,18.75983087290936,605,0,90,86.53846153846155,1211,15,3,9.560229445506693,247,0,85,79.63051441312311,2358,9,89,63.75814886453185,1887,11,66,66.78269316388068,1260,8,78,99.61049741395824,1305,8,0,0.0,20,0,0,0.0,5,0,41,52.462540466532744,1118,3,22,31.778589897297376,1070,2,88,98.68789951777504,1208,4,132,91.76033867906821,2527,12,11,54.15517920441118,212,1
2020-09-22,79,58.84762933442586,2611,9,41,95.80334610711282,787,5,0,0.0,31,0,3,15.52473607948665,70,0,32,98.61932938856016,592,2,105,63.055488830170546,2523,14,22,44.99069510623939,499,1,3,15.806111696522654,208,1,8,114.72823748745161,72,0,4,19.850131507121237,144,0,4,21.723782110465432,229,1,32,41.63793215619429,1350,2,15,33.716199509991235,728,3,81,59.54831500323473,2615,6,8,39.45551390806865,304,1,1,25.974025974025974,49,0,81,96.16069520621127,2783,8,2,39.603960396039604,34,0,64,267.17875928863657,364,2,17,24.53208652611224,610,5,103,99.03846153846155,1227,16,4,12.746972594008922,248,1,86,80.56734399445396,2366,8,83,59.45984669388925,1896,9,67,67.79455215121222,1269,9,79,100.88755507311154,1317,12,0,0.0,20,0,0,0.0,5,0,37,47.3442438356515,1121,3,20,28.88962717936125,1073,3,77,86.35191207805316,1214,6,136,94.54095500267634,2547,20,11,54.15517920441118,215,3
2020-09-23,97,72.25594994226974,2637,26,41,95.80334610711282,790,3,0,0.0,31,0,3,15.52473607948665,71,1,36,110.94674556213018,598,6,133,79.87028585154935,2556,33,21,42.945663510501234,499,0,3,15.806111696522654,208,0,8,114.72823748745161,72,0,6,29.77519726068185,146,2,8,43.447564220930865,233,4,40,52.04741519524286,1358,8,14,31.46845287599182,728,0,84,61.753808151502675,2623,8,8,39.45551390806865,304,0,0,0.0,49,0,76,90.22484982311181,2788,5,2,39.603960396039604,34,0,70,292.22676797194623,374,10,20,28.8612782660144,614,4,132,126.92307692307692,1256,29,3,9.560229445506693,247,-1,88,82.44100315711569,2378,12,90,64.47453255963894,1907,11,81,81.96057797385356,1285,16,87,111.10401634633804,1333,16,0,0.0,20,0,0,0.0,5,0,36,46.064669677931185,1125,4,23,33.223071256265435,1076,3,85,95.3235393069418,1232,18,142,98.71187948808854,2564,17,12,59.07837731390311,217,2
2020-09-24,109,81.19483034749898,2654,17,39,91.13001215066828,795,5,0,0.0,31,0,4,20.6996481059822,72,1,39,120.1923076923077,603,5,136,81.6718712466971,2564,8,24,49.080758297715704,503,4,3,15.806111696522654,208,0,8,114.72823748745161,72,0,7,34.73773013746216,147,1,8,43.447564220930865,234,1,47,61.15571285441036,1365,7,14,31.46845287599182,730,2,88,64.69446568252661,2634,11,10,49.31939238508582,306,2,1,25.974025974025974,50,1,92,109.21955504903009,2808,20,2,39.603960396039604,34,0,72,300.57610419971616,377,3,26,37.51966174581872,620,6,138,132.69230769230768,1270,14,4,12.746972594008922,248,1,90,84.31466231977741,2393,15,91,65.19091625474604,1917,10,88,89.04359088517424,1294,9,87,111.10401634633804,1343,10,0,0.0,20,0,0,0.0,5,0,49,62.69913372829522,1140,15,22,31.778589897297376,1075,-1,106,118.87406078277448,1259,27,159,110.52949886342309,2589,25,12,59.07837731390311,218,1
2020-09-27,141,105.03184476144364,2707,53,60,140.2000186933358,822,27,1,26.15746795710175,32,1,1,5.17491202649555,71,-1,57,175.6656804733728,625,22,182,109.29618063896227,2637,73,37,75.66616904231171,523,20,4,21.074815595363543,209,1,9,129.06926717338305,75,3,9,44.662795891022775,149,2,9,48.87850974854722,236,2,63,81.97467893250752,1390,25,21,47.20267931398773,741,11,136,99.98235605481386,2700,66,10,49.31939238508582,308,2,2,51.94805194805195,51,1,165,195.88289764228222,2892,84,2,39.603960396039604,35,1,104,434.16548384403444,423,46,38,54.836428705427366,638,18,183,175.96153846153845,1326,56,6,19.120458891013385,250,2,125,117.10369766635752,2443,50,122,87.39881080306613,1970,53,111,112.31634759379934,1339,45,119,151.96986143924397,1388,45,0,0.0,20,0,0,0.0,5,0,73,93.40891351358269,1172,32,29,41.889959410073814,1088,13,134,150.2747560838847,1305,46,191,132.7744294522881,2647,58,20,98.46396218983853,228,10
2020-09-28,155,115.46053856754442,2723,16,67,156.5566875408917,832,10,1,26.15746795710175,32,0,1,5.17491202649555,71,0,56,172.58382642998026,626,1,190,114.10040835935624,2645,8,36,73.62113744657356,525,2,6,31.61222339304531,213,4,8,114.72823748745161,76,1,9,44.662795891022775,149,0,11,59.74040080377994,237,1,64,83.27586431238858,1394,4,19,42.7071860459889,741,0,164,120.56695877198142,2731,31,11,54.2513316235944,309,1,2,51.94805194805195,51,0,188,223.18778640453974,2916,24,3,59.4059405940594,36,1,106,442.5148200718043,426,3,45,64.9378760985324,646,8,194,186.53846153846152,1340,14,5,15.933715742511152,250,0,130,121.78784557301181,2452,9,133,95.27903144924421,1983,13,122,123.44679645444612,1352,13,135,172.40278398569694,1406,18,0,0.0,20,0,0,0.0,5,0,78,99.80678430218423,1182,10,29,41.889959410073814,1094,6,148,165.97510373443984,1321,16,192,133.46958353319013,2655,8,22,108.31035840882237,230,2
2020-09-29,151,112.48091176580134,2735,12,57,133.19001775866903,837,5,1,26.15746795710175,32,0,3,15.52473607948665,73,2,50,154.09270216962526,640,14,174,104.49195291856834,2671,26,34,69.53107425509724,529,4,11,57.95574288724974,218,5,7,100.38720780152016,79,3,8,39.70026301424247,150,1,11,59.74040080377994,239,2,52,67.66163975381572,1397,3,23,51.69817258198656,748,7,141,103.65817796859378,2743,12,10,49.31939238508582,312,3,3,77.92207792207792,52,1,166,197.07006671890213,2929,13,2,39.603960396039604,36,0,82,342.3227853385656,444,18,48,69.26706783843456,653,7,162,155.76923076923077,1358,18,4,12.746972594008922,251,1,125,117.10369766635752,2474,22,124,88.83157819328032,2000,17,111,112.31634759379934,1363,11,123,157.07809207585723,1420,14,0,0.0,20,0,0,0.0,5,0,79,101.08635845990455,1194,12,36,52.001328922850256,1104,10,143,160.36783671638443,1347,26,183,127.21319680507185,2698,43,19,93.54076408034659,230,0
2020-09-30,160,119.18507206972328,2762,27,61,142.53668567155808,843,6,1,26.15746795710175,32,0,4,20.6996481059822,74,1,58,178.74753451676528,648,8,183,109.89670910401153,2692,21,43,87.93635861674062,541,12,12,63.22444678609062,219,1,7,100.38720780152016,79,0,7,34.73773013746216,151,1,16,86.89512844186173,244,5,56,72.86638127334001,1404,7,30,67.43239901998247,755,7,152,111.7449861789096,2761,18,13,64.11521010061155,316,4,4,103.8961038961039,53,1,167,198.25723579552198,2942,13,2,39.603960396039604,36,0,87,363.19612590799034,449,5,54,77.92545131823888,659,6,164,157.69230769230768,1375,17,4,12.746972594008922,251,0,133,124.5983343170044,2491,17,132,94.56264775413712,2019,19,120,121.42307847978306,1380,17,132,168.57161100823703,1437,17,0,0.0,20,0,0,0.0,5,0,87,111.32295172166702,1205,11,40,57.7792543587225,1110,6,171,191.7685320174947,1379,32,201,139.72597026130842,2728,30,19,93.54076408034659,231,1
2020-10-01,176,131.1035792766956,2787,25,67,156.5566875408917,854,11,1,26.15746795710175,32,0,5,25.874560132477747,75,1,61,187.9930966469428,653,5,202,121.30674993994717,2725,33,49,100.20654819116956,548,7,12,63.22444678609062,220,1,9,129.06926717338305,81,2,9,44.662795891022775,153,2,18,97.75701949709445,247,3,64,83.27586431238858,1414,10,29,65.18465238598304,757,2,162,119.09663000646945,2777,16,13,64.11521010061155,317,1,5,129.87012987012986,54,1,185,219.62627917468006,2968,26,3,59.4059405940594,37,1,94,392.418802705185,458,9,57,82.25464305814104,667,8,170,163.46153846153845,1397,22,4,12.746972594008922,252,1,154,144.27175552495245,2520,29,140,100.2937173149939,2036,17,136,137.61282227708745,1405,25,130,166.0174956899304,1447,10,0,0.0,20,0,0,0.0,5,0,95,121.55954498342952,1216,11,49,70.77958658943507,1122,12,187,209.71178647527194,1401,22,211,146.67751107032876,2758,30,18,88.61756597085467,233,2
2020-10-04,214,159.41003389325488,2851,64,83,193.9433591924479,873,19,2,52.3149359142035,33,1,10,51.749120264955494,81,6,89,274.28500986193296,687,34,252,151.33317319240933,2808,83,68,139.06214851019448,567,19,16,84.29926238145417,224,4,15,215.11544528897176,87,6,8,39.70026301424247,154,1,16,86.89512844186173,249,2,69,89.78179121179394,1427,13,39,87.66211872597721,767,10,219,161.00099982356053,2842,65,20,98.63878477017164,324,7,7,181.8181818181818,56,2,235,278.9847330056746,3023,55,3,59.4059405940594,37,0,106,442.5148200718043,480,22,98,141.42026350347055,712,45,227,218.26923076923077,1483,86,13,41.427660930528994,260,8,204,191.11323459149546,2582,62,187,133.9637509850276,2094,58,167,168.98045088436476,1452,47,156,199.22099482791648,1489,42,1,20.169423154497782,21,1,0,0.0,5,0,149,190.6565495003263,1274,58,73,105.44713920466856,1149,27,256,287.09207132443646,1488,87,284,197.42375897617708,2848,90,22,108.31035840882237,239,6
2020-10-05,214,159.41003389325488,2868,17,89,207.96336106178146,884,11,2,52.3149359142035,33,0,12,62.0989443179466,84,3,97,298.939842209073,700,13,289,173.55272639923132,2853,45,66,134.97208531871817,569,2,22,115.91148577449948,230,6,18,258.1385343467661,90,3,9,44.662795891022775,156,2,16,86.89512844186173,250,1,77,100.19127425084251,1442,15,42,94.40535862797546,772,5,239,175.70428747868024,2873,31,22,108.5026632471888,328,4,7,181.8181818181818,57,1,256,303.9152836146924,3064,41,4,79.20792079207921,38,1,119,496.7855055523086,496,16,100,144.30639133007202,720,8,238,228.84615384615384,1508,25,12,38.24091778202677,260,0,215,201.4183599861349,2608,26,207,148.29142488716957,2124,30,184,186.18205366900068,1478,26,161,205.60628312368303,1504,15,3,60.50826946349334,23,2,0,0.0,5,0,150,191.9361236580466,1290,16,88,127.1143595891895,1163,14,250,280.36335090277,1509,21,287,199.50922121888317,2876,28,23,113.2335565183143,241,2
2020-10-06,174,129.61376587582407,2881,13,65,151.88335358444715,887,3,1,26.15746795710175,33,0,16,82.7985924239288,87,3,91,280.44871794871796,716,16,241,144.72736007686763,2878,25,51,104.29661138264586,574,5,24,126.44889357218123,233,3,16,229.45647497490322,91,1,14,69.47546027492432,163,7,14,76.03323738662901,250,0,66,85.87823507215073,1456,14,39,87.66211872597721,780,8,191,140.416397106393,2891,18,22,108.5026632471888,330,2,6,155.84415584415584,57,0,184,218.43911009806018,3076,12,3,59.4059405940594,38,0,79,329.79878099691075,502,6,96,138.5341356768691,734,14,187,179.80769230769232,1513,5,14,44.61440407903123,264,4,181,169.5661542208857,2624,16,161,115.337774912243,2131,7,157,158.8618610110495,1496,18,126,160.90926505331714,1514,10,4,80.67769261799113,24,1,0,0.0,5,0,128,163.78549218819975,1300,10,87,125.66987823022144,1175,12,224,251.20556240888192,1529,20,245,170.31274982099782,2892,16,13,64.00157542339504,241,0
2020-10-07,176,131.1035792766956,2899,18,65,151.88335358444715,897,10,1,26.15746795710175,33,0,16,82.7985924239288,87,0,97,298.939842209073,723,7,266,159.7405717030987,2911,33,53,108.38667457412218,578,4,20,105.3740779768177,233,0,16,229.45647497490322,92,1,16,79.40052602848495,165,2,13,70.60229185901265,250,0,65,84.57704969226965,1459,3,41,92.15761199397603,782,2,176,129.38893136505322,2907,16,25,123.29848096271454,334,4,7,181.8181818181818,58,1,175,207.75458840848114,3091,15,3,59.4059405940594,39,1,81,338.1481172246806,507,5,98,141.42026350347055,744,10,189,181.73076923076923,1529,16,15,47.80114722753346,265,1,192,179.87127961552514,2644,20,160,114.6213912171359,2143,12,170,172.01602784635935,1522,26,122,155.8010344167039,1528,14,3,60.50826946349334,23,-1,0,0.0,5,0,128,163.78549218819975,1310,10,86,124.22539687125338,1180,5,223,250.08410900527085,1544,15,270,187.69160184354863,2925,33,13,64.00157542339504,243,2
2020-10-08,178,132.59339267756712,2913,14,65,151.88335358444715,902,5,1,26.15746795710175,33,0,14,72.4487683709377,87,0,92,283.5305719921105,732,9,266,159.7405717030987,2937,26,56,114.52176936133664,585,7,15,79.03055848261327,233,0,16,229.45647497490322,95,3,19,94.28812465882586,169,4,14,76.03323738662901,253,3,76,98.89008887096143,1473,14,40,89.90986535997662,788,6,179,131.59442451332117,2922,15,22,108.5026632471888,334,0,7,181.8181818181818,59,1,185,219.62627917468006,3114,23,2,39.603960396039604,38,-1,63,263.00409117475164,507,0,103,148.63558306997416,756,12,192,184.6153846153846,1550,21,16,50.987890376035686,267,2,188,176.12396129020172,2662,18,161,115.337774912243,2161,18,185,187.1939126563322,1548,26,127,162.18632271247048,1547,19,3,60.50826946349334,23,0,0,0.0,5,0,128,163.78549218819975,1322,12,83,119.8919527943492,1187,7,237,265.7844566558259,1584,40,255,177.26429063001814,2953,28,15,73.8479716423789,245,2
2020-10-13,233,173.56326120153452,2995,82,90,210.30002804000372,933,31,2,52.3149359142035,34,1,17,87.97350445042434,91,4,133,409.88658777120315,781,49,421,252.82248378573144,3113,176,75,153.37736968036157,616,31,20,105.3740779768177,239,6,30,430.2308905779435,109,14,22,109.17572328916678,173,4,21,114.04985607994351,265,12,101,131.41972336798824,1505,32,52,116.88282496796963,807,19,233,171.29330118214435,2994,72,32,157.8220556322746,348,14,8,207.7922077922078,61,2,255,302.7281145380725,3197,83,5,99.00990099009901,41,3,88,367.37079402187527,537,30,125,180.38298916259,784,28,207,199.03846153846152,1582,32,25,79.66857871255577,276,9,231,216.40763328742867,2722,60,222,159.03718031377608,2241,80,251,253.9766058202129,1631,83,186,237.53272460251583,1623,76,6,121.01653892698668,26,3,0,0.0,5,0,158,202.1727169198091,1363,41,95,137.22572910196592,1205,18,244,273.6346304811035,1623,39,335,232.8766171021807,3063,110,18,88.61756597085467,249,4
2020-10-14,226,168.34891429848412,3013,18,82,191.60669221422563,936,3,3,78.47240387130526,35,1,17,87.97350445042434,92,1,140,431.4595660749507,793,12,438,263.0314676915686,3163,50,71,145.19724329740896,619,3,19,100.10537407797683,239,0,33,473.25397963573783,114,5,22,109.17572328916678,175,2,19,103.18796502471079,266,1,100,130.11853798810716,1514,9,52,116.88282496796963,809,2,242,177.9097806269482,3019,25,33,162.7539948707832,350,2,7,181.8181818181818,61,0,247,293.23076192511337,3215,18,5,99.00990099009901,42,1,79,329.79878099691075,537,0,125,180.38298916259,792,8,195,187.5,1592,10,31,98.78903760356914,283,7,215,201.4183599861349,2735,13,217,155.45526183824057,2253,12,255,258.024041769539,1660,29,188,240.08683992082243,1635,12,6,121.01653892698668,26,0,0,0.0,5,0,157,200.8931427620888,1373,10,87,125.66987823022144,1209,4,234,262.42009644499274,1635,12,332,230.79115485947463,3090,27,17,83.69436786136275,250,1
2020-10-15,179,133.33829937800292,3030,17,71,165.90335545378073,944,8,2,52.3149359142035,35,0,14,72.4487683709377,95,3,109,335.922090729783,796,3,384,230.60293057890945,3192,29,57,116.5668009570748,624,5,17,89.56796628029505,241,2,29,415.88986089201205,116,2,22,109.17572328916678,176,1,18,97.75701949709445,267,1,96,124.91379646858289,1523,9,50,112.38733169997077,817,8,190,139.681232723637,3032,13,31,152.89011639376605,355,5,6,155.84415584415584,62,1,206,244.55682978369782,3229,14,6,118.8118811881188,43,1,59,246.30541871921181,539,2,88,126.98962437046337,800,8,124,119.23076923076924,1607,15,25,79.66857871255577,285,2,178,166.7556654768931,2760,25,173,123.93437925352819,2267,14,227,229.69199012425628,1679,19,156,199.22099482791648,1645,10,5,100.8471157724889,26,0,0,0.0,5,0,106,135.63486071835294,1380,7,66,95.33576969189212,1215,6,156,174.94673096332846,1644,9,265,184.21583143903845,3113,23,11,54.15517920441118,250,0
2020-10-18,191,142.27717978323216,3059,29,75,175.25002336666978,959,15,2,52.3149359142035,35,0,14,72.4487683709377,98,3,115,354.41321499013804,815,19,397,238.4098006245496,3250,58,75,153.37736968036157,644,20,16,84.29926238145417,246,5,30,430.2308905779435,120,4,31,153.83851918018956,187,11,21,114.04985607994351,271,4,112,145.73276254668002,1554,31,59,132.61705140596553,831,14,200,147.03287655119684,3073,41,37,182.4817518248175,365,10,5,129.87012987012986,62,0,212,251.67984424341716,3276,47,5,99.00990099009901,43,0,49,204.55873758036236,545,6,99,142.86332741677128,819,19,112,107.6923076923077,1620,13,29,92.4155513065647,289,4,191,178.93445003419427,2799,39,193,138.26205315567017,2317,50,265,268.14263164285427,1743,64,169,215.82274439690954,1673,28,4,80.67769261799113,27,1,0,0.0,5,0,117,149.71017645327635,1407,27,80,115.558508717445,1243,28,167,187.28271840305035,1676,32,316,219.6686895650421,3192,79,11,54.15517920441118,252,2
2020-10-19,253,188.46139521024992,3134,75,52,121.5066828675577,939,-20,3,78.47240387130526,36,1,9,46.574208238459946,96,-2,102,314.3491124260355,818,3,403,242.01297141484505,3281,31,77,157.46743287183787,651,7,65,342.4657534246575,298,52,27,387.20780152014913,118,-2,21,104.2131904123865,184,-3,26,141.2045837180253,276,5,153,199.08136312180397,1609,55,33,74.1756389219807,813,-18,247,181.5856025407281,3138,65,106,522.7855592819096,436,71,1,25.974025974025974,58,-4,247,293.23076192511337,3323,47,3,59.4059405940594,41,-2,39,162.8120564415129,541,-4,72,103.90060175765184,806,-13,105,100.96153846153847,1618,-2,13,41.427660930528994,277,-12,192,179.87127961552514,2816,17,220,157.60441292356188,2351,34,222,224.63269518759867,1718,-25,132,168.57161100823703,1646,-27,2,40.338846308995564,26,-1,0,0.0,5,0,101,129.2369899297514,1401,-6,74,106.89162056363662,1249,6,141,158.1249299091623,1670,-6,287,199.50922121888317,3179,-13,17,83.69436786136275,258,6
2020-10-20,246,183.24704830719952,3145,11,53,123.84334984577997,950,11,3,78.47240387130526,36,0,12,62.0989443179466,99,3,106,326.67652859960555,829,11,377,226.39923132356472,3288,7,87,177.91774882921942,665,14,67,353.0031612223393,300,2,25,358.52574214828627,117,-1,21,104.2131904123865,186,2,28,152.06647477325802,278,2,157,204.28610464132825,1616,7,34,76.42338555598013,816,3,248,182.3207669234841,3155,17,109,537.5813769974353,443,7,1,25.974025974025974,59,1,240,284.9205783887741,3331,8,2,39.603960396039604,41,0,35,146.11338398597312,542,1,76,109.67285741085473,820,14,83,79.8076923076923,1612,-6,7,22.307202039515616,272,-5,196,183.6185979408486,2840,24,203,145.42589010674118,2346,-5,215,217.54968227627796,1737,19,143,182.61924525892346,1671,25,1,20.169423154497782,24,-2,0,0.0,5,0,99,126.67784161431075,1409,8,70,101.11369512776439,1250,1,132,148.03184927666254,1676,6,280,194.64314265256894,3205,26,17,83.69436786136275,260,2
2020-10-21,217,161.6447539945622,3130,-15,56,130.85335078044676,958,8,3,78.47240387130526,36,0,12,62.0989443179466,99,0,103,317.43096646942803,835,6,393,236.00768676435266,3330,42,86,175.87271723348124,671,6,67,353.0031612223393,300,0,22,315.5026530904919,117,0,18,89.32559178204555,187,1,25,135.77363819040895,278,0,144,187.37069470287432,1617,1,34,76.42338555598013,822,6,244,179.38010939246016,3166,11,112,552.3771947129611,446,3,1,25.974025974025974,60,1,239,283.73340931215427,3353,22,3,59.4059405940594,41,0,37,154.462720213743,544,2,71,102.45753784435114,827,7,74,71.15384615384616,1624,12,7,22.307202039515616,274,2,189,177.06079087153256,2851,11,209,149.72419227738376,2370,24,209,211.47852835228883,1757,20,150,191.55864887299663,1697,26,2,40.338846308995564,25,1,0,0.0,5,0,92,117.72082251026858,1414,5,73,105.44713920466856,1260,10,105,117.7526073791634,1689,13,293,203.68014570429534,3246,41,17,83.69436786136275,262,2
