Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;38;1008;750,9;6909;5146,6;19;*14,2;408;303,9
Anjou;22;296;691,7;2231;5213,1;< 5;n.p.;61;142,5
Baie D'urfé;< 5;6;n.p.;64;1674,1;0;;< 5;n.p.
Beaconsfield;6;45;232,9;295;1526,6;< 5;n.p.;12;* 62,1
Côte-des-Neiges–Notre-Dame-de-Grâce;60;1029;617,9;7719;4635,5;6;n.p.;320;192,2
Côte-Saint-Luc;11;173;533,2;1845;5686;< 5;n.p.;102;314,3
Dollard-des-Ormeaux;10;248;507,2;1743;3564,5;< 5;n.p.;105;214,7
Dorval;< 5;43;226,6;546;2876,7;< 5;n.p.;68;358,3
Hampstead;8;51;731,4;270;3872,1;0;;< 5;n.p.
Kirkland;< 5;45;223,3;460;2282,8;0;;30;* 148,9
Lachine;9;173;388,9;2026;4553,9;6;n.p.;159;357,4
LaSalle;18;501;651,9;3778;4915,9;7;n.p.;207;269,3
L'Île-Bizard–Sainte-Geneviève;5;107;581,1;733;3980,9;< 5;n.p.;66;358,4
Mercier–Hochelaga-Maisonneuve;32;713;524,2;5986;4400,7;11;*8,1;406;298,5
Montréal Est;< 5;41;1064,9;191;4961;0;;5;n.p.
Montréal-Nord;49;770;914,1;6547;7772,4;11;*13,1;289;343,1
Montréal-Ouest;0;23;* 455,4;112;2217,8;0;;< 5;n.p.
Mont-Royal;< 5;69;340,3;804;3965,3;0;;91;448,8
Outremont;< 5;52;217,1;924;3857,4;< 5;n.p.;19;* 79,3
Pierrefonds–Roxboro;21;343;495;2601;3753,4;< 5;n.p.;71;102,5
Plateau Mont-Royal;24;382;367,3;3115;2995,2;10;*9,6;148;142,3
Pointe-Claire;8;79;251,8;746;2377,3;< 5;n.p.;46;146,6
Rivière-des-Prairies–Pointe-aux-Trembles;29;845;791,6;6138;5750,3;13;*12,2;281;263,2
Rosemont–La Petite Patrie;24;534;382,5;5055;3621,3;11;*7,9;285;204,2
Sainte-Anne-de-Bellevue;0;8;n.p.;93;1875,8;0;;12;* 242
Saint-Laurent;58;650;657,7;4747;4803,3;< 5;n.p.;118;119,4
Saint-Léonard;47;760;970,6;5008;6395,5;20;*25,5;93;118,8
Senneville;0;0;;20;* 2171,6;0;;0;
Sud-Ouest;17;301;385,2;2765;3538;< 5;n.p.;196;250,8
Verdun;11;194;280,2;2162;3123;< 5;n.p.;181;261,5
Ville-Marie;35;443;496,8;3359;3767;6;n.p.;103;115,5
Villeray–Saint-Michel–Parc-Extension;69;908;631,2;7259;5046,1;10;*7;151;105
Westmount;5;40;196,9;525;2584,7;< 5;n.p.;53;260,9
Territoire à confirmer;< 5;224;;1471;;0;;21;
Total à Montréal;629;11104;537,6;88247;4272,1;166;8;4114;199,2
