date,negative_tests_qc,cases_qc,new_cases_qc,deaths_qc,new_deaths_qc,Hospitalisations,icu_qc,Personnes test茅es,active_cases_qc,Tests (Volum茅trie),Hospitalisations (nouvelle m茅thode),Unnamed: 12,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,Unnamed: 31,CHSLD,RPA,Domicile,Autres - Inconnu,Unnamed: 36,Montr茅al et Laval,R茅gions 脿 proximit茅,Autres r茅gions,Unnamed: 40,Cas Labo,Cas Lien 脡pi,Cas Total,Cumul Labo,Cumul 脡pi,NV CHSLD,NV RPA,NV Dom,NV Autres,Unnamed: 50,Inc Hors-SI,Inc SI,hospitalisations_all,hospitalisations_qc,new_negative_tests_qc
2020-05-10,250528,38469,748.0,3013.0,85.0,1640.0,192.0,284239,25753,8995.0,,,18.77467347,109.1372752,148.9160894,305.1646338,181.6843518,943.7675277000001,85.27997766,105.6796011,125.5095354,59.00575306,191.1153581,99.92819114,951.7894047,567.3996139,307.35220939999994,333.7635081,112.2019635,54.39216753,,2598.0,648.0,313.0,150.0,,912.6128906,459.3630943,164.5341378,,593,60,653,34043,4536,62.0,19.0,6.0,6.0,,66.0,15.0,1640.0,1640.0,5226.0
2020-05-11,256518,39225,756.0,3131.0,118.0,1650.0,184.0,290888,26038,8981.0,,,19.28209708,109.85765330000001,151.0340071,309.3764418,182.49544269999998,961.5826829,87.77354426,106.3570345,126.6202392,59.00575306,191.1153581,100.6253646,965.3412235,582.9737816,317.4005691,340.8128837,112.2019635,54.39216753,,2654.0,667.0,322.0,156.0,,929.3964843,472.8677857,167.5843172,,627,106,733,34670,4642,56.0,19.0,9.0,6.0,,82.0,11.0,1650.0,1650.0,5990.0
2020-05-12,261569,39931,706.0,3220.0,89.0,1672.0,194.0,296528,26241,11302.0,,,20.2969443,110.2178423,153.4166646,313.2053582,182.9009881,982.1572507000001,89.26968421,107.0344678,126.6202392,59.00575306,192.2264939,101.0901468,980.6999514,593.5488337,328.56541319999997,349.3279712,112.2019635,54.39216753,,2702.0,687.0,329.0,163.0,,945.1834275,481.4184948,170.4589467,,662,132,794,35332,4774,48.0,20.0,7.0,7.0,,70.0,13.0,1672.0,1672.0,5051.0
2020-05-13,267311,40724,793.0,3351.0,131.0,1639.0,190.0,302929,26544,11363.0,,,20.2969443,110.93822040000002,155.5345823,319.9059618,183.3065335,1001.231085,90.76582417,107.71190109999999,126.6202392,59.00575306,193.33762969999998,102.4844937,999.8983614,606.6234435,338.4542752,356.44714260000006,112.2019635,54.39216753,,2743.0,697.0,333.0,166.0,,962.2460834,493.1587541,173.3555199,,684,96,780,36016,4870,41.0,10.0,4.0,3.0,,68.0,17.0,1639.0,1639.0,5742.0
2020-05-14,274630,41420,696.0,3401.0,50.0,1627.0,191.0,310868,26980,13169.0,,,21.31179151,111.2984094,157.2553904,324.3092156,183.91485169999999,1018.3684900000001,91.26453749,109.06676780000001,126.6202392,59.00575306,193.33762969999998,103.4140583,1015.708817,619.1212324,346.1101683,364.3340678,112.2019635,54.39216753,,2796.0,717.0,340.0,167.0,,981.9000304,504.7632879,176.1862619,,629,72,701,36645,4942,53.0,20.0,7.0,1.0,,58.0,13.0,1627.0,1627.0,7319.0
2020-05-15,282551,42183,763.0,3483.0,82.0,1603.0,185.0,319472,27242,12054.0,,,21.81921512,111.2984094,160.0351574,330.244036,184.5231698,1035.312252,95.50360071,109.06676780000001,126.6202392,59.00575306,193.33762969999998,104.3436228,1040.10209,636.2335893999999,355.0420436,372.29078880000003,112.2019635,54.39216753,,2850.0,736.0,346.0,173.0,,1000.995853,516.3678216,179.0389477,,729,65,794,37374,5007,54.0,19.0,6.0,6.0,,76.0,14.0,1603.0,1603.0,7921.0
2020-05-16,290192,42920,737.0,3562.0,79.0,1580.0,182.0,327782,27604,13435.0,,,21.81921512,112.0187875,162.8149244,334.26439819999996,184.5231698,1048.3831539999999,98.24652397,109.7442012,126.6202392,59.00575306,193.33762969999998,107.1323165,1054.557364,653.1536727999999,367.3233722,381.224651,112.2019635,54.39216753,,2900.0,746.0,354.0,180.0,,1017.899045,526.7508256,181.7380273,,620,75,695,37994,5082,50.0,10.0,8.0,7.0,,55.0,14.0,1580.0,1580.0,7641.0
2020-05-17,296991,43627,707.0,3596.0,34.0,1586.0,176.0,335232,27986,10203.0,,,22.32663872,113.09935449999999,165.065212,336.9446396,184.5231698,1064.939629,100.49073390000001,109.7442012,126.6202392,59.00575306,193.33762969999998,108.9914457,1071.4971369999998,666.8051037,376.0957497,390.7866754,112.2019635,54.39216753,,2941.0,753.0,364.0,186.0,,1036.157681,539.4411637,185.0076441,,641,92,733,38635,5174,41.0,7.0,10.0,6.0,,61.0,13.0,1586.0,1586.0,6799.0
2020-05-18,302358,44197,570.0,3647.0,51.0,1599.0,178.0,341102,28053,9582.0,,,22.32663872,113.8197326,168.771568,340.5821102,184.92871530000002,1080.866765,106.4752937,109.7442012,126.6202392,59.00575306,193.33762969999998,111.5477482,1085.500683,677.1878821,382.3161629,397.6266637,112.2019635,54.39216753,,2983.0,764.0,370.0,190.0,,1049.472931,554.5745615,188.0358798,,592,76,668,39227,5250,42.0,11.0,6.0,4.0,,50.0,16.0,1599.0,1599.0,5367.0
2020-05-19,307437,44775,578.0,3718.0,71.0,,183.0,346684,28235,11608.0,1359.0,,22.83406233,113.8197326,170.0952666,346.1340389,186.1453515,1096.212972,108.470147,109.7442012,126.6202392,59.00575306,194.4487655,111.78013940000001,1098.826638,686.2247449,388.37707830000005,405.9323637,112.2019635,54.39216753,,3022.0,777.0,379.0,191.0,,1066.097061,566.4505464,191.1080029,,580,56,636,39807,5306,39.0,13.0,9.0,1.0,,51.0,13.0,,1359.0,5079.0
2020-05-20,314247,45495,720.0,3800.0,82.0,,175.0,354172,28368,12506.0,1326.0,,22.83406233,113.8197326,173.40451299999998,350.15440110000003,187.970306,1115.867736,112.7092102,109.7442012,126.6202392,59.00575306,196.6710371,112.24492169999999,1112.378457,699.8761757999999,398.1064424,414.6568385,112.2019635,54.39216753,,3070.0,787.0,384.0,199.0,,1081.684674,575.7477459,194.180126,,728,71,799,40535,5377,48.0,10.0,5.0,8.0,,62.0,9.0,,1326.0,6810.0
2020-05-21,321123,46141,646.0,3865.0,65.0,,171.0,361628,28457,14572.0,1305.0,,23.34148594,113.8197326,176.0519102,353.9833174,187.970306,1134.215409,117.69634340000002,111.0990679,126.6202392,59.00575306,197.7821729,112.24492169999999,1129.092367,708.7207647999999,406.4003267,421.77600989999996,112.2019635,54.39216753,,3105.0,798.0,387.0,205.0,,1096.674297,584.027004,197.2083617,,652,65,717,41187,5442,35.0,11.0,3.0,6.0,,65.0,12.0,,1305.0,6876.0
2020-05-22,329677,46838,697.0,3940.0,75.0,,167.0,370820,28854,15375.0,1282.0,,23.84890955,114.1799216,179.62589630000002,357.4293421,187.970306,1146.366507,118.9431267,111.0990679,126.6202392,59.00575306,198.89330869999998,112.709704,1142.418322,720.4494589,415.9701931,429.87232249999994,112.2019635,54.39216753,,3151.0,811.0,396.0,208.0,,1115.251862,596.3780282,200.5218659,,563,40,603,41750,5482,46.0,13.0,9.0,3.0,,55.0,7.0,,1282.0,8554.0
2020-05-23,338380,47411,573.0,3984.0,44.0,,170.0,380061,29096,13533.0,1262.0,,23.84890955,114.1799216,183.1998825,359.9181378,188.1730787,1156.7748179999999,119.69119669999999,111.0990679,126.6202392,59.00575306,200.0044445,112.709704,1153.9373679999999,728.9095006,423.30709060000004,436.85190240000003,112.2019635,54.39216753,,3201.0,820.0,397.0,210.0,,1133.311168,605.4716395,203.3745517,,459,43,502,42209,5525,50.0,9.0,1.0,2.0,,47.0,14.0,,1262.0,8703.0
2020-05-24,347398,47984,573.0,4069.0,85.0,,179.0,389618,29261,12121.0,1244.0,,23.84890955,114.90029969999999,188.0975672,361.0668127,188.3758514,1166.989486,122.68347659999998,111.77650120000001,126.6202392,59.00575306,202.22671609999998,112.94209509999999,1167.2633230000001,737.7540897000001,430.4844904,445.9253562,112.2019635,54.39216753,,3240.0,831.0,405.0,213.0,,1145.669633,617.4833499,205.8980814,,497,56,553,42706,5581,39.0,11.0,8.0,3.0,,45.0,9.0,,1244.0,9018.0
2020-05-25,353036,48598,614.0,4139.0,70.0,,181.0,395775,29460,10112.0,1220.0,,24.35633315,114.90029969999999,191.80392319999999,364.12994580000003,188.9841695,1176.816867,125.1770432,111.77650120000001,126.6202392,59.00575306,202.22671609999998,113.4068774,1174.942687,746.0218577,436.86440139999996,455.1384016,112.2019635,54.39216753,,3278.0,842.0,410.0,216.0,,1156.273994,626.2376473,208.2241175,,472,41,513,43178,5622,38.0,11.0,5.0,3.0,,37.0,13.0,,1220.0,5638.0
2020-05-26,358822,49139,541.0,4228.0,89.0,,182.0,402059,29592,12972.0,1192.0,,24.35633315,114.90029969999999,195.3779093,366.42729560000004,189.18694219999998,1188.338625,129.91481979999998,111.77650120000001,126.6202392,59.00575306,202.22671609999998,114.33644199999999,1184.8806880000002,751.4055206,440.53285020000004,458.8375789,112.2019635,54.39216753,,3322.0,853.0,417.0,218.0,,1167.037819,635.6705724,211.3840156,,394,55,449,43572,5677,44.0,11.0,7.0,2.0,,50.0,6.0,,1192.0,5786.0
2020-05-27,365402,49702,563.0,4302.0,74.0,,177.0,409135,29782,14949.0,1151.0,,24.35633315,114.90029969999999,199.7461146,368.9160912,189.5924877,1200.441312,130.91224640000002,111.77650120000001,126.6202392,59.00575306,202.22671609999998,114.5688331,1197.754915,755.6355414,447.71025,465.3285881,112.2019635,54.39216753,,3353.0,865.0,423.0,222.0,,1176.486066,644.1534187,214.6755761,,459,61,520,44031,5738,31.0,12.0,6.0,4.0,,43.0,8.0,,1151.0,6580.0
2020-05-28,373567,50232,530.0,4363.0,61.0,,171.0,417796,29961,13868.0,1089.0,,24.35633315,115.26048870000001,202.65825149999998,372.7450076,189.5924877,1209.4457109999998,132.4083864,112.4539345,127.73094309999999,59.00575306,202.22671609999998,114.5688331,1208.1446429999999,759.4810149,452.81417869999996,470.4934772,112.2019635,54.39216753,,3408.0,876.0,430.0,225.0,,1187.728283,648.4287733,216.9577247,,374,35,409,44405,5773,55.0,11.0,7.0,3.0,,36.0,12.0,,1089.0,8165.0
2020-05-29,384289,50651,419.0,4439.0,76.0,,165.0,428895,30142,13853.0,1027.0,,24.35633315,115.26048870000001,207.5559362,374.6594658,189.79526040000002,1218.885807,133.405813,112.4539345,127.73094309999999,59.00575306,204.4489878,114.80122420000001,1217.405053,765.4414988,459.9915785,474.96040830000004,112.2019635,54.39216753,,3458.0,881.0,436.0,225.0,,1199.96715,655.5543642,219.3276483,,400,31,431,44805,5804,50.0,5.0,6.0,0.0,,41.0,5.0,,1027.0,10722.0
2020-05-30,391792,51059,408.0,4641.0,202.0,,170.0,436799,30072,12985.0,1023.0,,24.35633315,115.26048870000001,210.33570319999995,377.33970719999996,190.2008058,1229.0036539999999,133.405813,113.1313679,127.73094309999999,59.00575306,204.4489878,115.4983977,1224.406826,770.8251617000001,467.4879739,477.96162769999995,112.2019635,54.39216753,,3480.0,888.0,441.0,226.0,,1209.216067,661.0512486,221.434247,,378,21,399,45183,5825,22.0,7.0,5.0,1.0,,30.0,8.0,,1023.0,7503.0
2020-05-31,399497,51354,295.0,4661.0,20.0,,161.0,444782,30096,9458.0,1019.0,,24.35633315,115.6206777,212.1888812,379.06271960000004,190.2008058,1235.4906939999998,133.405813,113.1313679,127.73094309999999,59.00575306,204.4489878,115.7307888,1229.8275529999999,775.2474562000001,473.708387,480.7534596,112.2019635,54.39216753,,3502.0,896.0,446.0,228.0,,1218.624447,667.9053884,223.4969583,,256,30,286,45439,5855,22.0,8.0,5.0,2.0,,33.0,6.0,,1019.0,7705.0
2020-06-01,404814,51593,239.0,4713.0,52.0,,158.0,450317,30077,9646.0,1011.0,,24.35633315,115.6206777,214.04205919999998,381.3600694,190.60635119999998,1243.04277,135.1513096,113.8088012,127.73094309999999,59.00575306,204.4489878,116.1955711,1233.8930990000001,778.3238349999999,475.3033648,486.89548990000003,112.2019635,54.39216753,,3533.0,899.0,448.0,229.0,,1228.192291,673.4701356,225.186626,,288,39,327,45727,5894,31.0,3.0,2.0,1.0,,40.0,6.0,,1011.0,5317.0
2020-06-02,410793,51884,291.0,4794.0,81.0,,155.0,456561,29992,12444.0,985.0,,24.35633315,115.6206777,216.15997689999998,381.742961,190.60635119999998,1247.690202,136.14873630000002,113.8088012,127.73094309999999,59.00575306,204.4489878,116.1955711,1238.184508,780.8233928,477.6958313999999,491.29262520000003,112.2019635,54.39216753,,3552.0,903.0,452.0,229.0,,1234.491122,678.4241179,226.3715878,,217,11,228,45944,5905,19.0,4.0,4.0,0.0,,21.0,9.0,,985.0,5979.0
2020-06-03,417256,52143,259.0,4885.0,91.0,,144.0,463267,29922,12490.0,932.0,,24.35633315,115.6206777,218.01315490000002,383.848865,190.809124,1253.2090269999999,136.3980929,113.8088012,127.73094309999999,59.00575306,205.5601236,116.8927445,1245.638008,783.1306768999999,482.9592579,494.78241510000004,112.2019635,54.39216753,,3572.0,907.0,460.0,233.0,,1241.427809,682.3601586,228.434299,,248,26,274,46192,5931,20.0,4.0,8.0,4.0,,31.0,7.0,,932.0,6463.0
2020-06-04,424619,52398,255.0,4935.0,50.0,,129.0,470862,29699,10789.0,895.0,,24.35633315,115.6206777,220.13107259999998,384.9975399,190.809124,1259.066728,136.64744960000002,113.8088012,127.73094309999999,59.00575306,205.5601236,117.35752679999999,1250.8328720000002,783.7074978999999,485.98971560000007,498.8305714,112.2019635,54.39216753,,3581.0,910.0,462.0,233.0,,1246.012402,686.364062,229.6192608,,232,17,249,46424,5948,9.0,3.0,2.0,0.0,,23.0,3.0,,895.0,7363.0
2020-06-05,431289,52624,226.0,4970.0,35.0,,127.0,477737,29242,12657.0,849.0,,24.35633315,115.6206777,222.2489903,385.7633232,191.0118967,1264.246678,137.3955196,113.8088012,127.73094309999999,59.00575306,205.5601236,117.5899179,1255.5760089999999,786.0147820000001,489.6581643999999,502.52974869999997,112.2019635,54.39216753,,3598.0,916.0,465.0,234.0,,1251.872706,690.23224,231.1333786,,216,26,242,46640,5974,17.0,6.0,3.0,1.0,,31.0,6.0,,849.0,6670.0
2020-06-06,438296,52849,225.0,4978.0,8.0,,126.0,484972,29157,9576.0,840.0,,24.35633315,116.34105579999999,224.4992779,386.1462148,191.0118967,1269.184574,138.1435895,113.8088012,131.0630547,59.00575306,205.5601236,118.05470020000001,1258.7381,787.7452451,492.5291243,507.55504620000005,112.2019635,54.39216753,,3614.0,917.0,469.0,235.0,,1257.613413,692.2681231,232.7791589,,220,25,245,46860,5999,16.0,1.0,4.0,1.0,,25.0,4.0,,840.0,7007.0
2020-06-07,443016,53047,198.0,4984.0,6.0,,119.0,489877,29069,6924.0,857.0,,24.35633315,116.34105579999999,225.8229765,386.3376606,191.0118967,1272.76697,139.39037280000002,113.8088012,132.1737585,59.00575306,205.5601236,118.05470020000001,1264.158827,789.4757081,494.76209309999996,510.8354487,112.2019635,54.39216753,,3628.0,922.0,470.0,236.0,,1262.716263,695.6612616,234.1616143,,172,14,186,47032,6013,14.0,5.0,1.0,1.0,,25.0,4.0,,857.0,4720.0
2020-06-08,446726,53185,138.0,5029.0,45.0,,117.0,493724,28795,7995.0,844.0,,24.35633315,116.70124479999998,226.7495655,386.3376606,191.0118967,1275.187507,139.8890862,113.8088012,132.1737585,59.00575306,205.5601236,118.28709140000001,1266.417464,791.2061712000001,495.71907980000003,513.0689143,112.2019635,54.39216753,,3639.0,925.0,471.0,236.0,,1267.340721,699.8687534,235.6099009,,110,8,118,47142,6021,11.0,3.0,1.0,0.0,,17.0,6.0,,844.0,3710.0
2020-06-09,451406,53341,156.0,5081.0,52.0,,117.0,498550,28419,9676.0,797.0,,24.35633315,117.4216229,228.33800380000002,386.7205523,191.6202148,1278.769902,140.1384428,113.8088012,132.1737585,59.00575306,205.5601236,118.28709140000001,1270.9347369999998,792.9366342999999,497.31405750000005,514.883605,112.2019635,54.39216753,,3650.0,927.0,474.0,238.0,,1271.247591,703.1261664,236.4657067,,151,8,159,47293,6029,11.0,2.0,3.0,2.0,,18.0,5.0,,797.0,4680.0
2020-06-10,456779,53485,144.0,5105.0,24.0,,114.0,504056,28081,9101.0,757.0,,24.35633315,118.14200090000001,229.9264421,386.9119981,192.0257602,1282.1586550000002,141.38522609999998,113.8088012,132.1737585,59.00575306,206.6712594,118.28709140000001,1274.096828,794.6670974,498.5900397,518.3035992,112.2019635,54.39216753,,3660.0,930.0,475.0,239.0,,1273.639552,705.1620495,237.0801313,,156,18,174,47449,6047,10.0,3.0,1.0,1.0,,20.0,3.0,,757.0,5373.0
2020-06-11,462007,53666,181.0,5148.0,43.0,,107.0,509452,27695,9493.0,733.0,,24.35633315,118.14200090000001,230.9854009,387.67778139999996,192.0257602,1285.208532,141.63458280000003,113.8088012,132.1737585,59.00575306,206.6712594,118.5194825,1276.581328,795.6284657000001,500.504013,521.4444101,112.2019635,54.39216753,,3674.0,932.0,479.0,240.0,,1277.386958,706.790756,237.9798245,,137,13,150,47586,6060,14.0,2.0,4.0,1.0,,18.0,3.0,,733.0,5228.0
2020-06-12,467270,53824,158.0,5195.0,47.0,,102.0,514868,27348,9480.0,686.0,,24.35633315,118.50218989999999,232.7062091,388.6350105,192.228533,1288.6941060000001,142.38265280000002,113.8088012,132.1737585,59.00575306,206.6712594,118.75187369999999,1278.839964,796.7821078,503.85346619999996,524.3060378,112.2019635,54.39216753,,3683.0,936.0,481.0,241.0,,1280.735703,709.9803062,238.9014614,,157,17,174,47743,6077,9.0,4.0,2.0,1.0,,22.0,3.0,,686.0,5263.0
2020-06-13,473169,53952,128.0,5222.0,27.0,,85.0,520873,26988,7079.0,684.0,,24.35633315,118.50218989999999,233.10331859999997,389.20934789999995,192.228533,1291.937626,142.88136609999998,113.8088012,132.1737585,59.00575306,206.6712594,118.9842648,1279.969283,797.9357497999999,505.4484438999999,526.3999117999999,112.2019635,54.39216753,,3694.0,940.0,483.0,242.0,,1283.685789,712.2197777,239.8450421,,109,18,127,47852,6095,11.0,4.0,2.0,1.0,,14.0,2.0,,684.0,5899.0
2020-06-14,477179,54054,102.0,5242.0,20.0,,82.0,524979,26599,5200.0,689.0,,24.86375676,118.862379,234.1622775,389.5922396,192.228533,1293.293127,142.88136609999998,113.8088012,132.1737585,59.00575306,206.6712594,118.9842648,1281.550328,798.5125709,508.957395,528.0052151000001,112.2019635,54.39216753,,3698.0,945.0,483.0,242.0,,1286.954802,714.5949746,241.0958351,,89,6,95,47941,6101,4.0,5.0,0.0,0.0,,8.0,2.0,,689.0,4010.0
2020-06-15,480360,54146,92.0,5269.0,27.0,,77.0,528245,26527,6812.0,641.0,,24.86375676,118.862379,234.6917569,389.78368539999997,192.228533,1295.8588960000002,142.88136609999998,114.48623459999999,132.1737585,59.00575306,206.6712594,118.9842648,1284.712419,799.8584866,511.34986160000005,528.8427647,112.2019635,54.39216753,,3704.0,949.0,489.0,242.0,,1289.825156,716.0200928,241.8419221,,99,8,107,48040,6109,6.0,4.0,6.0,0.0,,10.0,0.0,,641.0,3181.0
2020-06-16,485132,54263,117.0,5298.0,29.0,,72.0,533133,26416,8889.0,618.0,,24.86375676,118.862379,235.3536062,390.166577,192.228533,1299.34447,143.3800794,115.16366790000001,132.1737585,59.00575306,206.6712594,118.9842648,1286.5193279999999,800.4353076,513.4233326,530.6574555,112.2019635,54.39216753,,3711.0,949.0,492.0,243.0,,1291.220466,718.3952898,242.3905156,,120,12,132,48160,6121,7.0,0.0,3.0,1.0,,14.0,1.0,,618.0,4772.0
2020-06-17,490711,54383,120.0,5340.0,42.0,,65.0,538818,26289,9803.0,572.0,,25.87860398,118.862379,236.4125651,390.5494686,192.6340784,1301.6681859999999,143.6294361,116.5185346,132.1737585,59.00575306,206.6712594,118.9842648,1287.8745099999999,800.4353076,515.4968037,533.1003084,112.2019635,54.39216753,,3714.0,952.0,494.0,243.0,,1293.891489,719.9561335,242.7635591,,110,9,119,48270,6130,3.0,3.0,2.0,0.0,,14.0,1.0,,572.0,5579.0
2020-06-18,496727,54550,167.0,5375.0,35.0,,62.0,545165,26203,9876.0,512.0,,26.38602758,118.862379,237.4715239,390.5494686,193.03962380000002,1304.1855449999998,143.6294361,116.5185346,132.1737585,59.00575306,206.6712594,118.9842648,1290.5848740000001,801.396676,519.8032435,535.2639782,112.2019635,54.39216753,,3718.0,953.0,496.0,244.0,,1297.080771,721.4491145,243.4218712,,123,15,138,48393,6145,4.0,1.0,2.0,1.0,,12.0,0.0,,512.0,6016.0
2020-06-19,502807,54674,124.0,5408.0,33.0,,62.0,551352,26065,8246.0,467.0,,27.90829841,118.862379,238.39811290000003,390.5494686,193.44516919999998,1307.477476,143.6294361,116.5185346,132.1737585,59.00575306,207.78239519999997,118.9842648,1292.391783,801.7812232999999,523.6311901,536.7994857,112.2019635,54.39216753,,3723.0,954.0,497.0,245.0,,1299.233536,723.4849976,244.189902,,119,18,137,48512,6163,5.0,1.0,1.0,1.0,,14.0,0.0,,467.0,6080.0
2020-06-20,502807,54766,92.0,5417.0,9.0,,61.0,551352,26027,7980.0,460.0,,28.41572201,118.862379,238.9275924,390.5494686,194.2562601,1309.07503,143.6294361,116.5185346,132.1737585,59.00575306,207.78239519999997,119.2166559,1294.424556,802.3580443,526.3426523,538.6839722999999,112.2019635,54.39216753,,3726.0,954.0,498.0,246.0,,1301.784961,726.1316456,244.9579328,,89,10,99,48601,6173,3.0,0.0,1.0,1.0,,13.0,0.0,,460.0,0.0
2020-06-21,502807,54835,69.0,5417.0,0.0,,57.0,551352,25912,5880.0,463.0,,28.41572201,118.862379,239.45707180000002,390.7409145,194.45903280000002,1310.2852990000001,143.6294361,116.5185346,132.1737585,59.00575306,207.78239519999997,119.44904709999999,1298.264238,803.3194127,528.5756211,539.3121345,112.2019635,54.39216753,,3730.0,956.0,501.0,246.0,,1304.814778,728.1675288,245.6381886,,76,1,77,48677,6174,4.0,2.0,3.0,0.0,,10.0,0.0,,463.0,0.0
2020-06-22,515749,54884,49.0,5424.0,7.0,,56.0,564464,25840,6185.0,459.0,,28.92314562,118.862379,239.72181150000003,390.7409145,194.45903280000002,1311.689211,144.12814939999998,116.5185346,132.1737585,59.00575306,207.78239519999997,119.44904709999999,1299.167692,803.8962337,530.8085899,540.5684589,112.2019635,54.39216753,,3732.0,957.0,503.0,246.0,,1306.489151,729.7962352,246.3623319,,69,4,73,48746,6178,2.0,1.0,2.0,0.0,,6.0,3.0,,459.0,12942.0
2020-06-23,520227,54937,53.0,5441.0,17.0,,52.0,568997,25786,7917.0,448.0,,28.92314562,118.862379,240.64840049999998,390.9323603,194.45903280000002,1313.480408,144.12814939999998,116.5185346,132.1737585,59.00575306,207.78239519999997,120.14622050000001,1299.845283,804.2807811,532.4035676,542.3133538,112.2019635,54.39216753,,3734.0,957.0,506.0,247.0,,1308.163524,731.0177651,246.7353754,,87,1,88,48833,6179,2.0,0.0,3.0,1.0,,0.0,0.0,,448.0,4478.0
2020-06-24,524578,55079,142.0,5448.0,7.0,,50.0,573478,25845,,437.0,,28.92314562,118.862379,241.3102498,390.9323603,194.45903280000002,1314.2549800000002,144.87621940000002,116.5185346,132.1737585,59.00575306,207.78239519999997,120.3786116,1301.426329,804.8576021,535.4340253,543.0811076,112.2019635,54.39216753,,3734.0,958.0,506.0,247.0,,1309.479103,732.1714322,247.2400814,,65,0,65,48898,6179,0.0,1.0,0.0,0.0,,,,,437.0,4351.0
