date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,new_doses_3d,total_doses_1d,total_doses_2d,total_doses_3d,new_doses,total_doses,perc_1d,perc_2d,cvac_cum_tot_ade_p,per_quo_1_n,per_quo_2_n,per_cum_1_n,per_cum_2_n,vac_quo_tot_m
2020-12-14,Région,RSS99,Ensemble du Québec,294,0,0,294,0,0,294,294,0.0029637862,0.0,0.0005600856,254.0,0.0,254.0,0.0,
2020-12-15,Région,RSS99,Ensemble du Québec,1173,0,0,1467,0,0,1173,1467,0.0161374655,0.0,0.0017502674,1129.0,0.0,1383.0,0.0,
2020-12-16,Région,RSS99,Ensemble du Québec,949,0,0,2416,0,0,949,2416,0.027455861499999998,0.0,0.002543722,970.0,0.0,2353.0,0.0,
2020-12-17,Région,RSS99,Ensemble du Québec,911,0,0,3327,0,0,911,3327,0.0383658617,0.0,0.003220492,935.0,0.0,3288.0,0.0,698.0
2020-12-18,Région,RSS99,Ensemble du Québec,727,0,0,4054,0,0,727,4054,0.047280557,0.0,0.0042006418,764.0,0.0,4052.0,0.0,730.0
2020-12-19,Région,RSS99,Ensemble du Québec,720,0,0,4774,0,0,720,4774,0.0557518513,0.0,0.0049240857,726.0,0.0,4778.0,0.0,851.0
2020-12-20,Région,RSS99,Ensemble du Québec,115,0,0,4889,0,0,115,4889,0.0572454128,0.0,0.0050991123999999995,128.0,0.0,4906.0,0.0,1253.0
2020-12-21,Région,RSS99,Ensemble du Québec,512,0,0,5401,0,0,512,5401,0.0632896696,0.0,0.0061376044,518.0,0.0,5424.0,0.0,1555.0
2020-12-22,Région,RSS99,Ensemble du Québec,2026,0,0,7427,0,0,2026,7427,0.08582144539999999,0.0,0.0099065136,1931.0,0.0,7355.0,0.0,1451.0
2020-12-23,Région,RSS99,Ensemble du Québec,3761,0,0,11188,0,0,3761,11188,0.12950812,0.0,0.014573893300000001,3744.0,0.0,11099.0,0.0,1796.0
2020-12-24,Région,RSS99,Ensemble du Québec,3025,0,0,14213,0,0,3025,14213,0.1640817356,0.0,0.0173743212,2963.0,0.0,14062.0,0.0,2106.0
2020-12-25,Région,RSS99,Ensemble du Québec,0,0,0,14213,0,0,0,14213,0.164221757,0.0,0.0173743212,12.0,0.0,14074.0,0.0,2393.0
2020-12-26,Région,RSS99,Ensemble du Québec,3132,0,0,17345,0,0,3132,17345,0.20038228170000003,0.0,0.02076984,3099.0,0.0,17173.0,0.0,2441.0
2020-12-27,Région,RSS99,Ensemble du Québec,2284,0,0,19629,0,0,2284,19629,0.2272430523,0.0,0.0233835726,2302.0,0.0,19475.0,0.0,2342.0
2020-12-28,Région,RSS99,Ensemble du Québec,2519,1,0,22148,1,0,2520,22149,0.2570792774,0.0,0.0268024283,2557.0,0.0,22032.0,0.0,1960.0
2020-12-29,Région,RSS99,Ensemble du Québec,2364,0,0,24512,1,0,2364,24513,0.2856669785,0.0,0.029579519300000003,2450.0,0.0,24482.0,0.0,1961.0
2020-12-30,Région,RSS99,Ensemble du Québec,3070,1,0,27582,2,0,3071,27584,0.3223642519,0.0,0.033371765299999995,3145.0,0.0,27627.0,0.0,1604.0
2020-12-31,Région,RSS99,Ensemble du Québec,346,0,0,27928,2,0,346,27930,0.3270316316,0.0,0.0335234552,400.0,0.0,28027.0,0.0,1498.0
2021-01-01,Région,RSS99,Ensemble du Québec,8,0,0,27936,2,0,8,27938,0.3278484231,0.0,0.0335467921,70.0,0.0,28097.0,0.0,1533.0
2021-01-02,Région,RSS99,Ensemble du Québec,635,0,0,28571,2,0,635,28573,0.3359346586,0.0,0.0343285782,693.0,0.0,28790.0,0.0,2048.0
2021-01-03,Région,RSS99,Ensemble du Québec,1542,0,0,30113,2,0,1542,30115,0.35473253060000004,0.0,0.035822139700000005,1611.0,0.0,30401.0,0.0,3146.0
2021-01-04,Région,RSS99,Ensemble du Québec,2763,0,0,32876,2,0,2763,32878,0.3875092049,1.16684e-05,0.0399644392,2809.0,1.0,33210.0,1.0,5065.0
2021-01-05,Région,RSS99,Ensemble du Québec,5971,1,0,38847,3,0,5972,38850,0.45586298159999994,0.000105016,0.0500226426,5858.0,8.0,39068.0,9.0,6980.0
2021-01-06,Région,RSS99,Ensemble du Québec,10754,1,0,49601,4,0,10755,49605,0.5782300106,0.00035005349999999997,0.0631613167,10487.0,21.0,49555.0,30.0,8144.0
2021-01-07,Région,RSS99,Ensemble du Québec,13782,1,0,63383,5,0,13783,63388,0.7308533289,0.0006300963,0.0846195951,13080.0,24.0,62635.0,54.0,8933.0
2021-01-08,Région,RSS99,Ensemble du Québec,13407,2,0,76790,7,0,13409,76797,0.8823798129000001,0.0009568128999999999,0.102297296,12986.0,28.0,75621.0,82.0,9592.0
2021-01-09,Région,RSS99,Ensemble du Québec,8785,1,0,85575,8,0,8786,85583,0.9828568308,0.0010851658,0.1124255101,8611.0,11.0,84232.0,93.0,9884.0
2021-01-10,Région,RSS99,Ensemble du Québec,7061,2,0,92636,10,0,7063,92646,1.0647343403,0.0011435080000000001,0.11906485779999999,7017.0,5.0,91249.0,98.0,9658.0
2021-01-11,Région,RSS99,Ensemble du Québec,7376,1,0,100012,11,0,7377,100023,1.1493889408,0.0013652086,0.1277345157,7255.0,19.0,98504.0,117.0,9383.0
2021-01-12,Région,RSS99,Ensemble du Québec,8009,4,0,108021,15,0,8013,108036,1.2421647821,0.0015752407000000001,0.1345722271,7951.0,18.0,106455.0,135.0,9066.0
2021-01-13,Région,RSS99,Ensemble du Québec,9168,6,0,117189,21,0,9174,117210,1.3491994685,0.0017969411999999999,0.1427984839,9173.0,19.0,115628.0,154.0,9023.0
2021-01-14,Région,RSS99,Ensemble du Québec,11855,2,0,129044,23,0,11857,129067,1.4874472572,0.0019953048,0.1524949654,11848.0,17.0,127476.0,171.0,9035.0
2021-01-15,Région,RSS99,Ensemble du Québec,11187,6,0,140231,29,0,11193,140260,1.6197324681,0.0026370696000000003,0.161001265,11337.0,55.0,138813.0,226.0,9502.0
2021-01-16,Région,RSS99,Ensemble du Québec,8476,6,0,148707,35,0,8482,148742,1.7188559459000001,0.0034771979,0.1680723453,8495.0,72.0,147308.0,298.0,9837.0
2021-01-17,Région,RSS99,Ensemble du Québec,7148,0,0,155855,35,0,7148,155890,1.7996949634000001,0.0035938823999999998,0.17431496579999997,6928.0,10.0,154236.0,308.0,10167.0
2021-01-18,Région,RSS99,Ensemble du Québec,10638,10,0,166493,45,0,10648,166538,1.9203700672,0.0041306311,0.1838830943,10342.0,46.0,164578.0,354.0,10444.0
