group,1d,2d,3d,pop 2021
0-4,236,52,4,341718
5-11,362687,2832,4,737620
12-17,519059,474119,1455,529446
18-29,1081193,1011147,40717,1216440
30-39,993709,943804,55007,1118629
40-49,1009908,976998,77613,1115327
50-59,1067035,1035240,133072,1155183
60-69,1105980,1091394,202914,1168854
70-79,749310,747298,343921,783129
80 plus,398647,397660,233387,425520
Total 5+,7287528,6680492,1088090,8250148
Total,7287764,6680544,1088094,8591866
