,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,3976,0,3950,26,53,0,3919,4,196934.5,2018.95,2.03,26.91,0
02,02 - Saguenay-Lac-Saint-Jean,11036,5,10813,223,271,0,10758,7,277505,3976.87,2.52,97.66,0
03,03 - Capitale-Nationale,32900,0,32547,353,1118,0,31756,26,757803,4341.50,3.42,147.53,3
04,04 - Mauricie et Centre-du-Québec,15374,28,15134,240,526,0,14720,128,523331.5,2937.72,24.41,100.51,12
05,05 - Estrie,14957,0,14440,517,352,0,14571,34,494966.5,3021.82,6.84,71.12,2
06,06 - Montréal,133813,48,130883,2930,4773,0,128593,447,2072060.5,6457.97,21.51,230.35,56
07,07 - Outaouais,12603,1,12156,447,215,0,12377,11,402744,3129.28,2.72,53.38,1
08,08 - Abitibi-Témiscamingue,1152,1,1119,33,9,0,1138,5,147637,780.29,3.39,6.10,0
09,09 - Côte-Nord,581,0,562,19,4,0,575,2,89700.5,647.71,2.24,4.46,0
10,10 - Nord-du-Québec,110,0,108,2,0,0,110,0,13521.5,813.52,0.00,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2072,0,2052,20,46,0,2022,4,89823,2306.76,4.46,51.21,1
12,12 - Chaudière-Appalaches,19303,3,19022,281,368,0,18931,4,431109.5,4477.52,0.93,85.36,0
13,13 - Laval,32107,33,30271,1836,917,0,31037,153,444658.5,7220.60,34.26,206.23,15
14,14 - Lanaudière,24193,5,23480,713,517,0,23628,48,522367,4631.42,9.15,98.97,9
15,15 - Laurentides,21162,10,20558,604,510,0,20585,67,630238,3357.78,10.58,80.92,6
16,16 - Montérégie,51761,19,49802,1959,1559,0,50049,153,1438226,3598.95,10.60,108.40,7
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,528,1,523,5,0,0,515,13,.,.,.,.,1
999,Ensemble du Québec,377798,154,367587,10211,11241,0,365451,1106,8565469.5,4410.71,12.87,131.24,113

