Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;36;386;287,5;4047;3014,6;< 5;n.p.;375;279,3
Anjou;9;128;299,1;1249;2918,5;0;;49;114,5
Baie D'urfé;< 5;< 5;n.p.;45;1177,1;0;;< 5;n.p.
Beaconsfield;< 5;22;* 113,8;151;781,4;< 5;n.p.;9;* 46,6
Côte-des-Neiges–Notre-Dame-de-Grâce;31;445;267,2;4503;2704,2;5;n.p.;287;172,4
Côte-Saint-Luc;8;98;302;1234;3803;12;*37;82;252,7
Dollard-des-Ormeaux;7;97;198,4;947;1936,6;5;n.p.;99;202,5
Dorval;0;34;* 179,1;358;1886,2;0;;61;321,4
Hampstead;0;13;* 186,4;155;2222,9;0;;< 5;n.p.
Kirkland;< 5;51;253,1;279;1384,5;< 5;n.p.;27;* 134
Lachine;17;123;276,5;1204;2706,3;< 5;n.p.;114;256,2
LaSalle;23;239;311;2337;3040,9;0;;185;240,7
L'Île-Bizard–Sainte-Geneviève;5;39;211,8;333;1808,5;< 5;n.p.;53;287,8
Mercier–Hochelaga-Maisonneuve;21;245;180,1;3873;2847,3;0;;388;285,2
Montréal Est;< 5;8;n.p.;87;2259,7;0;;< 5;n.p.
Montréal-Nord;45;268;318,2;4049;4806,8;0;;254;301,5
Montréal-Ouest;< 5;5;n.p.;61;1207,9;0;;< 5;n.p.
Mont-Royal;6;45;221,9;573;2826;< 5;n.p.;91;448,8
Outremont;0;27;* 112,7;631;2634,2;< 5;n.p.;13;* 54,3
Pierrefonds–Roxboro;15;208;300,2;1259;1816,8;< 5;n.p.;44;63,5
Plateau Mont-Royal;10;114;109,6;1941;1866,3;0;;132;126,9
Pointe-Claire;< 5;49;156,2;377;1201,4;< 5;n.p.;34;* 108,3
Rivière-des-Prairies–Pointe-aux-Trembles;39;293;274,5;3598;3370,7;< 5;n.p.;258;241,7
Rosemont–La Petite Patrie;20;282;202;3166;2268,1;< 5;n.p.;251;179,8
Sainte-Anne-de-Bellevue;< 5;24;* 484,1;52;1048,8;0;;< 5;n.p.
Saint-Laurent;19;332;335,9;2610;2641;< 5;n.p.;109;110,3
Saint-Léonard;57;357;455,9;2423;3094,3;5;n.p.;57;72,8
Senneville;0;< 5;n.p.;9;n.p.;0;;0;
Sud-Ouest;8;130;166,3;1798;2300,7;0;;183;234,2
Verdun;9;67;96,8;1497;2162,4;< 5;n.p.;173;249,9
Ville-Marie;8;115;129;2085;2338,2;< 5;n.p.;88;98,7
Villeray–Saint-Michel–Parc-Extension;36;384;266,9;4305;2992,6;0;;137;95,2
Westmount;< 5;51;251,1;349;1718,2;< 5;n.p.;43;211,7
Territoire à confirmer;10;76;;1089;;< 5;;44;
Total à Montréal;453;4758;230,3;52674;2550;53;2,6;3654;176,9
