group,1d,2d,3d,pop 2021
0-4,29410,10832,32,428991
5-11,440532,337317,29122,650347
12-17,532684,510139,119938,529446
18-29,1117750,1058783,452010,1216440
30-39,1025580,985374,519763,1118629
40-49,1030336,1005921,656829,1115327
50-59,1082544,1057052,805660,1155183
60-69,1118575,1106574,1003056,1168854
70-79,755753,754282,726286,783129
80 plus,401303,401742,391870,425520
Total 5+,7505057,7217184,4704534,8162875
Total,7534467,7228016,4704566,8591866
