Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;n.d.;62;46,2;10465;7795,4;< 5;n.p.;480;357,6
Anjou;n.d.;15;* 35,1;3521;8227,4;0;;77;179,9
Baie D'urfé;n.d.;0;;95;2485;0;;< 5;n.p.
Beaconsfield;n.d.;< 5;n.p.;481;2489,1;0;;21;* 108,7
Côte-des-Neiges–Notre-Dame-de-Grâce;n.d.;39;23,4;11869;7127,7;0;;368;221
Côte-Saint-Luc;n.d.;5;n.p.;2811;8663,1;0;;116;357,5
Dollard-des-Ormeaux;n.d.;7;n.p.;2806;5738,4;0;;123;251,5
Dorval;n.d.;6;n.p.;808;4257,1;0;;68;358,3
Hampstead;n.d.;< 5;n.p.;391;5607,3;0;;6;n.p.
Kirkland;n.d.;5;n.p.;766;3801,3;0;;33;* 163,8
Lachine;n.d.;9;n.p.;2950;6630,9;0;;170;382,1
LaSalle;n.d.;19;* 24,7;5649;7350,4;0;;240;312,3
L'Île-Bizard–Sainte-Geneviève;n.d.;6;n.p.;1068;5800,2;< 5;n.p.;76;412,8
Mercier–Hochelaga-Maisonneuve;n.d.;93;68,4;8769;6446,7;0;;446;327,9
Montréal Est;n.d.;< 5;n.p.;273;7090,9;0;;9;* 233,8
Montréal-Nord;n.d.;48;57;9061;10756,9;0;;336;398,9
Montréal-Ouest;n.d.;< 5;n.p.;187;3703;0;;< 5;n.p.
Mont-Royal;n.d.;< 5;n.p.;1118;5513,9;0;;93;458,7
Outremont;n.d.;< 5;n.p.;1266;5285,1;0;;29;* 121,1
Pierrefonds–Roxboro;n.d.;30;* 43,3;4229;6102,7;< 5;n.p.;84;121,2
Plateau Mont-Royal;n.d.;18;* 17,3;4711;4529,8;0;;172;165,4
Pointe-Claire;n.d.;< 5;n.p.;1071;3413;0;;54;172,1
Rivière-des-Prairies–Pointe-aux-Trembles;n.d.;40;37,5;8957;8391,2;0;;314;294,2
Rosemont–La Petite Patrie;n.d.;31;* 22,2;7047;5048,4;< 5;n.p.;324;232,1
Sainte-Anne-de-Bellevue;n.d.;< 5;n.p.;141;2843,9;0;;12;* 242
Saint-Laurent;n.d.;28;* 28,3;8320;8418,7;0;;155;156,8
Saint-Léonard;n.d.;32;* 40,9;7755;9903,6;< 5;n.p.;144;183,9
Senneville;n.d.;0;;23;* 2497,3;0;;0;
Sud-Ouest;n.d.;26;* 33,3;3935;5035,1;0;;206;263,6
Verdun;n.d.;18;* 26;3157;4560,2;0;;196;283,1
Ville-Marie;n.d.;30;* 33,6;4866;5457;< 5;n.p.;125;140,2
Villeray–Saint-Michel–Parc-Extension;n.d.;86;59,8;11174;7767,7;< 5;n.p.;195;135,6
Westmount;n.d.;6;n.p.;737;3628,4;0;;58;285,5
Territoire à confirmer;n.d.;7;;1915;;0;;25;
Total à Montréal;36;682;33;132392;6409,2;7;n.p.;4761;230,5
