"Date";"Doses du vaccin COVID-19 reçues (cumulatif)";"Doses du vaccin COVID-19 administrées (cumulatif)"
2022-05-09;23082195;19674426
2022-05-08;23082195;19662433
2022-05-07;23082195;19654737
2022-05-06;23082195;19633777
2022-05-05;23082195;19609070
2022-05-04;23082195;19582050
2022-05-03;23082195;19560096
