group,1d,2d,3d,pop 2021
0-4,259,57,6,428991
5-11,410238,156207,52,650347
12-17,525925,488041,4685,529446
18-29,1100766,1031948,301408,1216440
30-39,1011103,961977,374752,1118629
40-49,1021434,989826,507368,1115327
50-59,1076231,1044984,658619,1155183
60-69,1112737,1097915,889640,1168854
70-79,752313,749765,671646,783129
80 plus,399847,398917,359516,425520
Total 5+,7410594,6919580,3767686,8162875
Total,7410853,6919637,3767692,8591866
