Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;9;94;70;21912;16322,4;< 5;n.p.;537;400
Anjou;< 5;30;* 70,1;7388;17263,3;0;;87;203,3
Baie D'urfé;< 5;< 5;n.p.;362;9469;0;;< 5;n.p.
Beaconsfield;< 5;24;* 124,2;1879;9723,7;0;;27;* 139,7
Côte-des-Neiges–Notre-Dame-de-Grâce;7;157;94,3;26189;15727,2;< 5;n.p.;417;250,4
Côte-Saint-Luc;< 5;45;138,7;6077;18728,4;0;;131;403,7
Dollard-des-Ormeaux;< 5;47;96,1;6879;14067,8;0;;134;274
Dorval;< 5;38;200,2;2392;12602,7;0;;70;368,8
Hampstead;< 5;10;* 143,4;1355;19432,1;0;;7;n.p.
Kirkland;< 5;16;* 79,4;2280;11314,6;0;;40;198,5
Lachine;< 5;34;* 76,4;6943;15606,1;< 5;n.p.;197;442,8
LaSalle;< 5;66;85,9;12115;15763,9;0;;261;339,6
L'Île-Bizard–Sainte-Geneviève;< 5;10;* 54,3;2641;14343,1;0;;82;445,3
Mercier–Hochelaga-Maisonneuve;9;97;71,3;21324;15676,6;0;;517;380,1
Montréal Est;0;< 5;n.p.;750;19480,5;0;;12;* 311,7
Montréal-Nord;< 5;39;46,3;16086;19096,8;0;;398;472,5
Montréal-Ouest;0;7;n.p.;654;12950,5;0;;< 5;n.p.
Mont-Royal;< 5;30;* 148;2980;14697,2;0;;95;468,5
Outremont;0;27;* 112,7;3213;13413,2;0;;31;* 129,4
Pierrefonds–Roxboro;6;44;63,5;9759;14082,9;0;;105;151,5
Plateau Mont-Royal;8;74;71,2;14030;13490,4;0;;202;194,2
Pointe-Claire;0;25;* 79,7;3294;10497,1;0;;68;216,7
Rivière-des-Prairies–Pointe-aux-Trembles;5;81;75,9;19193;17980,6;0;;360;337,3
Rosemont–La Petite Patrie;10;111;79,5;19843;14215,2;0;;365;261,5
Sainte-Anne-de-Bellevue;0;8;n.p.;539;10871,3;0;;16;* 322,7
Saint-Laurent;6;87;88;15892;16080,5;0;;174;176,1
Saint-Léonard;< 5;42;53,6;15193;19402,3;< 5;n.p.;174;222,2
Senneville;0;0;;96;10423,5;0;;0;
Sud-Ouest;< 5;68;87;10874;13914,1;0;;235;300,7
Verdun;< 5;51;73,7;8601;12424;0;;220;317,8
Ville-Marie;7;145;162,6;13605;15257,4;0;;159;178,3
Villeray–Saint-Michel–Parc-Extension;10;87;60,5;23383;16254,8;0;;253;175,9
Westmount;< 5;31;* 152,6;2481;12214,5;0;;66;324,9
Territoire à confirmer;0;88;;8584;;0;;31;
Total à Montréal;115;1719;83,2;308787;14948,6;7;n.p.;5477;265,1
