group,1d,2d,3d,pop 2021
0-4,24173,7597,17,428991
5-11,439097,335127,17126,650347
12-17,532477,509720,111438,529446
18-29,1116607,1057930,446497,1216440
30-39,1024392,984622,514176,1118629
40-49,1029680,1005458,652069,1115327
50-59,1082112,1056734,801425,1155183
60-69,1118079,1106210,1000103,1168854
70-79,755453,754129,725147,783129
80 plus,401224,401682,391269,425520
Total 5+,7499121,7211612,4659250,8162875
Total,7523294,7219209,4659267,8591866
